V_COD_ESTA,V_ANO,V_MES,V_DIA,N_VI101,N_VI102,N_VI103,V_VT101,N_VT102,V_VT103,N_VT104,V_VT105,N_VT106,V_NB104,N_NB105,N_NB106,V_NB107,N_NB108,V_NB109,N_NB110,V_NB111,N_NB112,N_NB113,V_NB114,N_NB115,V_NB116,N_NB117,V_NB118,N_NB119,N_NB120,V_NB121,N_NB122,V_NB123,N_NB124,N_TM102,N_TM103,N_TM104,N_TM105,N_TM106,N_TM107,N_TM108,N_TM109,N_PT101,N_PT102,N_PT103,N_EV103,N_EV104,N_EV109
374,2013,3,4,10,35,2,E,2,E,4,E,4,ST,8,500,,,,,SC,6,1000,AC,2,,,ST,8,300,,,,,17.8,10.4,10.4,16,12.7,9.8,12.1,11.7,9.2,3.8,2.8,0.4,1,1.2
374,2013,3,5,8,32,6,E,2,E,4,E,2,ST,8,400,,,,,CU,6,1300,AC,2,,,ST,8,200,,,,,19.3,8.5,10,17.8,12.3,9.7,13,11.2,7.7,6.4,3,0.2,1.3,1.5
374,2013,3,6,35,30,1,E,2,W,4,E,1,CU,2,1400,AC,3,CI,2,CU,5,1400,AC,1,CI,1,ST,8,100,,,,,17.4,8.8,8.9,17.4,11,8.5,13.2,10,11.7,4.7,7.5,0.2,0.9,1.1
374,2013,3,7,6,36,4,E,1,E,4,W,4,ST,8,300,,,,,CU,5,1400,AC,2,CI,1,SC,8,800,,,,,19.2,9.2,9.9,16.6,12.5,9.4,11.7,10.4,7.2,4.2,0.8,0.2,1.2,1.4
374,2013,3,8,25,30,6,E,1,E,2,E,2,ST,8,500,,,,,CU,8,1200,,,,,SC,8,700,,,,,18.1,10.1,10.2,15.3,12.8,9.8,12.4,11.4,3,6.4,3,0.2,0.7,0.9
374,2013,3,9,10,25,1,E,4,E,2,E,2,CU,8,1200,,,,,SC,8,900,,,,,ST,8,100,,,,,17.8,10,10.4,14.4,11.4,9.8,12,10.6,5,0,4.6,0.2,1.1,1.2
374,2013,3,10,30,38,1,E,2,W,4,W,4,CU,6,1200,AC,2,,,CU,5,1400,AC,1,,,ST,8,200,,,,,19.1,8.2,9.9,18.3,11.8,9.2,13.7,10.6,14.7,0.4,5.4,0.1,1.3,1.5
374,2013,3,11,35,40,1,E,1,E,4,E,1,CU,8,1300,,,,,CU,5,1400,AC,2,,,ST,8,200,,,,,19.4,8.8,9.2,16.9,12.8,8.9,11.6,11.3,6.5,9.3,5,0.2,1.2,1.4
374,2013,3,12,10,30,2,E,2,W,4,E,2,ST,8,400,,,,,CU,7,1300,AC,1,,,ST,8,500,,,,,17.4,9.6,10.6,15.5,12.7,9.9,12.2,11.3,7.4,1.5,3.7,0.2,0.8,1
374,2013,3,13,32,35,4,E,1,W,4,W,4,CU,6,1200,AC,2,,,CU,8,1300,,,,,SC,8,900,,,,,16.6,10.1,10.4,15.7,11.9,10.1,12.2,10.2,6.3,3.7,0.7,0.2,0.8,1
374,2013,3,14,30,37,10,E,2,W,4,E,4,CU,5,1200,AC,2,CI,1,CU,4,1400,AC,2,CI,2,CU,8,1200,,,,,18.8,9.2,9.3,17.8,14.2,9,13,10.4,0,5.6,0,0.2,1.1,1.3
374,2013,3,15,25,34,8,W,2,E,4,E,4,CU,6,1200,AS,2,,,CU,6,1300,AC,2,,,CU,3,1300,AC,3,CI,,18.4,9.4,10.5,17.4,12.8,10,13.6,10.9,2.3,0,0.2,0.2,1.1,1.3
374,2013,3,16,22,28,1,E,2,W,4,E,1,CU,8,1200,,,,,CU,8,1200,,,,,ST,8,400,,,,2,18,10.1,10.4,16.5,11.6,9.5,12.4,10.8,16.5,2.1,2.1,0.2,0.9,1.1
374,2013,3,17,32,30,2,W,4,W,4,W,4,CU,8,1200,,,,,CU,7,1200,AC,1,,,ST,8,300,,,,,16.6,9.3,9.6,15.4,10.8,9.2,12.5,9.8,6,14.4,5.4,0.2,0.6,0.8
374,2013,3,18,15,28,2,E,4,W,4,E,1,CU,6,1200,AC,1,CI,1,CU,5,1400,AC,2,CI,1,ST,8,400,,,,,17.8,9.7,9.8,17.1,11.4,9.4,12.8,10.6,6.1,0.6,1.9,0.2,0.8,1
374,2013,3,19,35,35,4,E,2,W,4,W,2,SC,8,1000,,,,,CU,8,1200,,,,,ST,8,500,,,,,15.6,8.5,9,15,12.2,8.7,11.6,10.7,0.8,4.2,0.6,0.2,0.9,1.1
374,2013,3,20,37,28,1,E,2,E,2,W,2,CU,8,1200,,,,,ST,8,500,,,,,ST,8,100,,,,,15,9,9.2,12.5,9.6,8.8,11,9.2,7.4,0.2,6.8,0.2,0.4,0.6
374,2013,3,21,34,20,1,E,1,W,4,E,1,SC,8,900,,,,,SC,8,1000,,,,,ST,8,100,,,,,13.2,8.9,9,12,10,8.5,9.8,9.2,11.8,0.6,5,0.2,0.4,0.5
374,2013,3,22,1,25,10,W,2,W,4,E,2,ST,8,200,,,,,CU,8,1200,,,,,CU,1,1300,AC,2,CI,4,13.4,8.6,8.8,11.7,11.1,8.6,9.1,10,2.8,6.8,2.8,0.1,0.4,0.6
374,2013,3,23,20,35,8,E,1,W,4,W,4,CU,3,1300,AC,2,CI,3,CU,2,1400,AC,1,CI,1,CU,3,1400,AC,1,CI,2,19.7,8.7,9.6,17.4,13.5,8.8,13.2,11.6,0,0,0,0.2,1.4,1.6
374,2013,3,24,40,40,1,W,1,W,4,W,2,CU,3,1300,AC,3,CI,2,CU,5,1400,AC,1,CI,2,ST,8,200,,,,,19.1,7.3,7.8,18.6,9.6,7.7,13.4,8.9,16.8,0,16.4,0.2,1,1.1
374,2013,3,25,38,36,1,W,1,W,4,E,2,CU,3,1400,AC,2,CI,3,CU,2,1400,AC,1,CI,1,ST,8,300,,,,,19.6,5.7,6.7,18.2,11.2,6.7,13.2,9.6,5.2,0.4,4,0.1,1.5,1.7
374,2013,3,26,25,38,10,E,1,W,4,E,1,CU,5,1300,AC,2,CI,1,CU,6,1400,AC,2,,,CU,1,1400,,,CI,7,18,9.6,10.2,17,13.5,9.3,12.5,11.3,0,1.2,0,0.2,1.3,1.6
374,2013,3,27,32,15,1,E,2,W,4,W,4,CU,6,1300,AC,1,CI,1,SC,8,1000,,,,,ST,8,200,,,,,16.4,10,10.2,14.8,10.5,9.2,11.6,9.5,18.6,0,7.4,0.3,0.8,1
374,2013,3,28,28,37,1,W,2,W,4,W,4,CU,7,1300,AC,1,,,CU,5,1400,AC,2,,,ST,8,300,,,,,16.2,8,8.4,15.4,12,8,11.4,10.6,2.8,11.2,1.1,0.2,0.8,1
374,2013,3,29,10,35,6,E,2,W,4,W,1,ST,8,400,,,,,CU,8,1300,,,,,CU,2,1300,AC,2,CI,2,17.5,9.6,10,16.2,11.7,9.4,12,10.6,8.2,1.7,8.2,0.2,0.9,1.1
374,2013,3,30,20,36,6,W,2,W,4,W,1,CU,2,1400,,,CI,6,CU,5,1400,AC,2,CI,1,CU,6,1300,AC,2,,,19.6,6.9,7.9,18,11.9,7.8,13.4,10.1,3.5,0,0.2,0.2,1.3,1.5
374,2013,3,31,35,38,10,E,2,W,4,E,2,CU,2,1400,,,CI,6,CU,3,1400,AC,1,CI,2,CU,4,1300,AC,2,,,20,8.8,9.2,18.6,14.1,8.6,14,10.8,0.2,3.3,0,0.2,1.6,2.2
374,2013,4,1,40,36,2,E,2,E,4,E,4,CU,7,1300,AC,1,,,CU,6,1300,AC,2,,,CU,6,1300,AC,2,,,19.8,10.2,11,17.8,14.7,9.7,13.4,11.4,15.1,0.2,0,0.6,1.6,2.1
374,2013,4,2,32,30,1,E,1,E,2,W,2,CU,8,1200,,,,,CU,8,1200,,,,,CU,4,1300,AC,2,,,16.8,10,10.2,14.5,12.2,9.6,12.1,11.2,3.5,15.1,3.4,0.5,0.6,0.8
374,2013,4,3,35,36,1,E,2,W,4,E,2,CU,3,1400,AC,2,,,CU,4,1400,AC,1,,,CU,8,1200,,,,,19.2,9.1,10.7,18.6,13,9.9,13.2,10.4,0.3,0.1,0.2,0.2,1.3,1.6
374,2013,4,4,20,38,1,W,2,E,4,W,7,CU,8,1200,,,,,CU,6,1300,AC,2,,,ST,8,600,,,,,18.4,10.5,11,17.2,12.2,9.9,12.4,10.2,0.6,0.1,0.4,0.3,1.1,1.3
374,2013,4,5,10,36,1,E,2,W,4,W,4,ST,8,500,,,,,CU,2,1400,AC,2,CI,1,ST,8,400,,,,,16,9.7,10.7,15,10.7,9.4,12.1,9.6,14.6,0.2,14.5,0.2,0.6,0.7
374,2013,4,6,45,40,1,E,1,W,2,W,4,,,,AC,1,CI,1,CU,3,1400,AC,1,,,ST,8,200,,,,,21,6.3,7,18.4,12.1,7,13.5,11.1,8.3,0.1,0.5,0.1,1.4,1.7
374,2013,4,7,10,36,10,E,2,E,4,E,2,ST,8,400,,,,,CU,7,1200,AC,1,,,,,,AC,1,,,17.6,10,10.1,16.7,12.9,9.7,11.3,11.4,0.2,7.8,0.2,0.3,0.9,1.1
374,2013,4,8,15,32,1,E,1,W,4,W,4,CU,6,1200,AC,2,,,CU,5,1300,AC,2,CI,1,SC,8,800,,,,,19.4,8.8,9.3,17.2,13.4,9.2,12.4,10.2,12.9,0,0.5,0.2,1.3,1.5
374,2013,4,9,12,35,2,E,2,W,7,W,2,ST,8,300,,,,,CU,5,1200,AC,3,,,CU,5,1300,AC,3,,,18.2,9.2,9.3,15.4,13.2,8.8,12.4,11.1,0.4,12.4,0.4,0.2,1,1.2
374,2013,4,10,15,37,8,E,2,E,2,E,2,SC,8,1000,,,,,CU,6,1300,AC,1,,,CU,1,1400,,,CI,3,17.5,9,10.4,16.7,12.8,9.9,12.9,10.9,5.8,0,5.7,0.2,1.1,1.3
374,2013,4,11,25,34,1,E,1,E,4,W,4,CU,8,1200,,,,,CU,5,1400,AC,1,,,ST,8,300,,,,,19.7,7.7,9.6,18.8,11.8,9.5,13.5,10.7,26.3,0.1,26.3,0.2,1,1.1
374,2013,4,12,10,38,2,E,2,W,4,E,1,CU,5,1200,AC,1,,,CU,6,1400,,,,,CU,7,1200,,,,,19.6,9,9.8,18.2,14.2,9.6,12.9,12.4,3.4,0,3.2,0.1,1.3,1.7
374,2013,4,13,32,35,1,E,4,E,4,E,7,CU,7,1300,AC,1,,,CU,7,1200,AC,1,,,CU,6,1200,AC,2,,,18.9,10.3,11,16.6,13.8,9.3,12,11,0,0.2,0,0.4,1.8,2.2
374,2013,4,14,40,39,10,E,1,W,4,E,2,CU,5,1400,AC,1,,,CU,6,1400,AC,2,,,CU,4,1400,AC,1,,,20,7.2,8.3,18.2,14.7,7.6,12.8,11.6,0.6,0,0,0.4,1.7,2.4
374,2013,4,15,38,40,6,E,2,E,2,E,2,CU,7,1200,,,CI,1,CU,7,1300,AC,1,,,CU,1,1400,,,,,18.8,10,10.5,18.2,12.4,9.1,12.2,10.7,1,0.6,1,0.7,1.3,1.8
374,2013,4,16,35,38,1,E,2,W,4,E,1,CU,7,1200,AC,1,,,CU,5,1400,AC,1,,,ST,8,200,,,,,18.6,9.9,10.4,18.2,11.8,9.6,12.8,10.6,10.4,0,5.3,0.5,1.4,1.6
374,2013,4,17,39,36,1,E,2,NW,2,E,1,CU,4,1400,AC,3,CI,1,CU,7,1300,AC,1,,,SC,8,700,,,,,17.3,9.1,9.2,16.1,12.9,8.8,12.2,10.8,0.2,5.1,0,0.2,1.2,1.6
374,2013,4,18,30,35,2,E,4,W,4,W,2,CU,6,1300,AC,2,,,CU,6,1400,AC,2,,,CU,3,1300,AC,1,,,19.2,9.8,10.1,16.8,11,8.7,12,9.5,1.7,0.2,1.2,0.4,1.3,1.6
374,2013,4,19,28,34,2,E,2,W,4,E,2,CU,8,1000,,,,,CU,7,1000,AC,1,,,SC,6,800,AC,2,,,18.7,9.9,10.4,12.2,8.4,9.7,10.4,7.9,51.3,0.5,50.8,0.3,1,1.2
374,2013,4,20,25,38,15,E,2,NW,7,W,7,CU,4,1300,AC,3,CI,1,CU,3,1400,AC,1,CI,4,,,,,,,,18.1,6,6.8,16.4,10.8,6.8,11.4,8.6,0,0.5,0,0.2,1.7,1.9
374,2013,4,21,45,47,10,E,1,E,2,W,4,,,,AC,1,CI,2,CU,1,1500,,,CI,4,CU,1,1400,,,,,19.2,4.1,5,17.2,13.4,5,11.4,9.9,0,0,0,0.2,1.7,1.9
374,2013,4,22,20,42,8,E,2,E,4,W,7,CU,3,1300,AC,1,CI,1,CU,2,1400,AC,1,CI,1,SC,5,1000,AC,3,,,19.3,6.1,8,17.4,13.4,7.2,11.8,9.9,0,0,0,0.2,1.9,2.4
374,2013,4,23,48,40,4,E,1,NW,7,E,2,,,,,,CI,2,CU,2,1400,AC,1,,,SC,8,900,,,,,19,4.9,5.8,17.1,12.7,5.7,10.9,9.2,0.2,0,0,0.5,1.9,2.6
374,2013,4,24,50,48,20,E,2,E,7,E,2,,,,,,,,,,,AC,1,,,,,,,,,,19.4,7.2,7.8,17.6,13.9,6.2,11.5,10,0,0.2,0,0.7,2.2,2.6
374,2013,4,25,50,41,18,W,2,E,4,W,7,,,,,,,,CU,1,1500,,,,,CU,2,1400,AC,1,,,19.8,3.6,4.4,17.8,13.6,4.4,11.9,9.5,0,0,0,0.4,2.1,2.4
374,2013,4,26,38,40,15,E,1,NW,4,W,7,CU,1,1300,,,,,,,,AC,1,,,CU,1,1200,AC,1,CI,1,20.6,6.1,6.9,19.5,13.2,6.9,12.6,9.7,0,0,0,0.3,2.3,2.6
374,2013,4,27,42,43,10,E,1,NW,7,W,7,,,,AC,1,,,CU,1,1400,,,CI,1,,,,,,CI,1,20.8,4.9,5.8,19,12.7,5.8,12.6,9.6,0,0,0,0.3,2.4,2.9
374,2013,4,28,35,37,2,W,2,NW,4,E,7,CU,6,1200,AC,1,CI,1,CU,6,1300,AC,2,,,CU,8,1200,,,,,19.4,7.8,9,17.2,12.9,7.9,11.4,10,0,0,0,0.5,1.8,2.2
374,2013,4,29,40,41,8,E,1,E,4,E,1,CU,1,1300,,,,,CU,3,1400,AC,2,,,,,,,,,,19,4.8,6.6,18.1,13.3,5.7,9.9,8.4,0,0,0,0.4,2.6,3.3
374,2013,4,30,36,39,10,E,2,SE,4,E,2,CU,3,1200,AC,2,,,CU,7,1300,AC,1,,,CU,1,1300,AC,1,CI,1,18.2,8,9.8,17.7,13.8,7.4,10.7,10.3,0,0,0,0.7,2.1,2.5
374,2013,5,1,45,38,1,E,1,E,7,W,7,,,,AC,1,CI,1,CU,6,1300,AC,1,CI,1,ST,8,200,,,,,19,7.2,8.1,16.2,11.8,7.2,10.6,8.6,3.6,0,2.6,0.4,2.1,2.4
374,2013,5,2,35,34,1,E,2,W,7,W,9,CU,6,1200,AC,2,,,CU,7,1300,AC,1,,,ST,8,100,,,,,18.9,9,9.2,16.2,11,8.6,11.8,8,21,1,19.6,0.3,1.2,1.5
374,2013,5,3,39,36,1,E,1,W,4,E,2,CU,2,1400,AC,4,CI,2,CU,3,1400,AC,1,,,ST,8,300,,,,,19.2,7.7,8.2,18.6,11.9,8,12.8,10,1.6,1.4,1.6,0.3,1.5,1.7
374,2013,5,4,35,38,1,E,1,NW,4,E,2,SC,8,1000,,,,,CU,6,1400,AC,2,,,ST,8,100,,,,,18.2,7.3,9.58,17.4,9.9,9,12.2,8.9,11,0,8.5,0.2,1.3,1.5
374,2013,5,5,43,35,2,E,1,E,4,NW,7,CU,1,1400,AC,1,CI,3,CU,3,1300,AC,1,CI,1,CU,6,1200,AC,1,,,18.6,5.9,6.2,17.8,12,6.2,12.6,10,0.6,2.5,0,0.2,1.5,1.7
374,2013,5,6,15,32,1,W,2,W,4,W,4,SC,6,700,AC,2,,,CU,8,1200,,,,,SC,8,700,,,,,16.4,9.2,9.4,15.5,12,9,11.7,10.1,5.6,0.6,0,0.2,1.1,1.3
374,2013,5,7,10,30,1,E,2,W,7,E,2,SC,5,900,AS,2,CI,1,CU,7,1200,AC,1,,,SC,8,800,,,,,16.2,9.1,9.9,15.4,12,9.4,12.1,10.2,1.7,5.6,0.4,0.2,0.9,1.4
374,2013,5,8,6,28,2,E,2,W,7,E,4,ST,8,500,,,,,SC,8,1000,,,,,CU,1,1300,,,,,15.7,8.6,8.8,14.9,12.6,8.3,11.7,10.8,0.2,1.3,0.2,0.5,0.7,0.9
374,2013,5,9,28,35,1,E,1,W,4,W,7,CU,6,1200,AC,1,CI,1,CU,5,1400,AC,11,,,CU,4,1200,AC,1,,,20.4,5.4,6.8,16.2,12.1,6.8,12.4,9.7,0.1,0,0.1,0.2,1.5,1.7
374,2013,5,10,50,38,10,E,1,W,4,W,7,,,,AC,1,,,CU,2,1400,AC,1,,,CU,1,1300,,,,,20.2,6,6.5,17.8,12.8,6.5,12.7,9.2,0,0,0,0.2,2.1,2.3
374,2013,5,11,40,41,2,E,2,W,7,W,9,CU,1,1400,AC,1,CI,1,CU,3,1400,AC,1,CI,1,CU,2,1200,AC,2,,,20,6.1,6.9,18,12.4,6.9,12,9,0,0,0,0.2,2.2,2.5
374,2013,5,12,43,40,1,W,2,E,4,W,9,CU,1,1400,AC,1,,,CU,5,1300,AC,1,,,SC,6,700,AC,1,,,19.9,7.4,7.9,17.3,12.8,7.5,11.8,10.4,1.4,0,1.4,0.3,1.8,2.2
374,2013,5,13,35,38,6,E,2,E,4,E,7,CU,1,1200,,,,,CU,4,1400,AC,,,,CU,1,1300,,,,,19.6,6.1,7.4,18.7,13.6,7.4,12.5,9.8,0,0,0,0.4,2,2.3
374,2013,5,14,39,36,1,W,2,E,4,E,2,SC,8,1000,,,,,CU,8,1200,,1,,,ST,8,400,,,,,17.6,6.2,8.4,16.9,13.8,7.6,11.9,10.7,3.9,0,0,0.3,1.6,1.9
374,2013,5,15,30,34,2,E,2,W,7,E,2,SC,7,900,AC,1,,,CU,6,1300,AC,1,CI,1,SC,5,800,AC,2,,,18.7,10.2,10.5,17.4,12.8,9.6,12.9,10.5,0.1,3.9,0.1,0.3,1.3,1.7
374,2013,5,16,32,40,4,E,2,E,4,E,7,CU,5,1300,AC,2,CI,1,CU,7,1300,AC,1,,,CU,5,1300,AC,2,,,18.5,9.8,10.2,17.9,12.8,8.8,11.1,9.8,0,0,0,0.4,1.7,2.5
374,2013,5,17,39,38,8,E,4,E,7,E,4,CU,2,1400,AC,3,CI,2,CU,4,1400,AC,1,CI,1,CU,1,1300,,,,,19.5,9.4,10.1,18,13.9,7.9,11.6,10.2,0,0,0,0.8,2.2,2.7
374,2013,5,18,40,39,1,E,2,E,4,W,7,CU,8,1200,,,,,CU,5,1400,AC,1,,,SC,6,900,AC,2,,,18.9,6.1,7.3,18.1,11.9,6.7,11.7,10,2.2,0,0.2,0.5,1.6,1.9
374,2013,5,19,25,37,4,W,4,E,4,E,7,SC,8,900,,,,,CU,4,1300,AC,2,CI,1,CU,8,1200,,,,,18.8,9.5,9.9,18,13.1,9.2,12,10.4,0.4,2,0,0.3,1.3,1.8
374,2013,5,20,30,15,8,W,1,E,7,E,2,CU,6,1300,AC,2,,,ST,8,400,,,,,CU,1,1300,AC,1,CI,1,16.2,9.8,10,13.8,11.4,8.9,11.2,9.6,2.2,0.4,2.2,0.5,1.2,1.4
374,2013,5,21,45,38,5,E,1,W,4,W,4,,,,AC,1,CI,1,CU,5,1400,AC,1,CI,1,SC,8,700,,,,,18.5,6.7,7,18.2,11.8,6.8,12.2,9.2,0,0,0,0.2,1.6,1.9
374,2013,5,22,48,40,4,E,1,NW,7,W,7,,,,AC,1,,,CU,2,1400,AC,1,,,SC,7,800,AC,1,,,18.4,5.2,5.7,17.2,11.6,5.7,11.8,9.2,0.3,0,0.3,0.3,1.7,2.1
374,2013,5,23,39,37,6,E,1,E,4,W,9,CU,8,1200,,,,,CU,4,1400,AC,1,CI,2,CU,6,1200,AC,2,,,19.4,7.2,8.6,16.4,11.2,7.8,11.8,6.6,0,0,0,0.4,1.9,2.6
374,2013,5,24,36,39,10,E,1,NW,4,E,4,CU,6,1300,AC,1,CI,1,CU,4,1300,AC,1,CI,1,CU,5,1300,AC,2,,,20,7.1,7.8,18.4,14.5,7,12.2,10.5,0,0,0,0.7,1.8,2.5
374,2013,5,25,38,40,1,E,2,W,2,E,1,CU,4,1400,AC,4,,,CU,4,1400,AC,1,CI,1,ST,8,100,,,,,17.3,8.7,9.8,16.5,10.5,8.4,11.6,9.5,14,0,12.1,0.7,1.2,1.4
374,2013,5,26,37,36,1,E,4,NW,7,E,1,CU,4,1400,AC,2,CI,2,CU,6,1300,AC,1,,,ST,8,100,,,,,17.2,7.1,7.8,16.2,10.2,7.6,12.6,9.2,11.8,1.9,10.9,0.2,0.8,1
374,2013,5,27,40,38,10,W,1,W,4,W,2,CU,1,1400,AC,4,CC,1,CU,1,1400,AC,1,CI,1,CU,2,1300,AC,2,CI,1,18.6,4.9,5.8,16.3,12.6,5.8,12.4,9,0,0.9,0,0.2,1.5,1.7
374,2013,5,28,35,40,1,E,1,E,2,E,2,CU,6,1200,AC,2,,,CU,4,1400,AC,1,CI,1,SC,4,800,AC,2,,,20,6.2,6.6,18.8,11.5,6.6,12.3,9.6,3.5,0,3.5,0.2,1.6,2
374,2013,5,29,42,41,8,W,1,E,4,E,2,,,,AC,1,CI,5,CU,2,1400,AC,1,CI,5,CU,1,1200,,,,,19,7.7,7.9,18.2,11.5,7.1,11.4,8.5,0,0,0,0.4,2,2.3
374,2013,5,30,38,35,2,W,1,W,7,E,1,CU,3,1300,AC,3,CI,2,SC,7,1000,AC,1,,,,,,AC,1,CI,2,15.8,6.4,7.1,15.6,11.5,6.4,10.5,9.6,1.8,0,0,0.3,1.2,1.7
374,2013,5,31,20,37,1,W,1,W,2,E,2,ST,8,500,,,,,CU,5,1300,AC,1,CI,1,ST,8,100,,,,,15.9,7.8,7.9,15.2,9.7,7.3,9.6,9,0.7,1.8,0.7,0.5,1,1.2
374,2013,6,1,35,34,1,E,1,W,7,E,7,SC,7,1000,AC,1,,,CU,6,1200,AC,1,CI,1,ST,8,200,,,,,17.4,7.7,7.9,15.4,10.9,7,11,9.1,1.5,0,1.1,0.2,1.2,1.4
374,2013,6,2,28,36,10,E,4,E,4,E,7,SC,8,900,,,,,CU,4,1300,AC,1,,,CU,5,1200,AC,1,CI,1,18.5,8.2,9,15.8,12.1,8.2,11.4,8.9,0,0.4,0,0.2,1.7,2.5
374,2013,6,3,42,40,8,E,1,E,7,E,7,CU,1,1400,,,,,CU,1,1400,AC,1,,,,,,,,,,18.2,6.6,8.4,18.1,12.5,6,10.6,8.3,0,0,0,0.8,2.7,3.5
374,2013,6,4,40,39,6,E,1,W,4,E,4,CU,1,1300,AC,1,,,CU,3,1400,AC,2,,,,,,,,,,18.4,7.9,8.8,18.2,11.5,6,10.2,8.6,0,0,0,0.8,2.1,2.6
374,2013,6,5,43,37,4,E,1,W,2,E,4,CU,1,1400,,,,,CU,6,1200,AC,1,,,,,,AC,1,,,17.3,6.9,7.2,15,12.2,6,10.3,8.8,0,0,0,0.5,1.9,2.5
374,2013,6,6,40,38,1,E,4,E,7,E,7,CU,2,1300,AC,1,CI,2,CU,8,1300,,,,,CU,2,1200,,,,,17.4,6,7.7,16.2,12,6,10,8.8,0,0,0,0.6,2.2,2.9
374,2013,6,7,36,35,1,E,4,E,7,E,4,CU,3,1200,AC,2,CI,1,SC,8,1000,,,,,CU,1,1200,,,,,16.3,8.5,9.6,12.5,10.9,7.2,10.7,8.2,0.2,0,0.2,0.7,1.7,2.4
374,2013,6,8,38,39,1,E,4,E,7,E,9,CU,7,1200,AC,1,,,CU,5,1300,AC,1,,,SC,8,900,,,,,16.9,7.3,8.1,16.6,12.5,6.2,10.4,8.3,0,0,0,0.7,2.4,3.6
374,2013,6,9,35,40,10,E,7,E,7,E,4,CU,5,1200,AC,2,,,CU,4,1400,AC,1,,,,,,AC,1,,,17.7,9.2,9.6,16.4,11.6,6.8,10,8.3,0,0,0,1.2,2.2,2.6
374,2013,6,10,40,38,9,W,1,E,7,E,7,CU,7,1300,,,CI,1,CU,6,1300,AC,1,CI,1,,,,AC,1,,,17.8,5.4,6.6,16.7,11.6,5.8,9.7,8.2,0,0,0,0.4,1.9,2.4
374,2013,6,11,39,37,10,E,4,E,7,E,2,CU,3,1400,AC,2,,,CU,6,1300,AC,2,,,,,,,,,,18.5,4.5,7.8,17.5,12.2,6.2,10.3,8.6,0,0,0,0.5,2.2,2.8
374,2013,6,12,36,40,6,E,2,E,4,E,9,SC,8,1000,,,,,CU,7,1300,AC,1,,,SC,8,700,,,,,17.3,6.4,9.2,15.6,12.7,7,10.2,9.1,0,0,0,0.6,1.9,2.6
374,2013,6,13,38,38,8,E,4,SE,7,E,4,CU,8,1200,,,,,CU,7,1300,AC,1,,,,,,,,,,18.4,6.3,9.9,17,12.4,7.7,10.8,8.8,0,0,0,0.7,2,2.6
374,2013,6,14,39,40,4,E,4,E,4,SE,4,CU,4,1400,AC,2,CI,1,CU,2,1400,AC,1,,,SC,8,900,,,,,19.6,7.4,9.2,19,13.9,7.4,11.4,9.4,0,0,0,0.6,2.2,2.9
374,2013,6,15,50,41,3,E,1,W,4,E,4,,,,,,,,CU,2,1400,AC,1,,,CU,3,1400,AC,2,,,20.5,5,5.4,18.2,14.8,5.2,11.8,10,0,0,0,0.7,2.2,2.9
374,2013,6,16,45,36,8,E,2,E,7,E,4,CU,1,1400,,,,,CU,5,1400,AC,2,,,,,,,,,,18.8,6.7,8.2,17,12.2,7,9.9,8.4,0,0,0,0.7,2.2,2.8
374,2013,6,17,40,37,4,E,2,E,4,E,2,CU,1,1400,,,,,CU,6,1300,AC,1,,,CU,2,1400,AC,1,,,18.6,5.4,5.7,17.2,13.2,5.2,10.8,9.8,0,0,0,0.6,2,2.4
374,2013,6,18,38,39,5,E,1,NW,4,E,4,CU,1,1400,AC,2,CI,4,CU,4,1300,AC,1,CC,2,SC,6,1000,AC,2,,,20,5.7,5.9,19,14,5.6,11.8,9.7,1.7,0,0,0.4,2,2.6
374,2013,6,19,35,34,4,E,4,E,2,W,2,SC,6,1000,AC,2,,,ST,7,600,AC,1,,,ST,8,400,,,,,16.8,9.8,10.2,13.6,10.8,8.8,10.4,8.5,1.6,1.7,1.4,0.6,1.5,1.8
374,2013,6,20,30,37,8,E,4,SE,4,E,9,SC,8,900,,,,,CU,8,1200,,,,,CU,2,1400,AC,1,,,17.6,8.6,9.7,16.8,12.2,8.4,10.5,8.6,0,0.2,0,0.3,1.8,2.5
374,2013,6,21,40,39,10,E,2,E,4,SE,7,CU,3,1400,AC,2,CI,1,CU,5,1300,AC,2,CC,1,,,,AC,1,,,17.7,8.8,9.1,15.9,11.7,7.4,10.3,8.5,0,0,0,0.7,1.8,2.5
374,2013,6,22,38,40,8,E,4,E,7,E,4,SC,6,1000,AC,1,CI,1,CU,4,1400,AC,2,CI,1,CU,6,1200,AC,2,,,17.4,6.6,8.1,16.8,12.7,6.2,10.2,9,0,0,0,0.7,2.2,2.9
374,2013,6,23,40,42,10,E,2,SE,7,E,2,CU,1,1400,,,,,CU,5,1400,AC,2,,,CU,1,1300,,,,,17.8,7,7.8,16.6,11.4,5.6,9.4,7.5,0,0,0,0.7,2.5,3.1
374,2013,6,24,41,40,4,E,1,E,7,E,7,,,,AC,1,CI,1,CU,5,1400,AC,1,CI,1,CU,4,1300,AC,1,,,19.3,4.6,5.2,17.8,13,4.4,10.8,9.4,0,0,0,0.6,2,2.5
374,2013,6,25,43,39,8,E,1,W,4,E,1,,,,AC,1,CI,2,CU,4,1400,AC,1,,,,,,,,,,20,7.2,7.3,17.6,13.6,6.5,11.8,9.7,0,0,0,0.5,2.2,2.4
