V_COD_ESTA,V_ANO,V_MES,V_DIA,N_VI101,N_VI102,N_VI103,V_VT101,N_VT102,V_VT103,N_VT104,V_VT105,N_VT106,V_NB104,N_NB105,N_NB106,V_NB107,N_NB108,V_NB109,N_NB110,V_NB111,N_NB112,N_NB113,V_NB114,N_NB115,V_NB116,N_NB117,V_NB118,N_NB119,N_NB120,V_NB121,N_NB122,V_NB123,N_NB124,N_TM102,N_TM103,N_TM104,N_TM105,N_TM106,N_TM107,N_TM108,N_TM109,N_PT101,N_PT102,N_PT103,N_EV103,N_EV104,N_EV109
374,2013,6,26,35,40,6,E,2,W,7,W,2,CU,2,1300,AC,1,CI,4,CU,4,1300,AC,1,CI,1,CU,6,1200,AC,2,,,19.8,4.8,8.5,18.1,13.6,7.6,11.6,9.5,0,0,0,0.2,2.4,3
374,2013,6,27,38,38,2,E,2,E,4,E,2,SC,8,1000,,,,,CU,3,1400,AC,3,CI,1,SC,4,800,AS,2,,,20,9.2,9.6,18.6,9.5,8.6,11.2,7,3.8,0,3.8,0.6,1.9,2.5
374,2013,6,28,36,42,8,W,1,W,4,W,9,SC,8,900,,,,,CU,1,1500,,,,,CU,5,1200,AC,1,,,19.4,6.8,7.1,16.4,12.3,6.2,11,7.1,0,0,0,0.6,2.2,2.8
374,2013,6,29,45,40,2,E,1,NW,4,W,7,CU,1,1400,AC,2,CI,1,CU,2,1400,AC,1,CI,1,CU,1,1200,,,,,19.3,5.4,5.9,18.4,13.3,5.4,10.7,8.7,0,0,0,0.6,2.3,2.8
374,2013,6,30,34,37,1,E,2,E,7,E,7,SC,7,1000,AC,1,,,CU,8,1200,,,,,SC,6,800,AC,2,,,15.6,8.2,8.8,15.5,11.3,7.8,10.2,8.6,0,0,0,0.5,1.3,1.6
374,2013,7,1,45,40,8,E,1,E,4,W,9,,,,,,CI,2,CU,5,1400,AC,1,,,CU,6,1200,AC,1,,,18.2,4.3,4.6,17.2,13.3,4.4,11.4,9.3,0,0,0,0.3,1.7,2.3
374,2013,7,2,36,38,1,E,2,E,4,W,9.2,CU,2,1200,AC,2,CI,3,CU,4,1400,AC,1,CI,1,SC,1,900,,,,,19,6.9,7.9,18,10,6.9,10.6,7.1,1.3,0,1,0.6,2,2.6
374,2013,7,3,35,40,1,E,2,E,4,W,4,CU,7,1200,AC,1,,,CU,4,1400,AC,1,CI,1,ST,8,100,,,,,18.6,6.4,8,17.2,8.5,7,10.3,7.8,10.1,0.3,8.5,0.6,1.7,1.9
374,2013,7,4,38,38,1,W,2,E,2,E,2,CU,4,1300,AC,2,CI,1,CU,3,1300,AC,1,CI,2,ST,8,400,,,,,17.6,6.8,7.3,16.6,9.8,6.8,10.8,8.4,0.1,1.6,0.1,0.2,1.3,1.5
374,2013,7,5,35,39,2,E,2,E,4,E,7,CU,4,1300,AC,2,CI,1,CU,5,1400,AC,1,,,ST,8,300,,,,,18.1,6.3,7.8,17.4,12.4,7,11.2,9.4,0.5,0,0,0.2,1.7,2.3
374,2013,7,6,36,40,6,E,4,E,4,E,9,SC,6,100,AC,2,,,CU,3,1300,AC,1,,,SC,3,1000,AS,1,CI,2,16.8,8.3,9,15.4,11.1,6.8,9.8,7.7,0,0.5,0,0.6,2.1,3.1
374,2013,7,7,39,38,1,E,4,E,7,SE,7,CU,4,1400,AC,1,,,CU,4,1400,AC,2,,,ST,8,300,,,,,16.7,7,9.3,16.2,11.8,6.3,9.9,7.8,0,0,0,1,2.2,3
374,2013,7,8,37,40,1,E,4,E,7,E,7,SC,7,900,AS,1,,,CU,6,1300,AC,1,CI,1,ST,8,200,,,,,15.4,7.4,8.6,14.2,11.4,6.8,9,7.6,0,0,0,0.8,1.8,2.5
374,2013,7,9,45,42,2,E,4,E,4,E,2,,,,AC,1,CI,5,CU,2,1400,AC,3,CI,1,CU,2,1200,,,,,17.8,5.1,7.1,17.6,12,4.9,9.8,7.6,0,0,0,0.7,2.7,3.4
374,2013,7,10,50,45,8,E,1,W,4,E,2,,,,,,,,,,,AC,1,,,,,,,,,,19.1,3.2,3.6,16.8,12.6,2.8,9.6,7.6,0,0,0,0.7,2.3,3.2
374,2013,7,11,48,49,2,E,2,E,4,W,4,,,,,,CI,1,,,,AC,1,,,,,,,,,,18.9,5,5.8,18.4,12.1,3.8,8.1,7.6,0,0,0,0.9,3,3.6
374,2013,7,12,50,46,15,E,1,E,4,E,2,,,,,,,,,,,AC,1,,,,,,,,,,18.6,2.5,2.8,18.2,12.7,2,8.8,7.4,0,0,0,0.6,2.8,3.8
374,2013,7,13,45,42,10,E,2,E,4,E,4,,,,,,CI,4,CU,1,1400,AC,1,CI,1,CU,4,1300,AC,2,,,17.8,6.6,7,17.6,11.8,4.6,10.2,8.2,0,0,0,1,2.3,3
374,2013,7,14,43,40,20,E,2,W,4,E,9,CU,1,1400,,,,,CU,5,1400,AC,2,,,,,,,,,,18.2,7.6,7.8,17,11.8,6.2,9.6,7.8,0,0,0,0.7,2.3,3.3
374,2013,7,15,35,36,6,E,7,E,7,E,7,SC,8,1000,,,,,CU,5,1300,AC,1,,,CU,6,1200,AC,2,,,16.6,9.2,9.9,15.4,11.4,7.2,9.9,7.2,0,0,0,1,2.2,3.7
374,2013,7,16,50,50,15,E,7,E,7,E,4,,,,,,,,,,,,,,,,,,,,,,18,7.8,8,17.4,11.8,4.6,7.8,6.2,0,0,0,1.5,3.7,5.4
374,2013,7,17,43,40,18,E,7,E,9,E,4,CU,1,1400,,,,,CU,2,1400,AC,2,,,,,,AC,1,,,18.1,6.2,7.6,17,11.6,2.6,7.8,6.9,0,0,0,1.7,3.7,4.8
374,2013,7,18,40,39,20,E,2,E,7,E,4,CU,3,1300,AC,2,,,CU,6,1300,AC,2,,,,,,,,,,17.8,6.8,7,15.8,11.4,4.9,8.4,6.6,0,0,0,1.1,2.8,3.5
374,2013,7,19,45,41,5,E,2,E,7,E,4,,,,,,CI,2,CU,4,1400,AC,1,CI,1,,,,,,,,19.2,3.6,5.95,18.4,11.8,3.8,10.2,8.1,0,0,0,0.7,2.7,3.3
374,2013,7,20,50,40,8,E,2,E,4,W,7,,,,,,,,CU,4,1300,AC,1,CI,1,CU,6,1200,AC,1,,,19.3,4.5,8.6,19.2,14.2,4.2,11.1,9.6,0,0,0,0.6,2.3,2.7
374,2013,7,21,36,41,15,E,2,E,4,E,7,SC,8,900,,,,,CU,3,1400,AC,1,CI,1,,,,,,,,19.2,5.2,7.2,18.6,12.7,7.4,10.1,7.4,0,0,0,0.4,2.7,4.1
374,2013,7,22,46,50,12,E,4,E,7,E,7,,,,,,CI,2,,,,,,,,CU,1,1400,AC,2,,,19.4,7,7.7,18.4,13.5,4.3,8.8,7.8,0,0,0,1.4,3.1,4.4
374,2013,7,23,44,42,10,E,7,E,7,E,7,,,,AC,2,CI,3,CU,5,1400,AC,1,CI,1,CU,1,1300,,,,,18.5,6.6,6.7,17.7,12.4,4.9,9.2,7.8,0,0,0,1.3,2.9,4.1
374,2013,7,24,40,40,4,E,2,SE,7,E,7,CU,2,1300,AC,3,,,CU,7,1200,AC,1,,,SC,8,800,,,,,19,5.8,10,16.5,13.8,4.9,9.9,9.2,0,0,0,1.2,2.5,3.7
374,2013,7,25,38,39,10,SE,7,E,9,E,9,CU,7,1200,AC,1,,,CU,6,1300,AC,1,,,,,,,,,,17.8,9.7,10,16.2,11.3,7.5,9.5,6.5,0,0,0,1.2,2.7,4.2
374,2013,7,26,50,42,15,E,7,E,7,E,9,,,,,,,,CU,3,1500,AC,1,,,CU,1,1300,,,,,17.3,6,7.6,16.4,11.5,3.2,8.4,6.1,0,0,0,1.5,3.4,4.8
374,2013,7,27,50,45,10,E,4,SE,7,E,9,,,,,,,,,,,AC,1,,,,,,AC,1,,,19.5,6.5,7,18.8,13.2,3.8,9.3,7.4,0,0,0,1.4,3.4,4.5
374,2013,7,28,50,40,12,E,4,E,7,E,7,,,,,,,,CU,4,1400,AC,2,,,CU,1,1300,,,,,17.2,3.4,7.2,16.3,11.5,3.4,8.2,6.4,0,0,0,1.1,3.3,4.7
374,2013,7,29,50,50,8,E,7,SE,7,E,9,,,,,,,,,,,,,,,,,,,,,,19,5.4,5.8,18.6,11.8,3.5,8,6.2,0,0,0,1.4,3.9,5.2
374,2013,7,30,48,45,4,E,4,E,7,E,7,,,,,,CI,4,,,,,,CI,1,,,,,,,,19.4,2.9,6.4,18.6,12.5,2,8.6,7.2,0,0,0,1.3,3.6,4.3
374,2013,7,31,45,42,10,E,4,E,7,E,4,,,,,,CI,2,CU,1,1500,,,CI,1,CU,3,1300,AC,2,CI,1,20.2,3.9,,18.8,13.2,4,8.8,7.8,0,0,0,0.7,3.2,3.2
374,2013,8,1,38,40,2,E,2,W,4,E,2,SC,8,1000,,,,,CU,7,1200,AC,1,,,CU,6,1200,AC,2,,,18,6.7,8,16.3,12,6.2,9.8,8.8,0,0,0,0.8,2.1,2.5
374,2013,8,2,40,39,8,E,2,E,7,E,4,CU,5,1200,AC,2,,,CU,6,1300,AC,2,,,CU,3,1300,AC,3,CI,2,17.9,4.8,7.8,16.7,12.6,5.8,10,8.6,0,0,0,0.4,2.3,3.1
374,2013,8,3,38,40,6,E,4,E,4,E,4,CU,4,1200,AC,1,CI,1,CU,5,1400,AC,1,CI,2,CU,1,1200,,,CI,2,17.8,8.3,8.4,16.5,11,6.6,9.5,7.8,0.2,0,0.2,0.8,2,2.7
374,2013,8,4,50,42,10,E,2,E,7,E,7,,,,,,,,CU,1,1500,AC,1,,,CU,1,1300,,,,,20.1,7,7.1,19,13.4,5.3,10.2,8.2,0,0,0,0.7,2.9,3.8
374,2013,8,5,36,40,15,E,7,E,4,E,7,SC,7,1000,AC,1,,,CU,3,1400,AC,1,,,,,,,,,,18.4,7.5,9.6,17.8,12.7,6.7,9.3,7.6,0,0,0,0.9,2.7,3.6
374,2013,8,6,40,38,12,E,1,SE,7,E,7,CU,1,1400,AC,3,,,CU,7,1200,AC,1,,,,,,AC,1,CI,1,18.2,3.9,4.2,17.2,12.2,3.2,9.4,8,0,0,0,0.9,2.9,3.6
374,2013,8,7,39,40,6,E,2,E,4,W,7,CU,2,1400,AC,2,,,CU,4,1400,AC,2,,,,,,AC,1,,,20.8,4.1,7.6,18,12.6,5.7,9.8,7.6,0,0,0,0.7,2.9,3.5
374,2013,8,8,45,44,4,E,1,NW,4,W,4,,,,,,CI,2,CU,1,1400,AC,1,CI,1,CU,3,1200,AC,1,,,21,2.8,3.2,18.8,13.7,2.8,10.6,8.3,0,0,0,0.6,2.7,3.3
374,2013,8,9,48,42,4,E,1,NW,4,E,4,,,,,,CI,3,CU,2,1400,,,CI,1,,,,,,CI,2,21.4,3.4,3.8,20.2,10.4,3.2,11.6,8.1,0.2,0,0.2,0.6,2.3,2.9
374,2013,8,10,45,38,1,E,2,W,4,W,7,,,,AC,1,CI,4,CU,6,1300,AC,1,CI,1,ST,8,300,,,,,18.8,5.9,6.3,17.4,10.9,5.4,10.8,9,2,0,1.2,0.6,2.2,2.4
374,2013,8,11,15,36,1,E,2,W,4,W,7,ST,8,500,,,,,CU,5,1400,AC,2,,,SC,8,700,,,,,18.3,8.2,8.6,16.6,11.9,8,11.7,9.2,0.3,0.8,0.3,0.2,1.3,1.6
374,2013,8,12,40,38,6,E,2,E,7,E,9,CU,1,1400,,,CI,1,CU,1,1500,AC,1,,,ST,8,300,,,,,19.8,4,4.8,19,12.8,4.8,12,9.1,0.9,0,0,0.3,2.1,2.5
374,2013,8,13,38,39,8,E,2,E,4,E,4,CU,6,1300,AC,1,,,CU,4,1400,AC,1,,,CU,1,1400,AC,1,,,20.2,5.8,7.9,18.6,13.3,7.2,10.4,8.4,0,0.9,0,0.4,2.9,4
374,2013,8,14,38,40,15,E,4,E,4,E,4,CU,5,1200,AC,2,,,CU,5,1300,AC,1,,,CU,1,1300,AC,1,,,18.9,7.5,9.2,18.3,13.2,6.1,10.4,9.2,0,0,0,1.1,2.8,3.8
374,2013,8,15,36,38,8,E,4,E,7,E,9,SC,5,1000,AC,1,CI,2,SC,8,1000,,,,,,,,AS,5,CI,3,17.4,8.8,9.4,16,12.3,7.2,9.8,8.9,0,0,0,1,2,2.5
374,2013,8,16,42,40,5,E,4,W,4,W,7,CU,2,1400,AC,3,CI,2,CU,4,1400,AC,2,,,SC,7,900,AC,1,,,21.2,5,7.2,19.2,14.4,6.4,12.2,9.6,0,0,0,0.5,2.4,3.4
374,2013,8,17,35,43,15,W,2,E,4,E,9,SC,8,1100,,,,,CU,4,1400,AC,1,CI,1,,,,,,CI,1,19.2,8.2,8.9,18,12.4,7.1,9.2,7.4,0,0,0,1,3,3.8
374,2013,8,18,40,38,10,E,1,W,7,W,7,CU,2,1300,AC,1,CI,2,CU,3,1500,AC,1,,,SC,5,1000,AC,1,,,20,3,4.4,17.8,13,3.7,10.2,8,0,0,0,0.8,3,3.4
374,2013,8,19,50,40,8,E,1,W,4,W,7,,,,,,,,CU,4,1400,AC,1,,,SC,8,900,,,,,20.8,2.4,2.8,18.6,14,2.6,10.4,7.7,0,0,0,0.4,2.9,3.6
374,2013,8,20,50,42,15,W,1,NW,4,E,4,,,,,,,,CU,5,1400,AC,1,,,,,,AC,1,,,20.2,4,4.4,18.8,13.2,3.8,11,8.5,0,0,0,0.7,2.4,3.2
374,2013,8,21,40,38,10,E,4,E,7,E,7,CU,2,1300,AC,2,,,CU,8,1300,,,,,,,,AC,1,CI,1,17.2,6.7,7.9,17,11.6,5.6,10.1,7.9,0,0,0,0.8,2.2,2.6
374,2013,8,22,39,39,2,E,2,W,4,W,4,CU,2,1400,AC,2,CC,1,CU,3,1400,AC,1,,,SC,6,700,AC,1,,,20.5,3.9,4.2,19.7,11.3,3.6,11.8,9.4,2.9,0,2.9,0.4,2.1,2.3
374,2013,8,23,36,40,4,E,1,W,2,W,7,CU,2,1300,AC,2,CI,1,CU,5,1300,AC,2,,,CU,3,1200,AC,2,,,19,4.6,5.2,18.1,10.6,5.1,10.8,6.6,0,0,0,0.2,1.8,2.6
374,2013,8,24,40,38,1,W,2,NW,4,E,2,SC,5,1000,AC,2,CI,1,CU,6,1300,AC,2,,,ST,8,100,,,,,19.9,6.4,7.7,19.1,10.4,5.8,11.3,7.6,3.7,0,1.5,0.8,2.3,2.5
374,2013,8,25,34,37,1,E,2,W,4,E,7,SC,8,800,,,,,CU,5,1400,AC,2,,,ST,8,200,,,,,19,7.1,8.9,17.2,11.7,7.9,11.5,9.5,6.8,2.2,0,0.2,1.7,1.9
374,2013,8,26,35,28,1,E,2,E,4,E,7,SC,8,900,,,,,SC,7,700,AC,1,,,ST,8,100,,,,,17.1,8.1,8.7,14.7,11.7,7.5,11.3,10,5.9,6.8,0.4,0.2,1,1.4
374,2013,8,27,40,37,2,E,2,W,4,E,7,CU,2,1400,AC,2,,,SC,6,1000,AC,2,,,ST,7,500,AS,1,,,16.8,7.5,7.8,16.2,12.1,6.8,11.2,9.5,0,5.5,0,0.4,1.4,2.1
374,2013,8,28,38,40,8,E,4,E,7,SE,7,CU,2,1400,AC,2,CS,4,CU,2,1400,AC,1,CI,4,SC,2,1000,AC,1,,,17.7,8.6,9.1,16.2,10.8,7.1,9.9,7.1,0,0,0,0.7,2.2,3.4
374,2013,8,29,40,42,15,E,7,E,7,E,9,CU,1,1300,AC,1,,,CU,4,1400,AC,2,,,CU,1,1300,AC,1,,,17.4,7.4,7.8,15.9,11.1,4.4,8.5,6.9,0,0,0,1.2,2.9,3.7
374,2013,8,30,50,45,10,E,4,E,4,E,7,,,,,,,,,,,AC,1,,,,,,AC,1,,,19.6,4.6,6,19,12.7,4.5,9.2,6.7,0,0,0,0.8,3.1,4.3
374,2013,8,31,50,43,8,E,2,SE,4,SE,7,,,,,,,,CU,1,1500,,,,,SC,2,900,AC,1,,,20,4.7,5.4,18.6,13.6,3.2,9.6,8.2,0,0,0,1.2,3,3
374,2013,9,1,50,4,1,E,2,W,7,W,4,,,,,,,,CU,1,1500,,,,,ST,8,200,,,,,21,3.7,7,18.8,13,5.2,10.8,8.2,0,0,0,-999,3.1,3.8
374,2013,9,2,35,40,3,E,2,W,4,W,7,SC,8,1000,,,,,CU,5,1400,AC,1,,,SC,6,900,AC,2,,,19.9,4.3,5.6,19.2,13.8,5.2,10.8,8.8,0,0,0,0.7,2.7,3.5
374,2013,9,3,38,43,2,E,2,E,4,E,7,CU,1,1300,AC,1,CS,3,CU,1,1500,AC,1,CI,1,,,,AC,1,,,20.9,5,7,19.4,13.5,6.1,9.6,6.5,0,0,0,0.8,3.4,4.3
374,2013,9,4,50,45,10,E,4,SE,7,W,2,,,,,,,,CU,1,1500,,,CI,6,CU,2,1400,AC,2,CI,1,18.8,2.4,7.7,17.7,13.6,3.7,8.8,7.8,0,0,0,0.9,3.3,4.2
374,2013,9,5,42,44,6,E,4,E,4,E,4,CU,1,1400,AS,2,CI,5,,,,AS,2,CI,4,CU,2,1300,,,CI,4,20.6,4.1,6.6,19.6,14.2,4.2,9.4,8.9,0,0,0,0.9,3.3,3.7
374,2013,9,6,50,40,10,E,2,E,4,E,4,,,,,,,,CU,2,1400,AC,3,,,,,,,,,,20.8,3.8,5.2,19.8,13.8,5,10.7,8.6,0,0,0,0.4,2.7,3.4
374,2013,9,7,50,45,8,E,1,E,4,E,4,,,,,,,,CU,1,1500,AC,2,,,,,,,,,,20,4,7.8,19.2,14,5,9.7,8.2,0,0,0,0.7,3.6,4.5
374,2013,9,8,50,43,10,SE,4,E,9,E,7,,,,,,,,CU,3,1400,AC,1,,,,,,,,,,19.2,3.7,9.4,18.2,13.6,5.2,8.5,7,0,0,0,0.9,3.8,5.3
374,2013,9,9,50,40,6,E,4,E,9,E,9,,,,,,,,CU,7,1300,AC,1,,,,,,,,,,17.6,7.2,9,17,11.6,4.3,8.5,6.7,0,0,0,1.5,3.7,4.6
374,2013,9,10,38,42,5,E,4,E,7,E,9,CU,4,1300,AC,2,CI,1,CU,2,1400,AC,2,,,,,,AC,1,,,18.3,4.9,8.1,17.6,12.3,5.1,9.2,7.4,0,0,0,0.9,3.2,4.1
374,2013,9,11,40,39,4,E,2,E,7,W,4,CU,1,1400,AC,2,,,CU,3,1400,AC,2,,,CU,4,1300,AC,2,,,19.6,6.6,8,19,13.5,6.1,9.8,8.2,0,0,0,0.9,3,3.7
374,2013,9,12,43,40,2,E,2,W,4,W,9,,,,,,CS,2,CU,4,1400,AC,2,,,SC,8,700,,,,,20.5,5.4,6.7,17.9,13.6,5.6,10.5,8.8,0,0,0,0.7,2.7,3.4
374,2013,9,13,45,42,4,W,2,W,4,W,9,,,,,,CS,2,CU,4,1300,AC,1,,,ST,8,500,,,,,20.6,6.9,8.4,19.8,10.6,6.8,10.8,8.6,2.8,0,2.8,0.7,2.1,2.4
374,2013,9,14,39,40,3,E,2,E,4,E,4,CU,1,1300,AC,1,CI,1,CU,2,1500,AC,2,CI,2,SC,7,800,AC,1,,,21.2,6.5,7.6,20.2,11.8,7.2,12,9.6,4.8,0,4.8,0.3,2.2,2.7
374,2013,9,15,40,38,8,E,2,EE,4,E,2,,,,AC,2,CI,2,CU,5,1300,AC,2,,,CU,7,1200,AC,1,,,19.1,8.4,10.4,18.4,13.8,8,10.6,9.6,0.9,0,0,0.5,2.5,3.3
374,2013,9,16,38,37,6,E,4,E,7,E,7,CU,5,1300,AC,2,,,CU,6,1300,AC,1,,,ST,8,500,,,,,19,9.8,10.5,17,12.8,8.7,10.6,9.5,0.1,0.9,0,0.8,2.4,2.8
374,2013,9,17,48,39,9,E,1,E,4,SE,9,,,,AC,1,CI,1,CU,5,1400,AC,2,,,SC,4,900,AC,2,,,20.3,4.8,6.3,18.8,14.8,6.1,9.8,8.2,0,0.1,0,0.4,3.3,4.8
374,2013,9,18,44,40,8,E,4,E,4,W,7,CU,1,1500,AC,2,,,CU,4,1400,AC,1,,,SC,8,1000,,,,,21.1,9.8,10.9,18.9,15,7.2,10.2,9,0,0,0,1.5,3.4,4.8
374,2013,9,19,40,38,10,E,7,E,7,E,9,SC,7,1000,AS,1,,,SC,8,900,,,,,SC,5,900,AC,2,,,16.5,10,10.3,14.7,10.8,8,9.6,6.8,0.6,0,0.6,1.4,1.8,2.6
374,2013,9,20,50,43,8,E,2,E,7,E,4,,,,,,,,CU,2,1500,AC,1,,,,,,,,,,19.7,5.2,7.9,18.8,13.6,5.8,9.5,6.4,0,0,0,0.8,3.6,5
374,2013,9,21,50,45,10,W,2,E,7,E,7,,,,,,,,,,,AC,1,,,,,,,,,,21.2,3.4,7.2,20.4,14.4,4.3,9.6,7.6,0,0,0,1.4,3.7,5.4
374,2013,9,22,50,48,8,SE,4,W,4,E,4,,,,,,,,,,,,,CI,1,,,,,,,,21.8,7.8,10,19.9,15,5.4,9.6,8,0,0,0,1.7,4,5.6
374,2013,9,23,50,40,2,E,7,E,7,E,7,,,,,,,,CU,3,1400,AC,1,CI,1,SC,8,900,,,,,20.5,8.7,10.6,19.2,14.7,6,9.4,9,0,0,0,1.6,3.7,5.1
374,2013,9,24,34,39,1,E,7,SE,4,E,7,SC,7,1000,AC,1,,,CU,5,1400,AC,1,CI,1,CU,1,1400,,,,,19.6,9.8,10.5,18,13.7,7.5,10.4,8.5,0,0,0,1.4,2.9,4.1
374,2013,9,25,40,41,1,E,4,E,7,SE,4,CU,3,1300,AC,2,CI,2,CU,4,1400,AC,2,CI,1,SC,1,1200,,,,,20.7,8.9,10,20,13.9,7.5,11.2,9,0,0,0,1.2,3,4
374,2013,9,26,38,40,1,E,4,E,4,E,4,CU,6,1300,AC,1,,,CU,3,1400,AC,1,,,,,,,,,,20.8,8.5,9.3,20,14.2,6.8,10.8,9,0,0,0,1,3.3,4.1
374,2013,9,27,50,42,2,E,2,W,7,W,9,,,,,,,,CU,2,1500,AC,1,,,CU,1,1400,AC,1,,,21.8,4.2,6.8,19.7,14.2,5.2,10.7,8.1,0,0,0,0.8,3.2,3.9
374,2013,9,28,39,44,3,W,4,E,4,E,4,SC,6,1100,AC,2,,,CU,5,1400,AC,1,,,CU,1,1400,,,,,20.4,6,8.8,19.6,14.3,6.6,10,7.7,0,0,0,0.7,2.9,4
374,2013,9,29,45,46,1,E,2,W,4,W,9,,,,,,CI,6,CU,2,1400,AS,1,CI,5,SC,8,900,,,,,21.8,4,6.5,19.8,13,5.1,10,7.8,0,0,0,1.1,3.4,4.2
374,2013,9,30,36,38,1,E,2,W,4,E,2,CU,6,1300,AC,1,CI,1,CU,6,1300,AC,1,,,ST,8,200,,,,,19.6,8.2,9.6,17.5,11.9,6.9,10.5,7.8,0,0,0,0.8,2.3,2.8
374,2013,10,1,35,38,1,W,2,W,4,E,4,SC,6,1000,AC,2,,,CU,6,1300,AC,2,,,ST,8,100,,,,,20.7,5.1,7.9,19.4,13,6.2,11.6,10.2,1.3,0,0,0.5,2.4,3.1
374,2013,10,2,38,40,4,W,2,E,7,W,7,SC,8,1000,,,,,CU,5,1400,AC,1,CI,1,SC,7,700,AC,1,,,20.6,9.1,9.4,19.1,11.8,8,11.9,9.7,7.3,1.3,7.3,0.7,1.7,1.9
374,2013,10,3,30,40,1,E,4,E,4,W,2,CU,3,1300,AC,1,CI,3,CU,6,1300,AC,1,CI,1,ST,8,200,,,,,20.2,6.8,8.8,20,12.4,7.8,12.6,10,2.6,0,2.2,0.2,1.8,2.2
374,2013,10,4,34,38,2,E,2,E,4,E,7,CU,2,1400,AC,3,CI,2,CU,7,1300,AC,1,,,SC,6,800,,,,,18,9.9,11.5,16.3,13.1,9.6,11,9.6,0.8,0.4,0.2,0.4,1.8,2.5
374,2013,10,5,36,37,1,E,4,E,4,W,7,CU,3,1300,AC,2,CI,1,CU,5,1300,AC,2,,,SC,8,700,,,,,16.6,9.6,10.4,15,13.2,8.8,10.4,9.6,4.1,0.6,0.4,0.7,1.5,2
374,2013,10,6,28,35,4,SE,4,SE,7,E,7,ST,8,500,,,,,CU,6,1300,AC,2,,,CU,1,1300,,,CI,2,17.7,8.4,8.6,17.3,2.6,7,10.8,9,0.4,3.7,0.4,0.5,1.8,2.5
374,2013,10,7,45,42,8,E,2,E,4,E,4,,,,AC,1,,,CU,3,1400,AC,1,,,CU,1,1200,,,,,21.6,7.4,9.8,20,12.8,7.6,11.5,8.8,0.3,0,0.3,0.7,2.2,2.9
374,2013,10,8,36,38,6,E,4,E,7,E,4,CU,2,1300,AC,2,,,CU,6,1300,AC,2,,,,,,AC,1,CI,1,19.2,6.6,9.5,17.8,13.6,7.4,10.9,8.6,0,0,0,0.7,2.4,3.5
374,2013,10,9,43,40,4,SE,2,E,4,W,4,CU,1,1400,,,,,CU,7,1300,AC,1,,,CU,3,1200,AC,1,,,20.4,6.1,8.2,18.8,14,6.7,10,8.6,0,0,0,1.1,3,4
374,2013,10,10,38,39,8,E,4,E,7,W,4,SC,7,800,AC,1,,,CU,4,1400,AC,2,,,CU,5,1300,AC,1,,,20.8,9.2,10.6,20.4,13.3,8.6,11.6,8.8,0,0,0,1,2.5,3.2
374,2013,10,11,37,41,6,E,4,SE,7,W,7,CU,4,1300,AC,2,CI,1,CU,6,1300,AC,1,CI,1,SC,8,900,,,,,18.6,9.1,9.8,17.7,13.5,8.4,11,8.2,0,0,0,0.7,2,2.6
374,2013,10,12,44,38,8,E,1,E,7,W,7,,,,AC,1,CI,2,CU,4,1400,AC,1,CI,3,SC,7,800,AC,1,,,20.6,6.6,8.4,20.5,12.2,7.9,11.8,9,2.5,0,0,0.6,2.2,2.5
374,2013,10,13,37,35,1,W,4,E,4,W,4,SC,8,800,,,,,SC,8,1100,,,,,ST,8,100,,,,,17.3,9.6,10.2,15.8,10.7,8.7,10.2,9.3,8.4,2.5,4.4,0.3,1,1.2
374,2013,10,14,15,32,2,W,2,E,7,W,2,ST,8,500,,,,,SC,8,1000,,,,,ST,8,200,,,,,18,9.3,9.8,15.9,10.9,9,11.2,10,15.5,4,1.6,0.2,1.2,1.4
374,2013,10,15,38,36,4,W,2,W,4,E,2,SC,5,1000,AS,3,,,SC,7,1100,AC,1,,,ST,8,300,,,,,15.7,7.7,8.5,13.1,9,7.7,10.7,8.2,4.4,13.9,2.9,0.2,0.6,0.7
374,2013,10,16,10,37,1,E,2,E,4,E,4,ST,8,500,,,,,CU,5,1300,,,CI,,ST,8,100,,,,,19,8.4,8.7,18.4,9.4,8.1,13,8.8,23,1.5,8.6,0.1,1.1,1.2
374,2013,10,17,20,35,8,W,2,W,4,E,2,SC,7,700,AC,1,,,SC,8,1000,,,,,SC,7,700,AC,1,,,17.7,7.4,8.1,14.6,11.2,7.7,11.8,10.2,3,14.4,2.7,0.1,1,1.2
374,2013,10,18,15,38,6,E,4,E,7,W,7,SC,7,1000,AC,1,,,CU,4,1400,AC,1,,,SC,6,1000,AC,2,,,20.7,8.1,9.7,19.4,13.4,9.3,12.6,10,0,0.3,0,0.2,1.9,2.4
374,2013,10,19,30,40,5,E,2,SE,4,W,9,CU,3,1300,AC,1,,,CU,4,1400,AC,1,,,SC,5,1100,AC,3,,,20.9,8.9,11.6,20.4,13.2,9.6,12.1,9.9,0,0,0,0.5,2.7,3.2
374,2013,10,20,38,42,2,E,2,E,7,W,9,CU,4,1400,AC,2,,,CU,5,1400,AC,2,,,SC,3,900,AC,2,,,19.9,9.4,11,17.8,8.9,9.2,12,7.6,3.5,0,3.5,0.5,1.7,1.8
374,2013,10,21,50,39,1,W,1,E,4,W,9,,,,,,,,CU,7,1300,AC,1,,,ST,8,200,,,,,19,4.5,7,18.4,11.5,7,11.7,8.7,5.4,0,0.5,0.1,1.7,1.9
