,x,y,2000-01-01,2000-02-01,2000-03-01,2000-04-01,2000-05-01,2000-06-01,2000-07-01,2000-08-01,2000-09-01,2000-10-01,2000-11-01,2000-12-01,2001-01-01,2001-02-01,2001-03-01,2001-04-01,2001-05-01,2001-06-01,2001-07-01,2001-08-01,2001-09-01,2001-10-01,2001-11-01,2001-12-01,2002-01-01,2002-02-01,2002-03-01,2002-04-01,2002-05-01,2002-06-01,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2002-11-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01
1,280.25,-5,94.3292541503906,235.969879150391,382.625274658203,310.657440185547,37.1560668945312,6.08441162109375,1.23159849643707,0.441799402236938,20.5083255767822,12.8080940246582,38.637035369873,96.6256637573242,232.853576660156,318.555847167969,409.211395263672,250.081817626953,168.501129150391,11.0116682052612,1.64175748825073,1.75839567184448,1.52742874622345,6.44828128814697,101.966491699219,201.830810546875,220.637145996094,295.933410644531,277.996795654297,311.606872558594,130.414672851562,7.63191318511963,2.61135149002075,1.64898753166199,1.98145186901093,85.6523513793945,94.3767547607422,146.956130981445,200.737106323242,268.923065185547,361.961639404297,380.136108398438,193.670516967773,19.0461463928223,1.16492569446564,2.97451591491699,14.8478984832764,48.1634063720703,28.9452362060547,98.9838714599609,117.341552734375,200.179351806641,384.469635009766,251.952056884766,42.1087303161621,7.97872400283813,2.58175683021545,1.57482469081879,11.2603750228882,51.0882873535156,14.1799898147583,42.9374771118164,165.755462646484,240.478622436523,362.802795410156,319.492279052734,86.0665664672852,6.46734428405762,0.213984310626984,3.19179272651672,14.4768390655518,123.865615844727,68.2018966674805,128.922073364258,152.632690429688,374.955505371094,365.190246582031,272.591156005859,91.8224029541016,6.28512239456177,3.64605808258057,4.25344800949097,9.13827037811279,46.7415618896484,16.400993347168,63.2275466918945,224.94401550293,245.000457763672,370.533386230469,291.243865966797,194.949172973633,22.8775863647461,3.53427815437317,1.83666241168976,21.0967254638672,15.7767057418823,45.6518402099609,99.7395629882812,201.492980957031,302.984436035156,369.636047363281,185.542404174805,128.529983520508,5.63355875015259,3.37328577041626,1.95812690258026,4.96280860900879,30.6702823638916,146.380935668945,133.844390869141,274.371948242188,138.42431640625,461.216064453125,220.849517822266,129.053176879883,2.37740206718445,0.914653539657593,3.14590191841125,1.75195074081421,33.1411323547363,153.85661315918,302.914978027344,289.146881103516,264.251831054688,230.879776000977,313.058624267578,50.1731452941895,21.1948871612549,3.49035358428955,1.69375801086426,10.4262371063232,19.4007568359375,21.7550354003906,108.620399475098
2,280.5,-5,119.274192810059,234.922485351562,358.182342529297,296.524597167969,50.8816528320312,23.2926959991455,14.1579256057739,6.34511804580688,70.9995651245117,58.5775337219238,67.2563171386719,138.596817016602,249.605422973633,309.838043212891,378.611968994141,232.766174316406,161.254852294922,32.0448913574219,12.7838382720947,18.65549659729,36.3709678649902,42.8515205383301,147.995880126953,231.412475585938,226.130935668945,292.217864990234,266.028839111328,289.157470703125,135.630569458008,19.0765151977539,14.3823671340942,18.299919128418,41.1389389038086,132.428207397461,142.577453613281,173.127197265625,204.08903503418,264.780090332031,355.065826416016,359.997009277344,190.055160522461,41.4981117248535,7.34829473495483,18.2034759521484,47.5162773132324,92.4735717773438,61.6747169494629,138.310791015625,156.733123779297,204.172622680664,361.542602539062,263.800903320312,57.7090835571289,25.0034770965576,17.6139278411865,17.225793838501,76.7998809814453,103.877197265625,34.2171592712402,68.8113861083984,178.99006652832,243.887664794922,365.959808349609,299.48779296875,87.9802474975586,24.9486923217773,4.82778835296631,31.3161945343018,63.6334495544434,177.665756225586,88.3706970214844,149.81884765625,166.171249389648,356.735107421875,358.164978027344,276.130401611328,104.325836181641,15.5940790176392,24.1141262054443,26.1039085388184,77.0466995239258,105.995315551758,32.7587089538574,87.4909973144531,225.290878295898,222.578704833984,387.382446289062,279.344665527344,193.659301757812,40.0330963134766,18.6035346984863,12.5848875045776,62.9231872558594,57.202808380127,73.3955459594727,123.50121307373,217.732421875,307.402191162109,351.250640869141,170.575271606445,137.625854492188,19.0345268249512,20.4328098297119,20.3552360534668,47.2331314086914,90.2541885375977,169.420852661133,152.327026367188,275.397216796875,153.421890258789,445.658172607422,206.553375244141,132.262908935547,6.9636116027832,5.52845621109009,26.4094085693359,22.5898838043213,80.6477127075195,183.733093261719,315.909973144531,305.864227294922,251.891265869141,234.19367980957,322.028289794922,71.9916152954102,56.5518989562988,11.565954208374,11.7688055038452,56.0655288696289,64.9964752197266,41.6047897338867,150.661514282227
3,280.75,-5,146.570678710938,223.808441162109,330.804626464844,281.132354736328,67.9534606933594,45.7077369689941,31.2856349945068,14.1746120452881,136.419372558594,118.469566345215,102.214332580566,186.379028320312,258.218444824219,289.460357666016,336.320068359375,219.295379638672,152.78987121582,59.1456336975098,27.512565612793,41.037727355957,82.7016372680664,90.8434600830078,201.049514770508,256.641265869141,219.331451416016,284.391723632812,248.39241027832,264.410247802734,140.1640625,33.6340217590332,29.8394145965576,40.3579177856445,93.1844329833984,188.407516479492,198.734725952148,199.571197509766,203.549865722656,252.064712524414,342.579345703125,330.164794921875,178.211441040039,69.9244155883789,15.4842128753662,38.2409324645996,90.0732269287109,147.326202392578,102.658760070801,181.642944335938,198.752624511719,204.396087646484,328.259643554688,264.113494873047,74.8977966308594,46.9831504821777,37.4185562133789,37.9491004943848,163.141006469727,170.766540527344,59.6368522644043,99.508903503418,185.973037719727,237.620010375977,358.724273681641,277.905670166016,92.165657043457,49.0824317932129,10.959303855896,68.5220947265625,127.810317993164,239.687194824219,109.36336517334,167.134353637695,174.881530761719,319.676910400391,338.378509521484,264.053192138672,113.831428527832,27.4533100128174,51.0683250427246,54.8450012207031,166.790512084961,180.78434753418,53.3099632263184,115.137718200684,217.806121826172,196.775085449219,394.669189453125,259.654541015625,181.061767578125,60.8677864074707,38.3706398010254,26.7591247558594,116.902137756348,111.356025695801,108.60262298584,148.987335205078,226.944137573242,298.833557128906,330.034423828125,158.489151000977,143.126678466797,36.4570693969727,42.8791122436523,44.7129936218262,103.192749023438,167.056182861328,189.619171142578,167.15348815918,262.758209228516,163.004684448242,423.494323730469,189.529510498047,130.620071411133,12.9058628082275,11.5997066497803,57.1765251159668,50.2355804443359,142.856491088867,213.407165527344,314.75390625,310.317565917969,232.945114135742,235.921157836914,319.108551025391,98.6878356933594,101.841796875,22.0080966949463,25.0443878173828,115.964988708496,124.017784118652,66.1495666503906,198.622406005859
4,281,-5,173.867172241211,212.694412231445,303.426910400391,265.740142822266,85.025276184082,68.1227798461914,48.4133453369141,22.0041046142578,201.83918762207,178.361602783203,137.172348022461,234.161254882812,266.831451416016,269.082672119141,294.028167724609,205.824600219727,144.324890136719,86.2463760375977,42.2412910461426,63.4199600219727,129.032318115234,138.835403442383,254.103134155273,281.870056152344,212.531982421875,276.565582275391,230.755966186523,239.663024902344,144.697555541992,48.1915321350098,45.2964630126953,62.4159126281738,145.229919433594,244.386825561523,254.891998291016,226.015213012695,203.010711669922,239.349349975586,330.092834472656,300.332580566406,166.367721557617,98.3507232666016,23.6201305389404,58.278392791748,132.630172729492,202.178848266602,143.642807006836,224.975082397461,240.772125244141,204.619552612305,294.976654052734,264.426055908203,92.0865097045898,68.9628219604492,57.2231826782227,58.6724090576172,249.482147216797,237.655868530273,85.0565414428711,130.206420898438,192.956024169922,231.352355957031,351.488708496094,256.323547363281,96.3510589599609,73.2161712646484,17.0908203125,105.727989196777,191.987182617188,301.708618164062,130.356033325195,184.449859619141,183.591796875,282.618713378906,318.592041015625,251.976013183594,123.337020874023,39.3125419616699,78.0225296020508,83.5860900878906,256.534332275391,255.573364257812,73.8612213134766,142.784439086914,210.321365356445,170.971450805664,401.955963134766,239.964401245117,168.464218139648,81.7024765014648,58.1377487182617,40.9333610534668,170.881088256836,165.509231567383,143.809707641602,174.473449707031,236.155868530273,290.264892578125,308.818206787109,146.403030395508,148.627502441406,53.8796119689941,65.3254165649414,69.0707550048828,159.152374267578,243.858169555664,209.817489624023,181.979949951172,250.119201660156,172.587478637695,401.330444335938,172.505630493164,128.977233886719,18.8481140136719,17.670955657959,87.9436416625977,77.8812789916992,205.065277099609,243.081237792969,313.597869873047,314.770904541016,213.998962402344,237.648635864258,316.188842773438,125.384063720703,147.131698608398,32.4502410888672,38.3199691772461,175.864456176758,183.039093017578,90.6943435668945,246.583297729492
5,281.25,-5,201.163665771484,201.580383300781,276.049194335938,250.347946166992,102.09708404541,90.5378189086914,65.5410537719727,29.8335990905762,267.259002685547,238.253631591797,172.13037109375,281.943450927734,275.444458007812,248.704971313477,251.736282348633,192.353805541992,135.859909057617,113.347114562988,56.9700202941895,85.8021926879883,175.362991333008,186.827346801758,307.156768798828,307.098846435547,205.732498168945,268.739410400391,213.119522094727,214.915802001953,149.231048583984,62.7490425109863,60.7535095214844,84.4739074707031,197.275405883789,300.366119384766,311.049255371094,252.459213256836,202.471542358398,226.633972167969,317.606323242188,270.500366210938,154.524002075195,126.777030944824,31.7560482025146,78.3158493041992,175.187118530273,257.031494140625,184.626846313477,268.307250976562,282.791625976562,204.843017578125,261.693695068359,264.738616943359,109.27522277832,90.9424896240234,77.0278091430664,79.3957214355469,335.823272705078,304.545196533203,110.476234436035,160.903945922852,199.939010620117,225.084716796875,344.253173828125,234.741409301758,100.536460876465,97.3499069213867,23.2223358154297,142.933883666992,256.1640625,363.730041503906,151.348709106445,201.765365600586,192.302062988281,245.560516357422,298.805572509766,239.898834228516,132.842620849609,51.1717720031738,104.97673034668,112.327178955078,346.278137207031,330.362396240234,94.4124755859375,170.43115234375,202.836608886719,145.167831420898,409.242736816406,220.274276733398,155.866683959961,102.537170410156,77.9048538208008,55.1075973510742,224.860046386719,219.662460327148,179.016784667969,199.959564208984,245.367599487305,281.696258544922,287.601989746094,134.316925048828,154.128311157227,71.3021545410156,87.7717132568359,93.4285125732422,215.11198425293,320.66015625,230.015808105469,196.806411743164,237.480194091797,182.170288085938,379.166564941406,155.48176574707,127.33438873291,24.7903652191162,23.7422065734863,118.710762023926,105.526977539062,267.274047851562,272.755310058594,312.441802978516,319.224243164062,195.052810668945,239.376113891602,313.269104003906,152.080291748047,192.421585083008,42.8923835754395,51.5955543518066,235.763916015625,242.060409545898,115.239120483398,294.544189453125
6,281.5,-5,203.934661865234,185.26399230957,270.503723144531,245.505767822266,89.1632308959961,75.8490219116211,55.7952461242676,22.9154567718506,238.850570678711,229.819931030273,176.208969116211,272.066070556641,264.507476806641,253.580703735352,250.658157348633,192.044067382812,136.410736083984,106.010673522949,45.9329605102539,66.3134078979492,135.768737792969,176.06379699707,310.971069335938,310.33544921875,190.492813110352,264.580108642578,212.785247802734,210.054443359375,148.91943359375,58.1420288085938,51.5239562988281,68.7322540283203,176.251876831055,303.664489746094,309.155731201172,240.040924072266,190.775650024414,212.902587890625,308.914581298828,269.718200683594,148.286651611328,116.549110412598,26.0133495330811,64.9669418334961,167.772689819336,236.096862792969,186.49870300293,256.725616455078,261.516510009766,197.705200195312,250.850814819336,253.396636962891,100.263717651367,76.9419250488281,62.1320648193359,62.1060752868652,303.296325683594,288.708099365234,102.627853393555,149.684310913086,186.006973266602,216.057006835938,325.414581298828,243.876617431641,90.6153182983398,84.9325485229492,19.5137767791748,123.809219360352,233.363952636719,361.204681396484,160.331253051758,192.099624633789,186.022308349609,232.040435791016,293.783416748047,228.547485351562,122.619079589844,43.1580200195312,86.7809066772461,97.3587875366211,313.598297119141,321.938293457031,101.47509765625,171.065856933594,193.335433959961,137.71403503418,399.203033447266,218.100524902344,141.795166015625,94.4218902587891,72.654670715332,46.2283134460449,206.683563232422,225.526657104492,172.402221679688,202.860198974609,240.591156005859,275.025115966797,273.089385986328,127.385864257812,145.402130126953,59.3780136108398,76.2288360595703,85.5298461914062,173.400527954102,299.838104248047,227.125778198242,183.12939453125,236.043884277344,182.18766784668,362.819213867188,152.191802978516,121.586494445801,21.0026569366455,19.4901943206787,96.1041030883789,78.057975769043,246.022491455078,278.805938720703,304.278839111328,300.023681640625,199.05598449707,232.843521118164,293.80908203125,133.156402587891,171.023696899414,35.3567390441895,48.9555435180664,220.348266601562,219.053207397461,124.897048950195,291.871002197266
7,281.75,-5,206.705657958984,168.947601318359,264.958221435547,240.663604736328,76.229377746582,61.1602210998535,46.0494384765625,15.9973134994507,210.442153930664,221.38623046875,180.287582397461,262.188690185547,253.570465087891,258.456451416016,249.580032348633,191.734329223633,136.961578369141,98.6742324829102,34.8959045410156,46.8246231079102,96.1744766235352,165.300247192383,314.785400390625,313.572052001953,175.253128051758,260.420806884766,212.450958251953,205.193084716797,148.607818603516,53.5350189208984,42.2944030761719,52.9906044006348,155.228332519531,306.962829589844,307.262176513672,227.622634887695,179.07975769043,199.171188354492,300.222808837891,268.936065673828,142.049301147461,106.321189880371,20.2706489562988,51.6180305480957,160.358261108398,215.162231445312,188.370559692383,245.143966674805,240.241394042969,190.567398071289,240.007934570312,242.054641723633,91.2522201538086,62.9413642883301,47.2363204956055,44.8164329528809,270.769378662109,272.870971679688,94.7794723510742,138.46467590332,172.074935913086,207.029312133789,306.575988769531,253.011810302734,80.6941833496094,72.5151901245117,15.8052177429199,104.684555053711,210.563842773438,358.679321289062,169.313781738281,182.433898925781,179.742553710938,218.520370483398,288.761291503906,217.196136474609,112.395538330078,35.1442680358887,68.585075378418,82.3903884887695,280.918426513672,313.514221191406,108.537719726562,171.700561523438,183.834274291992,130.260223388672,389.163360595703,215.926788330078,127.723648071289,86.3066177368164,67.4044952392578,37.3490295410156,188.507064819336,231.390853881836,165.787643432617,205.760833740234,235.814727783203,268.35400390625,258.576782226562,120.454811096191,136.675933837891,47.4538688659668,64.6859512329102,77.6311721801758,131.689071655273,279.016021728516,224.235763549805,169.452392578125,234.60758972168,182.205062866211,346.471862792969,148.901840209961,115.838592529297,17.2149467468262,15.2381811141968,73.497444152832,50.5889701843262,224.770919799805,284.856536865234,296.115844726562,280.823120117188,203.059158325195,226.310928344727,274.349029541016,114.23250579834,149.62580871582,27.8210964202881,46.3155288696289,204.932601928711,196.046005249023,134.554977416992,289.197814941406
8,282,-5,209.476669311523,152.631225585938,259.412750244141,235.821441650391,63.2955207824707,46.4714241027832,36.3036308288574,9.0791711807251,182.033737182617,212.952529907227,184.366195678711,252.311325073242,242.63346862793,263.332183837891,248.501907348633,191.424575805664,137.512405395508,91.3377914428711,23.8588485717773,27.3358402252197,56.5802268981934,154.536697387695,318.599700927734,316.808654785156,160.013442993164,256.261505126953,212.116668701172,200.331726074219,148.296188354492,48.9280052185059,33.0648536682129,37.248950958252,134.204788208008,310.261169433594,305.368621826172,215.204345703125,167.383865356445,185.439804077148,291.531036376953,268.153900146484,135.811935424805,96.09326171875,14.5279483795166,38.2691192626953,152.943832397461,194.227600097656,190.242416381836,233.56233215332,218.966278076172,183.429595947266,229.165054321289,230.712646484375,82.2407150268555,48.940803527832,32.340576171875,27.5267906188965,238.242446899414,257.033874511719,86.9310989379883,127.245040893555,158.14289855957,198.001602172852,287.737396240234,262.147033691406,70.7730407714844,60.0978355407715,12.0966577529907,85.5598907470703,187.763732910156,356.153961181641,178.296325683594,172.768157958984,173.462799072266,205.000289916992,283.739135742188,205.844802856445,102.171997070312,27.1305141448975,50.3892555236816,67.421989440918,248.238555908203,305.090118408203,115.600341796875,172.33528137207,174.333099365234,122.806427001953,379.123687744141,213.753036499023,113.652130126953,78.1913452148438,62.1543121337891,28.4697456359863,170.33056640625,237.25505065918,159.173080444336,208.661468505859,231.038284301758,261.682861328125,244.064178466797,113.52375793457,127.949752807617,35.529727935791,53.1430702209473,69.7325057983398,89.9776077270508,258.193939208984,221.345748901367,155.775390625,233.171279907227,182.222442626953,330.12451171875,145.611877441406,110.090698242188,13.4272384643555,10.9861688613892,50.8907852172852,23.1199684143066,203.519348144531,290.907165527344,287.952880859375,261.62255859375,207.06233215332,219.778335571289,254.88899230957,95.3086090087891,128.227920532227,20.2854518890381,43.6755180358887,189.516952514648,173.038787841797,144.212905883789,286.524597167969
9,282.25,-5,207.687271118164,141.244522094727,251.922073364258,231.273025512695,55.9466209411621,33.8816604614258,27.3336944580078,3.72502183914185,151.849227905273,193.882461547852,191.837387084961,237.838180541992,228.036895751953,256.101318359375,246.17414855957,189.205368041992,137.515258789062,81.3385238647461,14.8567504882812,12.0911674499512,25.1079750061035,138.457305908203,309.931854248047,320.100433349609,147.755035400391,250.743041992188,217.419555664062,195.749114990234,144.108779907227,43.4523963928223,24.547830581665,23.8116302490234,110.561912536621,304.134460449219,296.198699951172,200.540786743164,158.163146972656,174.657867431641,286.392913818359,268.440216064453,132.208724975586,86.1917495727539,9.99131679534912,27.0498218536377,144.665374755859,179.85676574707,194.731567382812,230.391403198242,208.659545898438,179.549423217773,218.500762939453,222.740966796875,77.5306243896484,36.5602912902832,20.1459102630615,13.8567457199097,204.15934753418,237.032318115234,85.0210113525391,122.87476348877,155.366897583008,197.313385009766,273.816650390625,267.352447509766,62.0816650390625,48.4085159301758,8.85969161987305,66.9319152832031,165.522247314453,350.919586181641,191.435134887695,167.142974853516,170.807586669922,197.811828613281,282.907012939453,198.708343505859,95.2710571289062,20.7214126586914,35.0502281188965,52.8715171813965,209.355819702148,283.101318359375,121.11580657959,174.877563476562,168.704772949219,115.963882446289,378.502990722656,218.07746887207,106.257301330566,70.1439895629883,55.3637084960938,20.7721862792969,151.097351074219,237.895919799805,155.689147949219,218.614471435547,232.919448852539,260.158233642578,232.522094726562,110.371742248535,123.178680419922,26.4058380126953,42.7822570800781,60.599422454834,55.3944702148438,233.735946655273,223.115280151367,151.820159912109,231.23616027832,189.876953125,316.456817626953,142.621810913086,104.736358642578,10.5309534072876,7.69595336914062,31.7457675933838,2.38400840759277,178.883636474609,301.835021972656,282.103485107422,252.041595458984,210.798477172852,216.942947387695,242.082626342773,81.2120895385742,110.279151916504,14.7820825576782,39.8085403442383,172.932220458984,150.023147583008,146.429306030273,288.982818603516
10,282.5,-5,192.216705322266,144.646865844727,238.59587097168,227.605850219727,65.3525924682617,27.5890026092529,20.6913719177246,3.06285071372986,116.336456298828,142.903244018555,209.486312866211,209.577789306641,202.461578369141,212.550659179688,240.097534179688,181.257751464844,135.874176025391,63.3508071899414,11.9595232009888,9.57883453369141,18.0017280578613,106.430366516113,263.817535400391,323.557678222656,144.440521240234,241.147079467773,239.633941650391,192.002777099609,128.293975830078,35.3709907531738,18.1684055328369,17.2873020172119,79.0609817504883,269.732604980469,265.199645996094,179.141372680664,156.367935180664,172.72428894043,291.915649414062,271.931884765625,136.507919311523,77.2694473266602,9.07289218902588,22.2193641662598,133.794860839844,185.177291870117,207.072555541992,252.452606201172,231.258010864258,185.442138671875,208.372222900391,224.880233764648,85.7247695922852,29.0399341583252,16.0544815063477,11.0454998016357,165.407760620117,204.537445068359,100.925804138184,139.05256652832,186.059036254883,221.643615722656,274.649566650391,260.7685546875,57.0795974731445,38.9033203125,7.03750562667847,49.794017791748,144.956588745117,337.558166503906,217.042724609375,173.639450073242,179.026016235352,209.618240356445,294.644866943359,204.216567993164,98.3379287719727,19.1262588500977,28.2815990447998,39.5748023986816,151.86442565918,220.418411254883,121.989776611328,183.142593383789,174.694976806641,110.955131530762,406.139282226562,241.896484375,118.892524719238,62.3003616333008,43.9518432617188,16.6198024749756,128.693984985352,222.866775512695,161.597137451172,249.724578857422,254.773406982422,274.073028564453,229.891555786133,118.556831359863,130.272979736328,25.6827068328857,35.9676628112793,47.7630996704102,42.1963157653809,198.370132446289,238.86344909668,177.030258178711,227.804611206055,220.442794799805,310.828002929688,140.531448364258,100.562713623047,10.3089427947998,7.29112911224365,22.9856796264648,1.84718382358551,144.095428466797,327.394561767578,283.194793701172,271.319458007812,213.733535766602,225.199188232422,249.2373046875,81.5976791381836,102.677696228027,15.3755340576172,32.2606658935547,152.840270996094,126.98218536377,126.321151733398,306.835205078125
