;Mes;tx;tm;pp;etp
1;1;19.8917655;6.399009058;4.683645978;3.027156591
2;1;18.79278215;6.401214439;3.596064698;2.960371102
3;1;18.35421438;7.125093868;9.86036796;2.235631261
4;1;18.30519398;7.415638228;8.078904334;2.486999831
5;1;17.16277727;7.361895626;7.664550761;1.69351438
6;1;16.955744;7.175755722;9.574972847;1.726141983
7;1;17.76570311;8.007367141;6.309030242;1.74223285
8;1;16.34889172;7.50719872;3.099080141;1.670293091
9;1;17.3532031;7.161603846;3.372607418;1.646659162
10;1;18.08188658;7.426021913;3.117644084;1.608833577
11;1;19.61562021;6.084958281;4.953351615;1.563008846
12;1;18.8353611;5.926003234;13.52370157;1.551811867
13;1;17.38359377;6.473667681;8.110685924;1.516264736
14;1;17.92862008;7.445963936;9.191664696;1.457599953
15;1;17.02044337;7.717780585;7.311857856;2.454454611
16;1;18.83317639;5.783621689;3.258311388;1.461994947
17;1;18.57331508;6.030315807;8.521424059;1.412943234
18;1;17.12459103;6.700338409;10.22253211;1.456305349
19;1;17.7399631;6.806371787;7.06081008;1.396394046
20;1;17.74519413;7.242662765;8.279170584;1.47665607
21;1;15.63503799;7.410766116;18.09295574;1.531785043
22;1;16.42310469;6.064215714;11.53620127;1.443937999
23;1;16.9330164;6.408323556;10.85530068;1.438501111
24;1;16.85784376;6.456979821;4.569846947;1.450568895
25;1;17.45029721;6.986466667;4.584065066;1.461431476
26;1;18.0781659;7.442522973;10.20148718;2.382213018
27;1;17.36407251;7.830830783;19.20055202;1.516584861
28;1;16.27995303;7.023816956;9.224421361;1.514965898
29;1;17.02765936;6.985878642;3.928793216;1.475181359
30;1;18.31744392;6.582595465;10.37229226;1.53160446
31;1;17.5557415;6.892772406;2.676779239;1.628269441
32;2;18.51255979;6.939217131;1.770608414;1.571076053
33;2;18.77529261;7.295751966;3.912752281;1.491730132
34;2;16.63233009;7.228524478;8.42697131;1.493263005
35;2;17.77622364;7.687986444;11.57487128;1.616628994
36;2;17.76130919;7.131810876;9.663316186;1.570353372
37;2;17.00893318;7.52642643;7.580813396;2.453645424
38;2;16.31185991;7.679028719;15.84245509;1.574633393
39;2;15.92628317;7.395701426;16.05924039;1.617069506
40;2;15.77358984;6.884521832;17.02132957;1.62722577
41;2;16.73973365;6.866741286;13.73286618;1.669738931
42;2;18.207299;6.493902384;7.372674347;1.581090791
43;2;19.01046567;5.518749992;3.969064964;1.439861777
44;2;18.13655326;6.848488504;13.76965976;1.411830689
45;2;16.89278865;7.168852902;10.00998951;1.440741487
46;2;16.2979409;7.75390816;9.212603068;1.496993355
47;2;15.80336319;7.303414325;10.49969005;1.53065429
48;2;17.8014953;6.96268396;2.569431456;2.459554466
49;2;17.67326741;7.687709065;4.038366871;1.433286862
50;2;18.37249191;7.210173136;4.078677613;1.484870401
51;2;17.28152765;7.088553607;8.799044119;1.45796584
52;2;17.78119132;6.793594236;7.638615675;1.485753414
53;2;17.19347026;7.341311442;7.633563711;1.467122419
54;2;17.69942388;7.276244935;11.469327;1.43380158
55;2;17.70739346;7.011782518;11.29562386;1.437355497
56;2;16.62271435;6.716853261;14.02637339;1.397160694
57;2;17.10697824;7.060812575;12.68657318;1.439937534
58;2;17.64336204;6.748768319;4.530465576;1.429529424
59;2;18.33319047;6.095622527;2.955748825;2.401277892
60;3;18.85995895;6.309622045;5.162487725;1.468199024
61;3;19.25736602;6.484368318;7.603077077;1.475696769
62;3;19.30480447;5.561042022;10.29057063;1.547447885
63;3;17.15805119;7.761588816;11.35576984;1.536571503
64;3;18.95821913;7.100640356;7.06412787;1.566805296
65;3;17.92462558;7.733830168;4.22280029;1.490838173
66;3;17.42347519;7.4123778;5.34624539;1.508652622
67;3;17.75589761;7.93245558;14.54593566;1.553752204
68;3;17.7725454;7.498148678;4.900492803;1.578206205
69;3;17.55955235;7.500277604;6.622570977;1.575873464
70;3;17.70747148;7.616438914;7.058134716;2.377395808
71;3;16.24802819;7.174295224;5.404998469;1.589422196
72;3;18.66678703;6.290939845;2.203862;1.544535414
73;3;19.34536967;5.839238431;4.492369954;1.573737431
74;3;19.76949907;5.655508611;1.633984496;1.57267633
75;3;20.39389721;5.599828576;2.495151382;1.535760292
76;3;18.58515322;6.710333607;6.756804642;1.384876258
77;3;17.72334882;6.007923932;5.156771358;1.518407887
78;3;17.25840073;5.529332392;2.676171195;1.533668154
79;3;17.36828936;4.775000145;5.017254189;1.577826031
80;3;15.90439355;5.217360612;2.213472781;1.617974032
81;3;16.83026351;5.673476146;0.635298428;2.431665514
82;3;17.81724599;5.972822201;2.439284833;1.65668084
83;3;17.63523704;5.784635062;12.21290152;1.704138771
84;3;17.48128049;5.691658632;2.620006979;1.708770002
85;3;17.76712157;5.964226972;0.418201683;1.666953444
86;3;18.15421043;4.037162251;0.296441698;1.522882153
87;3;19.54868947;2.244927001;0.218867667;1.562080916
88;3;19.87051293;3.050685373;1.966764646;1.527568887
89;3;18.24046904;4.871550108;4.440989572;1.535671218
90;3;18.31278168;4.880993904;0.060558703;1.580395219
91;4;18.88267222;4.838147311;0.352180208;1.679985973
92;4;18.01836787;5.984339036;4.190548631;2.531651933
93;4;17.19214497;5.690344161;3.18944242;1.821958775
94;4;17.50593188;6.037049947;2.468968647;1.799650164
95;4;17.32227705;5.611887317;3.746411315;1.960468018
96;4;17.71386384;5.737607249;7.065744471;1.896695496
97;4;14.87524058;5.948512352;15.04879698;1.89168509
98;4;16.22492701;5.634577932;10.53824122;1.878805744
99;4;16.87941347;5.007022619;2.942172091;1.863822999
100;4;16.61203248;5.669528231;15.29810641;1.849990682
101;4;16.06650564;4.920017448;8.931994984;1.727412101
102;4;16.7691245;5.049912929;1.742022329;1.786977623
103;4;17.14269344;4.575343088;0.644555489;2.60960264
104;4;18.21449389;3.847623747;1.797130562;1.835720824
105;4;17.86958445;2.235151249;10.07118654;1.778679045
106;4;16.55375121;3.771431762;2.8648497;1.865178164
107;4;17.99573196;4.232748161;1.450199579;1.916793912
108;4;17.53961835;4.691677875;0.43913594;1.983248878
109;4;18.66939951;3.078684977;0.123453998;2.042192799
110;4;18.32053737;2.011904923;0.112695232;2.085678324
111;4;18.30012063;2.491415125;0.021609123;2.110218937
112;4;19.43597553;2.791754129;0.002073414;2.029519524
113;4;19.11197472;1.728155613;0.177495263;2.01506495
114;4;18.27407018;2.003030178;2.993023537;2.137455955
115;4;19.91568877;2.593564702;0.537554346;2.534194053
116;4;19.22119954;1.998429111;0.906200768;2.026801303
117;4;18.90463001;1.726835589;1.156386866;2.044496212
118;4;18.60346565;2.002373185;0.551292533;1.953966562
119;4;17.77686582;3.636448228;3.101652286;2.145872884
120;4;17.37246438;0.710329942;0.062172595;1.963194255
121;5;16.82107989;-0.858479576;0.093267672;1.981862551
122;5;18.25123273;-2.140257045;0.002823422;2.065169615
123;5;19.11958923;-1.332277092;0.002477808;2.05703612
124;5;19.09053685;-0.104694012;0.055701351;2.071229004
125;5;19.34556596;-0.353917879;0.120425038;2.047192278
126;5;18.28135486;2.414153472;0.733631581;2.55265982
127;5;18.30176614;3.318320826;0.169423586;2.035344175
128;5;17.83855959;1.426370143;1.236277168;1.991075996
129;5;18.55260466;1.210640733;2.118927651;2.035707505
130;5;17.59689355;2.303858554;4.671046056;2.165639292
131;5;18.03857683;5.118367456;1.396678735;2.213391623
132;5;18.07870373;4.89694167;1.803430448;2.285419109
133;5;18.50481443;4.240749646;1.74963363;2.313760745
134;5;18.48888911;-0.432063054;2.350597807;2.313283359
135;5;18.69327655;-0.141051547;0.219233223;2.104395819
136;5;17.9310462;-0.460870642;0.622068538;2.171793769
137;5;18.30712784;-0.336527867;0.000451958;2.521039621
138;5;18.13447568;-1.25271648;0.018280738;2.247491802
139;5;18.29677002;-1.024132577;0.247346531;2.19971361
140;5;17.75271029;0.148860536;2.018104228;2.156785582
141;5;16.60625003;4.162582341;0.324711406;2.149770882
142;5;18.34351792;0.986648089;0.362315807;2.250076591
143;5;18.33742138;-1.348130631;0.083427742;2.314586571
144;5;18.62374686;-0.916410455;0.118940027;2.15944944
145;5;18.23343169;0.244596532;0.090046077;2.198620158
146;5;18.01484547;0.552461717;0.060896208;2.311375252
147;5;17.85657185;-1.096680109;0.059469147;2.332810549
148;5;17.91840803;-0.721852197;0.196147047;2.56324775
149;5;17.99634811;-0.66484501;0.116148139;2.472969475
150;5;17.87436708;-0.106243933;0.118875182;2.441777787
151;5;18.11708884;-0.478484815;0.062127474;2.497688297
152;6;18.05622656;-1.410833735;0.153893987;2.618537602
153;6;17.74200271;-2.205773056;1.307092934;2.559233277
154;6;18.09573739;-1.251657157;7.403546732;2.770021204
155;6;17.83499293;0.666426832;0.584036424;2.810788379
156;6;18.21511717;-0.11276546;0.003871551;2.71995237
157;6;18.03611091;-3.24042987;0.005136398;2.68490621
158;6;18.27526042;-2.016821304;0.144844;2.40754256
159;6;18.07127909;-0.87928583;0.007332136;2.591880371
160;6;19.09436364;-2.535199451;0.01062025;2.472159363
161;6;18.02723959;-2.255253858;0.038743682;2.402347498
162;6;17.39803934;-0.635587389;0.375158102;2.318911562
163;6;17.93677562;-0.443652207;0.211725669;2.493959371
164;6;17.84268722;-0.899380443;0.207353065;2.574308858
165;6;17.83432912;-1.353599451;0.150420711;2.58364761
166;6;18.64783212;-1.139969585;0.112665151;2.613388569
167;6;17.86762549;-2.819956964;0.012904769;2.670600157
168;6;15.97299766;-0.850609226;0.787825108;2.694401986
169;6;14.69422757;1.337534578;0.740143666;2.872343582
170;6;16.89626069;-1.984092732;0.001745433;2.614327892
171;6;17.68401788;-3.076727686;0.003603536;2.747561234
172;6;18.27303738;-3.095036543;0.083009483;2.80077397
173;6;17.29807458;-3.786466066;0.155973514;2.759699952
174;6;16.39969381;-1.664204459;1.693452502;2.784537584
175;6;15.80914814;-2.283439862;0.033772487;2.577669683
176;6;16.91983579;-3.426868465;0.007095948;2.56056477
177;6;17.66703114;-2.270568296;0.004934198;2.71949946
178;6;18.27325517;-1.062126553;0.000281711;2.734298547
179;6;19.13761851;-0.469007254;0;2.806898687
180;6;19.29974233;-0.627123446;0.000202607;2.93573726
181;6;19.67750691;-1.313304626;0.000399131;2.684442402
182;7;18.52289645;-1.811147073;0.002960426;2.872021739
183;7;17.94325991;-1.302543372;0.165249942;2.852425424
184;7;17.99698356;0.075804379;0.376962607;2.708062329
185;7;18.19466402;-1.137823033;0.305603862;2.927657604
186;7;17.80238301;-2.10317864;0.040231509;2.797000702
187;7;18.88251963;-2.451869442;0.002122765;2.866537164
188;7;18.06215751;-2.342127063;0.003317177;2.688344786
189;7;18.31229697;-1.726110409;0.001955681;2.770841155
190;7;19.17126479;-2.454255848;0.014940533;2.82982257
191;7;18.32635172;-1.78923613;0.008520421;2.866520977
192;7;18.03246414;-1.392664307;0.006772438;2.613571537
193;7;18.26322556;-1.422129394;0.252502768;2.931456212
194;7;18.02332886;-0.847024351;0.365621987;2.92576939
195;7;18.05586619;-0.700625857;0.06164387;2.864595154
196;7;18.59863323;-0.932090024;0.000325365;2.932915545
197;7;18.25106258;-1.782465321;0.259803957;2.906425241
198;7;17.30131809;-0.581624502;3.598470483;2.995689406
199;7;16.51779334;-0.737707526;0.123281493;2.970869346
200;7;16.43805215;-1.536141727;0.067481159;2.998130937
201;7;15.36182345;-1.562237234;0.001678563;2.83753546
202;7;16.49135123;-3.353636955;0.000183107;2.73490313
203;7;17.01095354;-4.671002413;0.025031469;2.725677176
204;7;16.42897812;-2.52326086;0.00087534;2.821426802
205;7;15.74967999;-1.58128354;0.008337567;2.865738236
206;7;16.46242;-2.214931754;0.000593138;2.962161423
207;7;17.38602257;-1.955252715;0.001834048;2.703365106
208;7;17.95150672;-2.050548901;0.379719464;2.781886366
209;7;18.85063468;-0.696012975;0.311317514;2.895630586
210;7;18.85582012;-1.072350301;0.048540393;2.873193027
211;7;19.35681987;-1.001014608;0.000314678;2.962025974
212;7;19.96678495;-0.967479222;0.008038881;3.000355907
213;8;19.07211871;-1.800249575;0.003605637;3.002327011
214;8;19.2214594;-2.714839199;0.000236443;2.761815196
215;8;18.43751508;-0.70029004;0.000742607;3.046225056
216;8;18.37472782;-0.320676214;0.655101364;3.063179671
217;8;17.42949869;1.632340204;1.194329751;2.994962706
218;8;15.37016338;1.585940358;1.517242577;2.916092965
219;8;16.03480247;-0.466238076;0.440796738;3.017634837
220;8;17.13495406;-0.008824462;0.216158182;3.042735945
221;8;15.44310697;1.476079156;3.501847629;3.065973605
222;8;14.10124713;0.769225329;4.738143601;3.00141464
223;8;13.41435315;0.865311336;2.793859964;2.920409261
224;8;14.78080409;0.909326961;1.071649726;2.778144233
225;8;17.22080202;0.041511446;0.329135492;2.184805988
226;8;17.39937479;0.196570386;0.40717808;2.726762913
227;8;16.11260507;1.80020401;1.005103081;2.776005328
228;8;17.39587744;-0.440087968;0.010501724;2.878666678
229;8;16.88750912;-1.996938532;0.730243349;2.9095857
230;8;16.47733707;-0.101039715;1.022526744;2.921346678
231;8;15.90123657;2.035072614;0.721766193;2.860478647
232;8;17.616185;0.983871514;0.172767536;2.83357733
233;8;17.97268289;-2.037233162;0.00067956;2.864872408
234;8;18.33784375;-1.974861729;0.174840947;3.051952134
235;8;18.26694467;-2.111350251;0.004123143;2.934897756
236;8;19.03682294;-1.606522516;0.003512925;2.90715091
237;8;18.87165606;-0.389655349;0.000584878;2.621647571
238;8;18.79042243;-0.109348115;0;3.000470259
239;8;19.59760561;0.803520449;0.576982288;2.979013912
240;8;19.13788294;2.765833251;1.57011262;2.828308547
241;8;18.2153673;2.389280911;7.716836088;2.875005204
242;8;15.56237494;3.928402384;18.60836539;2.871021997
243;8;16.40734781;2.471054102;0.824693379;2.916294405
244;9;17.37760876;1.098748463;0.10007138;2.800692642
245;9;17.22800475;1.150550213;0.109726118;2.972832054
246;9;15.66709621;1.318462049;1.397340513;3.090435136
247;9;14.75584732;2.380389261;1.197514016;2.877817056
248;9;15.73006434;-0.869083696;0.129206013;2.419008752
249;9;17.21031057;-1.364460948;0.038256465;2.754394393
250;9;16.43752864;-0.408990508;0.037655064;3.041124912
251;9;18.92869762;-0.012990811;0.225360126;2.831263631
252;9;18.21370298;1.798336737;1.124016913;2.870354932
253;9;16.68738943;2.558805148;1.066705299;2.773321913
254;9;18.29111655;3.13907211;0.607640227;2.755478309
255;9;18.97977424;0.480188179;0.392070732;2.82732703
256;9;17.66510686;0.970488856;4.801770206;2.880732364
257;9;17.05989697;-0.948313511;1.788449429;2.857641162
258;9;17.78377821;-0.339676829;0.125787973;2.998659286
259;9;18.60137557;-0.875799077;0.001356806;2.539014127
260;9;18.92114708;0.280669733;0.006430367;2.917090692
261;9;19.668961;2.222278224;0.892162522;2.841204082
262;9;18.94938289;3.070782557;0.876379952;2.942408348
263;9;18.99784764;2.842921495;3.099759441;2.980425089
264;9;17.89557748;3.363799874;7.889648008;2.98100578
265;9;15.86276469;3.643650136;2.617377694;2.918066888
266;9;16.54959878;2.379954958;3.151065256;2.987235365
267;9;16.85413824;2.993604022;1.654740537;3.046423608
268;9;18.74167235;0.928136188;0.226256273;2.957056191
269;9;17.08153411;1.590753704;3.111462912;3.007230577
270;9;18.12034526;2.248451886;2.361229952;2.677719559
271;9;17.20160582;0.856376782;1.434838189;2.971612109
272;9;17.72686459;0.966215014;2.044661429;3.096187423
273;9;16.84383863;2.560615938;2.900342412;3.138313164
274;10;17.21317247;1.518025213;0.196803444;3.04591696
275;10;18.39719832;0.53497836;0.084629794;2.861458698
276;10;19.29731374;1.008195997;0.970150539;2.894530778
277;10;19.34506683;2.625451107;0.765408088;2.834777873
278;10;18.27041582;3.099640963;3.113041385;2.635731805
279;10;18.1875575;3.57868759;1.438858391;2.827658854
280;10;18.56499506;3.216639723;5.030047045;2.907440881
281;10;17.83493669;4.518845631;8.359177478;2.651518909
282;10;18.27443072;5.592263726;0.776216853;2.869644402
283;10;19.70336349;4.680220459;1.254147242;2.955105396
284;10;19.31394858;4.119742266;0.807121188;2.875236806
285;10;21.72829476;3.253143293;1.299188927;2.931278287
286;10;20.99827289;3.717537817;3.113684705;2.959168244
287;10;19.59612905;4.017458412;0.838597277;3.003826886
288;10;20.55304411;1.330453972;0.055383608;2.965725124
289;10;20.73833668;4.672294471;4.166908351;2.864203964
290;10;18.20734965;5.525524983;4.087749849;2.920526152
291;10;20.04965236;4.804626217;1.314655272;2.880901107
292;10;20.1634297;4.160777413;2.766380561;2.623888238
293;10;18.31712446;4.808627778;7.323747431;2.944941425
294;10;17.5840631;3.829212538;3.238815138;2.977855041
295;10;18.42286526;4.500647542;2.918942012;2.929336499
296;10;18.26805243;4.267642302;4.316046661;2.992644915
297;10;17.67342917;5.133075117;13.92067257;3.003754881
298;10;18.36357229;5.637293114;7.002930294;3.029317514
299;10;18.49713288;4.274118045;4.78265711;3.014737645
300;10;18.77787055;4.708826439;2.04633506;2.941945889
301;10;19.3751405;3.710446541;3.754089394;2.803434672
302;10;19.17059179;4.066270359;2.974178086;3.005996698
303;10;19.4873338;3.448669987;8.86635312;2.711709529
304;10;18.76324298;4.308276246;0.943957286;2.904783876
305;11;20.85053864;4.152156706;2.27829159;2.911307113
306;11;19.85113947;1.895282616;6.857725658;2.961149006
307;11;20.02863646;2.6826188;2.64836633;2.788488618
308;11;19.80533874;5.212235111;1.115007012;2.650630905
309;11;19.69002116;5.393053525;0.945536497;2.669675135
310;11;20.0974709;5.197415718;2.374213808;2.790951999
311;11;19.2213678;5.87779272;4.198853931;2.915767466
312;11;21.42674878;4.448689768;3.549834425;2.802747158
313;11;21.4625124;3.740340576;1.087875919;2.805291878
314;11;21.1112507;4.08191086;4.362204065;2.768856492
315;11;19.87841186;5.442413197;3.18411535;2.937489602
316;11;20.39149347;5.583582337;3.452581345;2.774575333
317;11;19.03320946;6.537930136;5.278041444;2.773509084
318;11;19.17957985;5.975531602;9.287761927;2.675461068
319;11;18.97778012;6.524930693;2.106825655;2.584391241
320;11;19.94246748;5.805640892;1.020078513;2.650206834
321;11;19.66132145;4.971142768;1.918974387;2.696697585
322;11;21.23036538;4.304682962;2.933890835;2.756603267
323;11;19.99129042;4.203288709;9.470030699;2.754751482
324;11;18.21505064;4.756319825;4.415353708;2.735851372
325;11;19.40228098;3.450859026;1.133002477;2.644448639
326;11;19.82775375;4.525779916;0.343786251;2.858780722
327;11;19.44081191;5.360789456;6.069596036;2.771417925
328;11;19.52111496;5.966286325;5.34127694;2.86065468
329;11;19.18260178;6.127705683;3.301696194;2.798732469
330;11;18.74966584;6.84957926;6.021399875;2.789859722
331;11;20.16411142;6.409598364;1.531636038;2.687927302
332;11;19.38670622;6.239865506;3.970090028;2.760393992
333;11;18.09050503;6.826526837;5.495536581;2.716233202
334;11;19.31232463;5.418493771;5.721773765;2.60329676
335;12;19.55577085;5.270571659;7.71694669;2.522115831
336;12;18.81334276;6.663685327;6.25097018;2.16869642
337;12;18.38853448;7.424206602;8.642940329;2.664970883
338;12;19.34856444;7.811558772;3.158202788;2.529307922
339;12;20.26954607;6.164422561;1.303329958;2.611731193
340;12;20.37605025;5.834445881;3.823114885;2.596418819
341;12;20.34640884;6.628831469;6.757234014;2.61880522
342;12;20.83006068;7.242063214;2.852287327;2.561535657
343;12;20.98917237;6.446999988;1.107956675;2.578693458
344;12;21.49670668;6.465651731;0.942281226;2.507621426
345;12;21.8817719;7.119269668;1.859340323;2.570741714
346;12;21.3698998;7.526079863;4.425491763;2.560328197
347;12;19.93812732;7.003231251;1.848774576;2.550024778
348;12;20.36051565;6.065948497;2.736793613;2.60959875
349;12;20.0467744;5.49907122;3.314168866;2.566560327
350;12;18.48820121;7.131142658;12.5703585;2.502881382
351;12;20.34492394;6.211775032;2.809768944;2.528785811
352;12;18.14891309;5.330208948;4.566900209;2.353931155
353;12;17.90588679;7.031926633;13.57764497;2.471553106
354;12;16.85709462;6.584966359;4.214319165;2.494487728
355;12;19.01618518;5.724716747;1.776938921;2.359926038
356;12;19.29329814;5.525495938;5.766227042;2.398240854
357;12;19.06007741;6.315208537;5.852852714;2.376322321
358;12;16.9137535;6.78911048;6.223984195;2.4061331
359;12;18.05800185;6.989954195;3.167948363;2.623091072
360;12;18.19014681;7.357655072;8.347191042;2.353304003
361;12;17.56198768;7.286880246;3.649529022;2.377549572
362;12;19.69469084;7.556007966;8.598450545;2.312808503
363;12;17.22789941;7.294929195;4.534896016;2.339621838
364;12;18.05557334;7.227716528;13.30713355;2.378230004
365;12;16.38050933;7.281655774;18.55352655;2.35940397
366;1;15.27950183;7.213209217;8.299801147;2.341018356
367;1;14.6964009;6.871646148;18.3316055;2.289781633
368;1;15.7196593;7.13279849;9.910269358;2.351403573
369;1;15.15276839;7.081871123;11.47390202;2.423946287
370;1;16.62736867;6.553516417;2.435259706;2.490025422
371;1;16.36014956;6.459083055;13.66110923;2.362717668
372;1;16.62975454;5.90558744;4.333938012;2.281509857
373;1;17.28184057;6.063055659;2.17193578;2.269693524
374;1;17.45057624;5.141896605;15.45636865;2.318593169
375;1;17.54716761;7.424606744;12.04464866;2.254366509
376;1;17.67229117;7.371187555;3.086551557;2.167809581
377;1;18.39166791;6.906732128;8.859233965;2.128937021
378;1;18.30062421;6.509499717;7.880653156;2.169103955
379;1;17.76120335;7.015506448;6.791837583;2.229311046
380;1;16.30046963;7.212904017;11.02767307;2.221054196
381;1;18.26178896;6.395802043;4.002816162;2.494694307
382;1;17.7517321;8.038499477;7.316621294;2.160250055
383;1;17.03564395;7.572769952;12.34075155;2.017105801
384;1;17.8415953;7.713095326;7.305122317;2.008927918
385;1;17.80756528;8.425605184;7.331343801;2.048970208
386;1;17.28223173;8.271610894;7.446563911;2.143627423
387;1;15.4440159;7.808935615;13.86756922;2.071100812
388;1;16.82586165;7.24506009;10.53067724;1.995812959
389;1;16.51217695;7.223884031;3.681674101;2.030962103
390;1;17.81287969;7.112248459;3.035992081;2.057180242
391;1;18.2543888;6.615035339;3.970174411;2.019444816
392;1;16.77520341;6.987643728;5.546299999;2.51208143
393;1;17.51595557;6.880095109;1.474380248;1.933117699
394;1;18.09952924;7.267311148;5.820325828;1.862021673
395;1;19.09691575;7.047592217;1.052204741;1.816977259
396;1;19.26218663;6.644801859;2.637108838;1.838704723
397;2;17.91031921;7.376960795;7.646443887;1.767616828
398;2;18.94388759;7.096639961;0.42759597;1.794666093
399;2;19.14225493;7.53854516;3.383224842;1.972405944
400;2;19.01301759;7.692671087;5.635878064;1.844531252
401;2;17.77697704;7.734182237;9.83883443;1.877362058
402;2;16.66567105;7.384993934;3.644646111;1.851403347
403;2;16.80155174;7.524235707;4.939384467;2.647169307
404;2;17.96707053;7.019270222;2.503114841;1.873466985
405;2;18.34033646;7.517923996;5.165309267;1.812859702
406;2;19.97607324;5.885538115;0.6272669;1.768235429
407;2;19.59285147;5.23036126;2.519101476;1.609484529
408;2;20.27254669;6.017236368;0.790410037;1.652739466
409;2;20.19251994;5.604402782;4.593240353;1.721105848
410;2;19.53551682;5.256263465;4.444417878;1.712555158
411;2;17.76513146;6.045208274;4.097394099;1.800304426
412;2;18.47988571;4.7164406;0.812142981;1.837610879
413;2;18.28356129;5.60870513;3.617383853;1.854522407
414;2;18.26475542;7.461983303;6.098905974;2.73931306
415;2;17.63491816;7.710439512;8.512715419;1.811790868
416;2;16.72756745;7.937277414;9.184835805;1.784453805
417;2;16.95978929;7.643697693;9.044067642;1.740176663
418;2;18.10686259;7.577495753;17.42355564;1.736041647
419;2;17.48969119;6.922975834;6.622855064;1.801604694
420;2;16.95398842;6.657505977;1.096621542;1.753794318
421;2;18.06784766;5.985671008;1.216089405;1.714566804
422;2;17.54367556;5.575605277;7.133408507;1.517327066
423;2;16.427052;6.195233884;8.778168462;1.488393118
424;2;17.68536796;6.793125442;1.996791164;1.454086402
425;3;18.19484213;6.588729633;6.211350323;2.759309981
426;3;16.80658545;5.559125037;13.52020544;1.420385232
427;3;17.35663824;6.737457182;7.721266571;1.432770093
428;3;15.88212497;6.886240597;8.079159897;1.414435084
429;3;15.97328262;6.492928845;5.613979328;1.49302395
430;3;15.8286292;5.284035855;4.694551733;1.51499317
431;3;18.46756554;5.275965563;6.672441359;1.550902266
432;3;18.39325096;4.824091426;6.942769041;1.545047801
433;3;17.28074566;4.565764038;7.784819845;1.517825583
434;3;16.65958429;6.330638471;4.936365996;1.475951711
435;3;16.9912342;6.230747511;6.592624593;1.430336491
436;3;17.26204215;6.738821847;4.158297893;2.78070435
437;3;17.75719538;6.269427952;1.920631165;1.443804198
438;3;17.60441569;6.928014486;2.873464513;1.487733574
439;3;17.9650731;5.979053403;3.734870687;1.554584375
440;3;17.80666931;6.048352589;1.571877145;1.429995277
441;3;18.53204914;5.645756334;2.417031283;1.344971183
442;3;17.83141062;5.798986881;4.146853137;1.395962187
443;3;18.37255772;6.42265003;2.984248568;1.421223762
444;3;17.98179636;6.825903756;8.146754481;1.522172495
445;3;17.14460294;6.828108815;5.724831473;1.537939206
446;3;18.603597;6.94858174;1.262458733;1.563723127
447;3;17.93203363;6.775316099;3.325245946;2.182245133
448;3;18.67674508;7.030553055;2.315518121;2.886875451
449;3;18.24423367;6.421600817;4.433980431;1.543772808
450;3;19.14557833;5.482081849;2.131776856;1.538698102
451;3;17.01561251;6.771403901;10.02984724;1.695015141
452;3;16.46986829;6.212832922;2.888802604;1.416592115
453;3;18.05282623;6.1455736;1.338691512;1.411629365
454;3;18.33858233;6.620032603;1.305948165;1.412061057
455;3;18.04489708;6.585415972;1.176676321;1.409425849
456;4;19.21336471;6.429865646;1.04116768;1.410062096
457;4;19.4212488;6.224715036;1.585807028;1.417426163
458;4;18.84553631;5.83036104;4.300647641;1.423524039
459;4;18.07144197;6.510474568;4.584425114;2.698663138
460;4;18.19152855;5.976566367;12.29682703;1.492861507
461;4;17.92236655;6.483243791;10.03786123;1.479640468
462;4;18.05993207;5.435610058;1.678167001;1.421153051
463;4;17.83243178;5.150071306;5.608898321;1.373313159
464;4;17.82382284;5.413621694;14.74197038;1.385125027
465;4;17.20713587;5.83682783;2.652957128;1.514503038
466;4;18.42689291;4.074771916;0.521999065;1.489377914
467;4;17.89050722;1.916649725;2.498823987;1.53796899
468;4;18.72932771;0.722931256;3.021994735;1.600679368
469;4;19.16550388;-0.075440494;0.229420594;1.599730904
470;4;19.24560269;1.310348755;8.378731933;2.682338998
471;4;18.34417796;2.590702472;2.422348008;1.587845839
472;4;17.08483994;2.103075205;0.110963552;1.572040893
473;4;17.86134792;1.788502568;0.195281219;1.720264588
474;4;17.2281404;2.530241405;0.154961209;1.712614162
475;4;18.48799314;2.145406202;0.152314443;1.717661725
476;4;18.13559802;2.385231942;0.824296646;1.682068264
477;4;18.5031975;3.021861567;2.514829301;1.636214729
478;4;17.60118644;4.406457706;4.101473808;1.648053897
479;4;17.14402155;3.952315596;2.45061011;1.733171905
480;4;18.07356281;3.745787426;6.67900312;1.553975147
481;4;17.47896794;4.700198152;2.489541327;2.624462801
482;4;17.51721115;5.00957093;3.322701065;1.433294633
483;4;16.31256362;3.337928759;1.11972703;1.47083691
484;4;15.59547026;3.502230374;1.819901057;1.580717385
485;4;15.43443999;3.41609595;0.811419569;1.420745585
486;5;16.32889392;2.983733863;0.352904668;1.507672352
487;5;16.8618532;3.173627348;0.013856252;1.593843557
488;5;17.08000688;2.926433022;0.190131676;1.586690399
489;5;17.60379358;1.137830267;0.132162112;1.664008697
490;5;17.61983884;2.530830652;0.095615269;1.703227559
491;5;18.05989357;1.530676011;0.022559189;1.71504633
492;5;18.5350323;2.229122789;0.381502343;2.681086167
493;5;18.96052922;1.618307708;2.266138434;1.711645776
494;5;19.8306329;0.329134855;1.153901369;1.640232911
495;5;19.90435632;-0.360839675;0.191833285;1.748392968
496;5;19.66540749;-0.298522629;0.892643536;1.795654497
