,x,y,2000-01-01,2000-02-01,2000-03-01,2000-04-01,2000-05-01,2000-06-01,2000-07-01,2000-08-01,2000-09-01,2000-10-01,2000-11-01,2000-12-01,2001-01-01,2001-02-01,2001-03-01,2001-04-01,2001-05-01,2001-06-01,2001-07-01,2001-08-01,2001-09-01,2001-10-01,2001-11-01,2001-12-01,2002-01-01,2002-02-01,2002-03-01,2002-04-01,2002-05-01,2002-06-01,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2002-11-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01
1,280.25,-5,374.248718261719,494.823883056641,719.671997070312,577.490539550781,174.102676391602,67.9549942016602,30.7057723999023,47.2661819458008,78.5304107666016,343.649536132812,282.519714355469,385.905700683594,447.073394775391,360.571655273438,667.08642578125,620.7197265625,260.407165527344,90.787483215332,16.5323429107666,79.3255081176758,156.073501586914,233.478134155273,322.020782470703,476.220733642578,309.457214355469,671.8876953125,601.152954101562,562.460815429688,238.621063232422,41.4587783813477,55.0935668945312,38.8020210266113,44.3697280883789,215.13835144043,212.428848266602,286.060607910156,662.684753417969,579.908508300781,520.078063964844,517.888916015625,174.632171630859,102.08277130127,101.872283935547,82.233039855957,184.58821105957,255.548919677734,268.362121582031,356.996337890625,322.718902587891,565.777770996094,597.745483398438,449.195343017578,216.577972412109,97.4209823608398,59.6190490722656,79.4175338745117,117.163948059082,253.13232421875,352.561859130859,423.521301269531,463.219207763672,485.916229248047,671.604370117188,600.964233398438,286.433715820312,142.153305053711,116.119331359863,49.4924926757812,110.534072875977,191.018035888672,281.891326904297,412.765197753906,657.568786621094,345.578430175781,518.6796875,508.186676025391,282.548492431641,143.176025390625,34.8781471252441,72.670295715332,148.597045898438,333.535491943359,374.826232910156,231.256576538086,324.556884765625,307.078094482422,471.058197021484,384.158569335938,77.636116027832,129.320541381836,79.217170715332,43.0087089538574,164.244369506836,264.470306396484,302.206726074219,356.142913818359,427.632690429688,461.638427734375,813.604248046875,550.078125,220.212188720703,165.963195800781,31.3126125335693,92.6894836425781,139.826629638672,236.925399780273,307.503173828125,354.183776855469,215.310897827148,253.445846557617,376.753082275391,388.376800537109,155.891738891602,64.2587814331055,104.93155670166,63.702262878418,208.400588989258,165.551284790039,232.647064208984,336.340179443359,364.563354492188,487.558502197266,515.733947753906,635.075927734375,175.279815673828,111.296020507812,53.6731147766113,39.356315612793,194.778213500977,267.838897705078,384.906433105469,447.246246337891
2,280.5,-5,298.882354736328,448.750610351562,553.863403320312,455.637451171875,171.030181884766,84.8082885742188,45.3413391113281,76.0673446655273,125.070335388184,397.595367431641,317.736907958984,337.064514160156,369.566497802734,277.118286132812,524.520202636719,467.236328125,237.064361572266,112.697059631348,25.8256549835205,126.920761108398,241.239334106445,315.377593994141,345.033508300781,450.385894775391,216.022552490234,511.789215087891,397.932861328125,439.139984130859,227.989791870117,54.1412620544434,82.4225845336914,62.1754379272461,68.9988555908203,300.177612304688,242.590850830078,310.786987304688,511.945648193359,452.338195800781,322.279022216797,412.829376220703,142.740249633789,118.88304901123,122.703186035156,116.277015686035,222.810150146484,342.361083984375,322.470520019531,344.669128417969,329.059936523438,485.756622314453,452.049346923828,387.3359375,233.125793457031,120.428260803223,85.5414276123047,116.345359802246,185.86474609375,304.557708740234,397.895416259766,422.537445068359,417.030364990234,278.789489746094,517.1005859375,438.951110839844,307.998901367188,170.673645019531,153.976104736328,79.3075256347656,164.562744140625,295.738677978516,340.080261230469,394.168304443359,544.078308105469,210.248397827148,361.586639404297,402.491668701172,247.541458129883,166.988342285156,51.8138732910156,102.630996704102,225.971755981445,414.675079345703,411.132720947266,230.484756469727,262.413299560547,206.976516723633,378.884582519531,340.862518310547,96.2523880004883,160.370056152344,115.150733947754,68.6903381347656,252.034042358398,342.044097900391,310.703491210938,347.153686523438,357.434448242188,344.401550292969,543.078308105469,407.031677246094,224.683288574219,201.444595336914,47.7750854492188,132.144348144531,189.104644775391,279.628234863281,362.303619384766,406.223083496094,246.862365722656,286.367828369141,340.715454101562,367.976440429688,168.856307983398,85.3543243408203,154.08757019043,98.9617462158203,304.978210449219,230.932235717773,292.430084228516,356.672302246094,348.233367919922,442.055999755859,347.886932373047,467.199157714844,172.919677734375,147.670989990234,79.896240234375,62.3974876403809,241.422485351562,328.794281005859,364.935089111328,418.067474365234
3,280.75,-5,238.966827392578,379.395812988281,419.870422363281,353.518981933594,165.981552124023,106.122825622559,61.364086151123,99.4279556274414,145.587738037109,339.804809570312,286.782257080078,283.932159423828,288.708221435547,223.872756958008,409.652557373047,350.626586914062,213.1005859375,126.524505615234,63.3681983947754,151.055480957031,212.083541870117,274.732299804688,308.115570068359,388.424285888672,166.120758056641,418.025634765625,294.50048828125,342.503112792969,221.413482666016,83.1773147583008,98.1757736206055,85.5618743896484,83.6034317016602,298.951324462891,220.514877319336,273.390594482422,401.757232666016,371.466918945312,235.595169067383,315.076385498047,132.035293579102,128.807647705078,116.046669006348,108.40739440918,179.886093139648,285.377380371094,276.689910888672,290.337493896484,285.455535888672,388.199127197266,349.839569091797,312.385070800781,225.585540771484,124.989555358887,94.8852920532227,111.732612609863,186.672729492188,262.728546142578,341.063720703125,349.483978271484,348.663024902344,192.92594909668,394.997985839844,339.727905273438,273.613189697266,173.256912231445,165.283676147461,92.5411834716797,152.756942749023,294.826232910156,300.825347900391,337.308959960938,459.183410644531,156.258834838867,273.666168212891,309.27294921875,200.24267578125,163.868103027344,78.630989074707,115.321617126465,207.260772705078,332.694427490234,348.004089355469,201.841842651367,210.622344970703,152.456954956055,288.200103759766,276.695098876953,93.527473449707,149.625152587891,112.969825744629,77.1674575805664,220.077911376953,282.130584716797,247.005355834961,298.894927978516,288.493865966797,265.712524414062,386.486907958984,315.571380615234,203.882598876953,201.815933227539,71.7660140991211,118.497924804688,161.834686279297,229.124420166016,310.762176513672,350.563659667969,202.486236572266,234.987884521484,265.947998046875,316.647766113281,164.17839050293,92.8373413085938,151.36784362793,96.8248138427734,275.566864013672,197.905410766602,265.611724853516,291.379608154297,284.303344726562,363.982513427734,258.388732910156,347.074829101562,177.635177612305,150.838256835938,107.007469177246,73.297477722168,219.668365478516,270.039154052734,299.175811767578,350.284729003906
4,281,-5,182.616897583008,304.668395996094,293.219543457031,255.954635620117,160.476898193359,128.466888427734,77.7069473266602,121.533058166504,160.099960327148,256.228912353516,240.557189941406,229.809509277344,207.076522827148,177.598266601562,301.176940917969,242.526168823242,188.993499755859,138.486846923828,107.429801940918,169.776229858398,156.545852661133,205.80744934082,257.367492675781,318.125732421875,126.265014648438,339.570098876953,214.096069335938,252.024078369141,215.772918701172,115.987266540527,111.257621765137,108.951316833496,95.8946380615234,277.817596435547,186.383987426758,221.658172607422,300.926635742188,301.372344970703,174.553268432617,219.009521484375,126.219650268555,137.145538330078,103.046905517578,90.8653945922852,118.236061096191,195.210021972656,207.857971191406,226.3125,230.325256347656,286.594757080078,257.665130615234,234.413101196289,212.486511230469,125.294090270996,100.403350830078,97.533576965332,171.813140869141,199.379104614258,260.655426025391,259.799041748047,275.177551269531,135.046234130859,280.372589111328,254.994720458984,226.31575012207,169.854690551758,170.464508056641,101.948364257812,125.758567810059,269.536956787109,239.083404541016,271.619781494141,380.887481689453,121.040138244629,201.708557128906,218.933395385742,150.107345581055,154.532669067383,107.728424072266,124.026824951172,166.376174926758,213.070617675781,261.928894042969,166.767120361328,161.220443725586,108.456321716309,197.859283447266,207.711196899414,85.8776626586914,129.235397338867,101.993278503418,81.6743011474609,160.488128662109,190.489242553711,166.646865844727,241.573944091797,219.843521118164,195.919158935547,256.188049316406,236.015579223633,177.249954223633,194.0849609375,97.4942779541016,92.5973663330078,116.899795532227,157.111389160156,234.680282592773,270.050659179688,140.588348388672,164.153686523438,182.242889404297,258.181823730469,155.429107666016,97.1790008544922,136.676803588867,86.0579376220703,217.081130981445,142.16911315918,218.808410644531,206.327362060547,209.388732910156,278.392700195312,186.971008300781,237.970260620117,183.983535766602,146.342208862305,134.323654174805,81.3956604003906,182.130004882812,183.658508300781,222.85009765625,273.593383789062
5,281.25,-5,126.266960144043,229.940948486328,166.568649291992,158.39030456543,154.972244262695,150.810943603516,94.0498046875,143.638168334961,174.612167358398,172.65299987793,194.332107543945,175.686874389648,125.444831848145,131.323776245117,192.701293945312,134.425735473633,164.886413574219,150.449188232422,151.491394042969,188.496978759766,101.008163452148,136.882598876953,206.619415283203,247.827178955078,86.4092788696289,261.114593505859,133.691650390625,161.545043945312,210.132354736328,148.797210693359,124.339469909668,132.340759277344,108.185844421387,256.683898925781,152.253112792969,169.925750732422,200.096069335938,231.277786254883,113.511360168457,122.942665100098,120.403999328613,145.483428955078,90.0471420288086,73.3234024047852,56.5860176086426,105.042655944824,139.02604675293,162.287521362305,175.194976806641,184.990417480469,165.490676879883,156.441146850586,199.387466430664,125.598617553711,105.921401977539,83.3345413208008,156.953552246094,136.029678344727,180.247146606445,170.114120483398,201.692108154297,77.1665115356445,165.747177124023,170.261520385742,179.018310546875,166.452484130859,175.645355224609,111.35555267334,98.7601852416992,244.247680664062,177.341430664062,205.930603027344,302.591522216797,85.8214416503906,129.750961303711,128.593841552734,99.9720077514648,145.197250366211,136.825866699219,132.732025146484,125.491584777832,93.4468231201172,175.853698730469,131.692413330078,111.818550109863,64.455680847168,107.518455505371,138.727294921875,78.2278594970703,108.845634460449,91.0167236328125,86.18115234375,100.898345947266,98.8478851318359,86.2883834838867,184.252975463867,151.193176269531,126.125785827637,125.889198303223,156.459777832031,150.617309570312,186.353988647461,123.222541809082,66.6968078613281,71.9649124145508,85.0983505249023,158.598388671875,189.537689208984,78.6904525756836,93.3194732666016,98.5377807617188,199.715850830078,146.679840087891,101.520660400391,121.985763549805,75.2910614013672,158.595413208008,86.4328155517578,172.005096435547,121.275115966797,134.47412109375,192.802856445312,115.553283691406,128.865707397461,190.331878662109,141.846160888672,161.639831542969,89.4938354492188,144.591644287109,97.2778625488281,146.524383544922,196.90202331543
6,281.5,-5,160.891235351562,262.213775634766,192.582794189453,199.339477539062,193.579849243164,145.205673217773,106.609886169434,135.708419799805,171.836853027344,194.634124755859,216.238906860352,221.233932495117,159.713012695312,164.152374267578,256.738861083984,192.31217956543,209.546325683594,167.308181762695,141.812271118164,189.378982543945,136.521850585938,147.542251586914,230.362762451172,285.044677734375,121.501861572266,287.331817626953,182.136032104492,217.895645141602,245.45198059082,147.213851928711,129.984420776367,138.123962402344,127.319213867188,248.23405456543,171.285675048828,204.293807983398,235.331512451172,286.923187255859,169.050903320312,171.659652709961,136.695739746094,144.138946533203,112.599578857422,106.348068237305,115.829795837402,155.788421630859,160.211898803711,202.5625,208.472244262695,212.486618041992,208.348876953125,186.843612670898,242.871307373047,159.871780395508,114.322448730469,114.74617767334,191.533081054688,178.79035949707,185.110397338867,245.481491088867,243.840087890625,129.809997558594,188.106353759766,208.467208862305,209.652282714844,196.34309387207,186.7939453125,115.175102233887,124.756240844727,222.233917236328,205.401245117188,243.634017944336,345.216491699219,120.029930114746,207.818710327148,209.410369873047,138.557189941406,174.225845336914,148.671905517578,121.143547058105,167.294799804688,133.509002685547,185.003448486328,193.764785766602,132.890045166016,85.9805221557617,162.667388916016,206.458251953125,95.6191558837891,143.33918762207,101.066711425781,99.0641098022461,120.317588806152,161.066696166992,141.169891357422,244.620620727539,192.697799682617,153.054901123047,200.934280395508,216.554504394531,177.764297485352,212.724060058594,132.464874267578,94.4788360595703,115.103889465332,141.119018554688,201.717910766602,231.083068847656,106.543212890625,137.567092895508,140.631622314453,247.367752075195,158.667602539062,108.605026245117,155.684844970703,114.388031005859,199.863830566406,120.930801391602,205.510177612305,177.468048095703,184.138778686523,257.682556152344,173.734588623047,186.685653686523,216.882476806641,162.295516967773,174.906860351562,114.825256347656,169.039459228516,144.720962524414,186.01741027832,248.839813232422
7,281.75,-5,195.515518188477,294.486633300781,218.596954345703,240.288635253906,232.187438964844,139.600402832031,119.169967651367,127.778671264648,169.061553955078,216.615234375,238.145690917969,266.781005859375,193.981185913086,196.980987548828,320.776428222656,250.198608398438,254.206237792969,184.167190551758,132.133148193359,190.260986328125,172.035537719727,158.201904296875,254.106109619141,322.26220703125,156.594436645508,313.549041748047,230.580413818359,274.246246337891,280.771606445312,145.630477905273,135.629379272461,143.907150268555,146.452575683594,239.784225463867,190.318252563477,238.661880493164,270.566925048828,342.568603515625,224.590438842773,220.376617431641,152.987487792969,142.794464111328,135.15202331543,139.37272644043,175.073577880859,206.5341796875,181.397750854492,242.837463378906,241.749526977539,239.982818603516,251.207077026367,217.246078491211,286.355133056641,194.144958496094,122.723503112793,146.157806396484,226.11262512207,221.551055908203,189.973648071289,320.848846435547,285.988098144531,182.453491210938,210.465530395508,246.672882080078,240.286270141602,226.23371887207,197.94255065918,118.994644165039,150.752288818359,200.220153808594,233.461059570312,281.337432861328,387.841461181641,154.238418579102,285.886444091797,290.226898193359,177.142364501953,203.254455566406,160.517944335938,109.555061340332,209.098007202148,173.571182250977,194.153182983398,255.837158203125,153.961532592773,107.505363464355,217.816314697266,274.189208984375,113.010452270508,177.832733154297,111.116691589355,111.947074890137,139.736831665039,223.285507202148,196.051406860352,304.98828125,234.202423095703,179.983993530273,275.979339599609,276.649230957031,204.91130065918,239.094146728516,141.707214355469,122.260871887207,158.242858886719,197.139678955078,244.837417602539,272.628448486328,134.395980834961,181.814697265625,182.725463867188,295.019653320312,170.655380249023,115.689384460449,189.383941650391,153.485000610352,241.132247924805,155.428787231445,239.015258789062,233.660980224609,233.803436279297,322.562255859375,231.915893554688,244.505615234375,243.433074951172,182.744857788086,188.173904418945,140.156677246094,193.487274169922,192.1640625,225.510452270508,300.777618408203
8,282,-5,221.784286499023,320.165222167969,240.534378051758,271.486846923828,261.886566162109,137.477249145508,128.835433959961,124.24494934082,168.938217163086,238.42399597168,262.045166015625,307.45068359375,221.886917114258,221.928298950195,365.893157958984,297.001495361328,289.087921142578,197.542984008789,127.787757873535,192.072998046875,204.230010986328,169.770401000977,278.954132080078,355.144805908203,185.154373168945,333.342437744141,265.958709716797,314.659027099609,307.088073730469,147.061492919922,140.772537231445,149.508544921875,162.638046264648,233.703826904297,211.858261108398,269.739624023438,298.607116699219,382.065734863281,269.895477294922,260.753356933594,166.311798095703,143.177825927734,157.196350097656,165.759872436523,219.622131347656,244.019973754883,204.351058959961,275.181365966797,265.872344970703,260.450439453125,282.489898681641,241.082000732422,322.091217041016,218.366455078125,130.527359008789,170.121704101562,255.641326904297,257.752960205078,200.367401123047,383.314544677734,317.144927978516,224.009201049805,226.744369506836,277.879058837891,264.841796875,251.704727172852,207.81884765625,125.784271240234,175.634475708008,185.513870239258,260.659912109375,310.682006835938,422.557403564453,183.255661010742,347.916473388672,355.82763671875,209.379180908203,226.279891967773,170.266098022461,104.25756072998,241.760406494141,206.850723266602,207.479690551758,310.169830322266,169.390914916992,126.993530273438,255.490600585938,328.603332519531,131.050186157227,204.279159545898,119.123077392578,121.416786193848,153.340042114258,265.986511230469,241.628845214844,354.552001953125,265.889770507812,202.561569213867,333.7841796875,322.83447265625,227.623245239258,256.4736328125,149.085083007812,142.527221679688,188.769577026367,238.232482910156,279.203033447266,304.012451171875,157.618713378906,213.035873413086,216.283462524414,332.05078125,180.244094848633,121.119750976562,214.714370727539,184.299392700195,272.54736328125,187.058319091797,271.504119873047,280.900085449219,270.994323730469,373.0283203125,278.018280029297,289.086181640625,266.337615966797,198.781036376953,197.604843139648,161.029632568359,210.715560913086,229.552673339844,258.438079833984,342.158630371094
9,282.25,-5,211.845855712891,317.268798828125,244.806015014648,260.430938720703,252.982330322266,150.443283081055,125.957572937012,139.760635375977,180.306732177734,259.48583984375,294.579620361328,326.985046386719,222.222030639648,212.723403930664,329.019683837891,295.775634765625,281.597320556641,195.824920654297,146.555206298828,197.914978027344,222.04118347168,185.277267456055,308.589111328125,369.242767333984,185.406127929688,325.299163818359,244.717254638672,286.008026123047,294.390960693359,161.55485534668,143.741165161133,154.322128295898,166.049270629883,237.890930175781,244.263809204102,286.559204101562,295.467956542969,351.587158203125,270.851013183594,264.989105224609,166.777191162109,151.048492431641,177.038848876953,163.384414672852,200.491348266602,224.045883178711,234.963424682617,273.1572265625,250.325775146484,250.460830688477,263.612854003906,236.462829589844,324.253631591797,199.030776977539,135.743423461914,161.812072753906,263.283111572266,265.533569335938,234.726669311523,389.872955322266,300.673492431641,217.517929077148,216.675140380859,278.754150390625,263.057373046875,258.024047851562,212.181854248047,145.444244384766,195.68994140625,202.47331237793,284.127990722656,303.804901123047,423.000885009766,189.777420043945,340.449737548828,355.493133544922,214.106338500977,223.291656494141,170.923355102539,126.221031188965,234.812622070312,210.738906860352,238.905426025391,330.963745117188,160.371170043945,137.656097412109,217.441421508789,325.31103515625,151.899841308594,195.854766845703,118.273887634277,116.095779418945,141.740432739258,224.110321044922,246.888687133789,357.298706054688,255.035522460938,206.282455444336,316.881256103516,308.745208740234,231.116653442383,234.893936157227,148.383560180664,130.225631713867,164.643157958984,214.637832641602,275.634948730469,291.363922119141,160.778015136719,187.809097290039,212.852844238281,323.058654785156,179.436950683594,119.3828125,203.780639648438,179.222595214844,261.264892578125,206.257858276367,299.58935546875,289.339202880859,254.132186889648,361.035339355469,271.778686523438,276.296020507812,273.442565917969,195.693435668945,190.412719726562,162.582641601562,196.659164428711,223.371826171875,262.915618896484,337.793518066406
10,282.5,-5,201.907424926758,314.372344970703,249.077651977539,249.375015258789,244.078079223633,163.409317016602,123.079704284668,155.276306152344,191.675262451172,280.547668457031,327.114105224609,346.519409179688,222.557159423828,203.518508911133,292.146209716797,294.549774169922,274.106719970703,194.106872558594,165.322647094727,203.756958007812,239.852340698242,200.784149169922,338.224090576172,383.340698242188,185.65788269043,317.255920410156,223.475799560547,257.357025146484,281.69384765625,176.048217773438,146.70979309082,159.135726928711,169.460510253906,242.078048706055,276.669372558594,303.378814697266,292.328796386719,321.108581542969,271.806549072266,269.224822998047,167.242599487305,158.919143676758,196.88134765625,161.008972167969,181.360565185547,204.071792602539,265.575775146484,271.133087158203,234.779205322266,240.471221923828,244.735778808594,231.843673706055,326.416046142578,179.695098876953,140.959503173828,153.50244140625,270.924865722656,273.314147949219,269.0859375,396.431365966797,284.202056884766,211.026672363281,206.605911254883,279.629211425781,261.272918701172,264.343383789062,216.544845581055,165.104202270508,215.745407104492,219.432754516602,307.596069335938,296.927764892578,423.444366455078,196.299179077148,332.983001708984,355.158660888672,218.83349609375,220.303421020508,171.580627441406,148.184509277344,227.864837646484,214.627075195312,270.331176757812,351.757659912109,151.351425170898,148.318649291992,179.392242431641,322.018737792969,172.749481201172,187.430358886719,117.424690246582,110.774765014648,130.140838623047,182.234130859375,252.148513793945,360.045379638672,244.181289672852,210.003356933594,299.978332519531,294.655944824219,234.610076904297,213.314239501953,147.682037353516,117.924049377441,140.516723632812,191.043182373047,272.06689453125,278.715362548828,163.937301635742,162.582321166992,209.422210693359,314.066497802734,178.629791259766,117.645881652832,192.846908569336,174.145782470703,249.982391357422,225.457397460938,327.674560546875,297.778350830078,237.270034790039,349.042358398438,265.539093017578,263.505859375,280.547515869141,192.605834960938,183.220611572266,164.135650634766,182.602767944336,217.190963745117,267.393127441406,333.428436279297
