Código	Mes	CWD	Estación	Departamento	Provincia	Distrito	Longitud	Latitud	Altitud (msnm)	Sector
111062	7	2	SHEQUE	LIMA	HUAROCHIRI	HUANZA	-76.5023	-11.66095	3188	SIERRA CENTRAL OCCIDENTAL
111062	8	1	SHEQUE	LIMA	HUAROCHIRI	HUANZA	-76.5023	-11.66095	3188	SIERRA CENTRAL OCCIDENTAL
111062	9	2	SHEQUE	LIMA	HUAROCHIRI	HUANZA	-76.5023	-11.66095	3188	SIERRA CENTRAL OCCIDENTAL
111062	10	3	SHEQUE	LIMA	HUAROCHIRI	HUANZA	-76.5023	-11.66095	3188	SIERRA CENTRAL OCCIDENTAL
111062	11	4	SHEQUE	LIMA	HUAROCHIRI	HUANZA	-76.5023	-11.66095	3188	SIERRA CENTRAL OCCIDENTAL
111062	12	7	SHEQUE	LIMA	HUAROCHIRI	HUANZA	-76.5023	-11.66095	3188	SIERRA CENTRAL OCCIDENTAL
111066	1	9	Tingo	LIMA	HUAROCHIRI	HUANZA	-76.48333611	-11.61667222	3980	SIERRA CENTRAL OCCIDENTAL
111066	2	13	Tingo	LIMA	HUAROCHIRI	HUANZA	-76.48333611	-11.61667222	3980	SIERRA CENTRAL OCCIDENTAL
111066	3	13	Tingo	LIMA	HUAROCHIRI	HUANZA	-76.48333611	-11.61667222	3980	SIERRA CENTRAL OCCIDENTAL
111066	4	7	Tingo	LIMA	HUAROCHIRI	HUANZA	-76.48333611	-11.61667222	3980	SIERRA CENTRAL OCCIDENTAL
111066	5	2	Tingo	LIMA	HUAROCHIRI	HUANZA	-76.48333611	-11.61667222	3980	SIERRA CENTRAL OCCIDENTAL
111066	6	1	Tingo	LIMA	HUAROCHIRI	HUANZA	-76.48333611	-11.61667222	3980	SIERRA CENTRAL OCCIDENTAL
111066	7	1	Tingo	LIMA	HUAROCHIRI	HUANZA	-76.48333611	-11.61667222	3980	SIERRA CENTRAL OCCIDENTAL
111066	8	1	Tingo	LIMA	HUAROCHIRI	HUANZA	-76.48333611	-11.61667222	3980	SIERRA CENTRAL OCCIDENTAL
111066	9	4	Tingo	LIMA	HUAROCHIRI	HUANZA	-76.48333611	-11.61667222	3980	SIERRA CENTRAL OCCIDENTAL
111066	10	5	Tingo	LIMA	HUAROCHIRI	HUANZA	-76.48333611	-11.61667222	3980	SIERRA CENTRAL OCCIDENTAL
111066	11	6	Tingo	LIMA	HUAROCHIRI	HUANZA	-76.48333611	-11.61667222	3980	SIERRA CENTRAL OCCIDENTAL
111066	12	11	Tingo	LIMA	HUAROCHIRI	HUANZA	-76.48333611	-11.61667222	3980	SIERRA CENTRAL OCCIDENTAL
111067	1	8	PARIACANCHA	LIMA	CANTA	HUAROS	-76.50270556	-11.39356667	3842	SIERRA CENTRAL OCCIDENTAL
111067	2	9	PARIACANCHA	LIMA	CANTA	HUAROS	-76.50270556	-11.39356667	3842	SIERRA CENTRAL OCCIDENTAL
111067	3	10	PARIACANCHA	LIMA	CANTA	HUAROS	-76.50270556	-11.39356667	3842	SIERRA CENTRAL OCCIDENTAL
111067	4	5	PARIACANCHA	LIMA	CANTA	HUAROS	-76.50270556	-11.39356667	3842	SIERRA CENTRAL OCCIDENTAL
111067	5	2	PARIACANCHA	LIMA	CANTA	HUAROS	-76.50270556	-11.39356667	3842	SIERRA CENTRAL OCCIDENTAL
111067	6	0	PARIACANCHA	LIMA	CANTA	HUAROS	-76.50270556	-11.39356667	3842	SIERRA CENTRAL OCCIDENTAL
111067	7	0	PARIACANCHA	LIMA	CANTA	HUAROS	-76.50270556	-11.39356667	3842	SIERRA CENTRAL OCCIDENTAL
111067	8	1	PARIACANCHA	LIMA	CANTA	HUAROS	-76.50270556	-11.39356667	3842	SIERRA CENTRAL OCCIDENTAL
111067	9	2	PARIACANCHA	LIMA	CANTA	HUAROS	-76.50270556	-11.39356667	3842	SIERRA CENTRAL OCCIDENTAL
111067	10	5	PARIACANCHA	LIMA	CANTA	HUAROS	-76.50270556	-11.39356667	3842	SIERRA CENTRAL OCCIDENTAL
111067	11	5	PARIACANCHA	LIMA	CANTA	HUAROS	-76.50270556	-11.39356667	3842	SIERRA CENTRAL OCCIDENTAL
111067	12	8	PARIACANCHA	LIMA	CANTA	HUAROS	-76.50270556	-11.39356667	3842	SIERRA CENTRAL OCCIDENTAL
111070	1	15	CARHUACAYAN	JUNIN	YAULI	SANTA BARBARA DE CARHUACAYáN	-76.28504722	-11.20267222	4127	SIERRA CENTRAL ORIENTAL
111070	2	14	CARHUACAYAN	JUNIN	YAULI	SANTA BARBARA DE CARHUACAYáN	-76.28504722	-11.20267222	4127	SIERRA CENTRAL ORIENTAL
111070	3	13	CARHUACAYAN	JUNIN	YAULI	SANTA BARBARA DE CARHUACAYáN	-76.28504722	-11.20267222	4127	SIERRA CENTRAL ORIENTAL
111070	4	9	CARHUACAYAN	JUNIN	YAULI	SANTA BARBARA DE CARHUACAYáN	-76.28504722	-11.20267222	4127	SIERRA CENTRAL ORIENTAL
111070	5	4	CARHUACAYAN	JUNIN	YAULI	SANTA BARBARA DE CARHUACAYáN	-76.28504722	-11.20267222	4127	SIERRA CENTRAL ORIENTAL
111070	6	2	CARHUACAYAN	JUNIN	YAULI	SANTA BARBARA DE CARHUACAYáN	-76.28504722	-11.20267222	4127	SIERRA CENTRAL ORIENTAL
111070	7	2	CARHUACAYAN	JUNIN	YAULI	SANTA BARBARA DE CARHUACAYáN	-76.28504722	-11.20267222	4127	SIERRA CENTRAL ORIENTAL
111070	8	2	CARHUACAYAN	JUNIN	YAULI	SANTA BARBARA DE CARHUACAYáN	-76.28504722	-11.20267222	4127	SIERRA CENTRAL ORIENTAL
111070	9	4	CARHUACAYAN	JUNIN	YAULI	SANTA BARBARA DE CARHUACAYáN	-76.28504722	-11.20267222	4127	SIERRA CENTRAL ORIENTAL
111070	10	8	CARHUACAYAN	JUNIN	YAULI	SANTA BARBARA DE CARHUACAYáN	-76.28504722	-11.20267222	4127	SIERRA CENTRAL ORIENTAL
111070	11	8	CARHUACAYAN	JUNIN	YAULI	SANTA BARBARA DE CARHUACAYáN	-76.28504722	-11.20267222	4127	SIERRA CENTRAL ORIENTAL
111070	12	13	CARHUACAYAN	JUNIN	YAULI	SANTA BARBARA DE CARHUACAYáN	-76.28504722	-11.20267222	4127	SIERRA CENTRAL ORIENTAL
111076	1	10	YANTAC	JUNIN	YAULI	MARCAPOMACOCHA	-76.40453056	-11.345825	4617	SIERRA CENTRAL ORIENTAL
111076	2	11	YANTAC	JUNIN	YAULI	MARCAPOMACOCHA	-76.40453056	-11.345825	4617	SIERRA CENTRAL ORIENTAL
111076	3	12	YANTAC	JUNIN	YAULI	MARCAPOMACOCHA	-76.40453056	-11.345825	4617	SIERRA CENTRAL ORIENTAL
111076	4	7	YANTAC	JUNIN	YAULI	MARCAPOMACOCHA	-76.40453056	-11.345825	4617	SIERRA CENTRAL ORIENTAL
111076	5	4	YANTAC	JUNIN	YAULI	MARCAPOMACOCHA	-76.40453056	-11.345825	4617	SIERRA CENTRAL ORIENTAL
111076	6	2	YANTAC	JUNIN	YAULI	MARCAPOMACOCHA	-76.40453056	-11.345825	4617	SIERRA CENTRAL ORIENTAL
111076	7	1	YANTAC	JUNIN	YAULI	MARCAPOMACOCHA	-76.40453056	-11.345825	4617	SIERRA CENTRAL ORIENTAL
111076	8	2	YANTAC	JUNIN	YAULI	MARCAPOMACOCHA	-76.40453056	-11.345825	4617	SIERRA CENTRAL ORIENTAL
111076	9	4	YANTAC	JUNIN	YAULI	MARCAPOMACOCHA	-76.40453056	-11.345825	4617	SIERRA CENTRAL ORIENTAL
111076	10	6	YANTAC	JUNIN	YAULI	MARCAPOMACOCHA	-76.40453056	-11.345825	4617	SIERRA CENTRAL ORIENTAL
111076	11	7	YANTAC	JUNIN	YAULI	MARCAPOMACOCHA	-76.40453056	-11.345825	4617	SIERRA CENTRAL ORIENTAL
111076	12	9	YANTAC	JUNIN	YAULI	MARCAPOMACOCHA	-76.40453056	-11.345825	4617	SIERRA CENTRAL ORIENTAL
111077	1	5	Autisha	LIMA	HUAROCHIRI	SAN ANTONIO	-76.61102778	-11.73814722	2181	SIERRA CENTRAL OCCIDENTAL
111077	2	8	Autisha	LIMA	HUAROCHIRI	SAN ANTONIO	-76.61102778	-11.73814722	2181	SIERRA CENTRAL OCCIDENTAL
111077	3	6	Autisha	LIMA	HUAROCHIRI	SAN ANTONIO	-76.61102778	-11.73814722	2181	SIERRA CENTRAL OCCIDENTAL
111077	4	1	Autisha	LIMA	HUAROCHIRI	SAN ANTONIO	-76.61102778	-11.73814722	2181	SIERRA CENTRAL OCCIDENTAL
111077	5	0	Autisha	LIMA	HUAROCHIRI	SAN ANTONIO	-76.61102778	-11.73814722	2181	SIERRA CENTRAL OCCIDENTAL
111077	6	0	Autisha	LIMA	HUAROCHIRI	SAN ANTONIO	-76.61102778	-11.73814722	2181	SIERRA CENTRAL OCCIDENTAL
111077	7	0	Autisha	LIMA	HUAROCHIRI	SAN ANTONIO	-76.61102778	-11.73814722	2181	SIERRA CENTRAL OCCIDENTAL
111077	8	0	Autisha	LIMA	HUAROCHIRI	SAN ANTONIO	-76.61102778	-11.73814722	2181	SIERRA CENTRAL OCCIDENTAL
111077	9	0	Autisha	LIMA	HUAROCHIRI	SAN ANTONIO	-76.61102778	-11.73814722	2181	SIERRA CENTRAL OCCIDENTAL
111077	10	1	Autisha	LIMA	HUAROCHIRI	SAN ANTONIO	-76.61102778	-11.73814722	2181	SIERRA CENTRAL OCCIDENTAL
111077	11	2	Autisha	LIMA	HUAROCHIRI	SAN ANTONIO	-76.61102778	-11.73814722	2181	SIERRA CENTRAL OCCIDENTAL
111077	12	2	Autisha	LIMA	HUAROCHIRI	SAN ANTONIO	-76.61102778	-11.73814722	2181	SIERRA CENTRAL OCCIDENTAL
111081	1	8	SANTA-CRUZ	LIMA	HUARAL	SANTA CRUZ DE ANDAMARCA	-76.63486111	-11.19827222	3583	SIERRA CENTRAL OCCIDENTAL
111081	2	8	SANTA-CRUZ	LIMA	HUARAL	SANTA CRUZ DE ANDAMARCA	-76.63486111	-11.19827222	3583	SIERRA CENTRAL OCCIDENTAL
111081	3	11	SANTA-CRUZ	LIMA	HUARAL	SANTA CRUZ DE ANDAMARCA	-76.63486111	-11.19827222	3583	SIERRA CENTRAL OCCIDENTAL
111081	4	6	SANTA-CRUZ	LIMA	HUARAL	SANTA CRUZ DE ANDAMARCA	-76.63486111	-11.19827222	3583	SIERRA CENTRAL OCCIDENTAL
111081	5	2	SANTA-CRUZ	LIMA	HUARAL	SANTA CRUZ DE ANDAMARCA	-76.63486111	-11.19827222	3583	SIERRA CENTRAL OCCIDENTAL
111081	6	0	SANTA-CRUZ	LIMA	HUARAL	SANTA CRUZ DE ANDAMARCA	-76.63486111	-11.19827222	3583	SIERRA CENTRAL OCCIDENTAL
111081	7	0	SANTA-CRUZ	LIMA	HUARAL	SANTA CRUZ DE ANDAMARCA	-76.63486111	-11.19827222	3583	SIERRA CENTRAL OCCIDENTAL
111081	8	1	SANTA-CRUZ	LIMA	HUARAL	SANTA CRUZ DE ANDAMARCA	-76.63486111	-11.19827222	3583	SIERRA CENTRAL OCCIDENTAL
111081	9	2	SANTA-CRUZ	LIMA	HUARAL	SANTA CRUZ DE ANDAMARCA	-76.63486111	-11.19827222	3583	SIERRA CENTRAL OCCIDENTAL
111081	10	4	SANTA-CRUZ	LIMA	HUARAL	SANTA CRUZ DE ANDAMARCA	-76.63486111	-11.19827222	3583	SIERRA CENTRAL OCCIDENTAL
111081	11	5	SANTA-CRUZ	LIMA	HUARAL	SANTA CRUZ DE ANDAMARCA	-76.63486111	-11.19827222	3583	SIERRA CENTRAL OCCIDENTAL
111081	12	8	SANTA-CRUZ	LIMA	HUARAL	SANTA CRUZ DE ANDAMARCA	-76.63486111	-11.19827222	3583	SIERRA CENTRAL OCCIDENTAL
111083	1	6	PALLAC	LIMA	HUARAL	ATAVILLOS BAJO	-76.80803889	-11.34873889	2367	SIERRA CENTRAL OCCIDENTAL
111083	2	7	PALLAC	LIMA	HUARAL	ATAVILLOS BAJO	-76.80803889	-11.34873889	2367	SIERRA CENTRAL OCCIDENTAL
111083	3	8	PALLAC	LIMA	HUARAL	ATAVILLOS BAJO	-76.80803889	-11.34873889	2367	SIERRA CENTRAL OCCIDENTAL
111083	4	3	PALLAC	LIMA	HUARAL	ATAVILLOS BAJO	-76.80803889	-11.34873889	2367	SIERRA CENTRAL OCCIDENTAL
111083	5	0	PALLAC	LIMA	HUARAL	ATAVILLOS BAJO	-76.80803889	-11.34873889	2367	SIERRA CENTRAL OCCIDENTAL
111083	6	0	PALLAC	LIMA	HUARAL	ATAVILLOS BAJO	-76.80803889	-11.34873889	2367	SIERRA CENTRAL OCCIDENTAL
111083	7	0	PALLAC	LIMA	HUARAL	ATAVILLOS BAJO	-76.80803889	-11.34873889	2367	SIERRA CENTRAL OCCIDENTAL
111083	8	0	PALLAC	LIMA	HUARAL	ATAVILLOS BAJO	-76.80803889	-11.34873889	2367	SIERRA CENTRAL OCCIDENTAL
111083	9	1	PALLAC	LIMA	HUARAL	ATAVILLOS BAJO	-76.80803889	-11.34873889	2367	SIERRA CENTRAL OCCIDENTAL
111083	10	0	PALLAC	LIMA	HUARAL	ATAVILLOS BAJO	-76.80803889	-11.34873889	2367	SIERRA CENTRAL OCCIDENTAL
111083	11	1	PALLAC	LIMA	HUARAL	ATAVILLOS BAJO	-76.80803889	-11.34873889	2367	SIERRA CENTRAL OCCIDENTAL
111083	12	3	PALLAC	LIMA	HUARAL	ATAVILLOS BAJO	-76.80803889	-11.34873889	2367	SIERRA CENTRAL OCCIDENTAL
111084	1	9	PACHAMACHAY	LIMA	HUAURA	LEONCIO PRADO	-76.91409722	-11.06524722	3175	SIERRA CENTRAL OCCIDENTAL
111084	2	11	PACHAMACHAY	LIMA	HUAURA	LEONCIO PRADO	-76.91409722	-11.06524722	3175	SIERRA CENTRAL OCCIDENTAL
111084	3	11	PACHAMACHAY	LIMA	HUAURA	LEONCIO PRADO	-76.91409722	-11.06524722	3175	SIERRA CENTRAL OCCIDENTAL
111084	4	5	PACHAMACHAY	LIMA	HUAURA	LEONCIO PRADO	-76.91409722	-11.06524722	3175	SIERRA CENTRAL OCCIDENTAL
111084	5	1	PACHAMACHAY	LIMA	HUAURA	LEONCIO PRADO	-76.91409722	-11.06524722	3175	SIERRA CENTRAL OCCIDENTAL
111084	6	0	PACHAMACHAY	LIMA	HUAURA	LEONCIO PRADO	-76.91409722	-11.06524722	3175	SIERRA CENTRAL OCCIDENTAL
111084	7	0	PACHAMACHAY	LIMA	HUAURA	LEONCIO PRADO	-76.91409722	-11.06524722	3175	SIERRA CENTRAL OCCIDENTAL
111084	8	1	PACHAMACHAY	LIMA	HUAURA	LEONCIO PRADO	-76.91409722	-11.06524722	3175	SIERRA CENTRAL OCCIDENTAL
111084	9	2	PACHAMACHAY	LIMA	HUAURA	LEONCIO PRADO	-76.91409722	-11.06524722	3175	SIERRA CENTRAL OCCIDENTAL
111084	10	4	PACHAMACHAY	LIMA	HUAURA	LEONCIO PRADO	-76.91409722	-11.06524722	3175	SIERRA CENTRAL OCCIDENTAL
111084	11	4	PACHAMACHAY	LIMA	HUAURA	LEONCIO PRADO	-76.91409722	-11.06524722	3175	SIERRA CENTRAL OCCIDENTAL
111084	12	7	PACHAMACHAY	LIMA	HUAURA	LEONCIO PRADO	-76.91409722	-11.06524722	3175	SIERRA CENTRAL OCCIDENTAL
111085	1	5	HUAMANTANGA	LIMA	CANTA	HUAMANTANGA	-76.75	-11.5	3392	SIERRA CENTRAL OCCIDENTAL
111085	2	7	HUAMANTANGA	LIMA	CANTA	HUAMANTANGA	-76.75	-11.5	3392	SIERRA CENTRAL OCCIDENTAL
111085	3	7	HUAMANTANGA	LIMA	CANTA	HUAMANTANGA	-76.75	-11.5	3392	SIERRA CENTRAL OCCIDENTAL
111085	4	3	HUAMANTANGA	LIMA	CANTA	HUAMANTANGA	-76.75	-11.5	3392	SIERRA CENTRAL OCCIDENTAL
111085	5	1	HUAMANTANGA	LIMA	CANTA	HUAMANTANGA	-76.75	-11.5	3392	SIERRA CENTRAL OCCIDENTAL
111085	6	0	HUAMANTANGA	LIMA	CANTA	HUAMANTANGA	-76.75	-11.5	3392	SIERRA CENTRAL OCCIDENTAL
111085	7	0	HUAMANTANGA	LIMA	CANTA	HUAMANTANGA	-76.75	-11.5	3392	SIERRA CENTRAL OCCIDENTAL
111085	8	0	HUAMANTANGA	LIMA	CANTA	HUAMANTANGA	-76.75	-11.5	3392	SIERRA CENTRAL OCCIDENTAL
111085	9	1	HUAMANTANGA	LIMA	CANTA	HUAMANTANGA	-76.75	-11.5	3392	SIERRA CENTRAL OCCIDENTAL
111085	10	1	HUAMANTANGA	LIMA	CANTA	HUAMANTANGA	-76.75	-11.5	3392	SIERRA CENTRAL OCCIDENTAL
111085	11	2	HUAMANTANGA	LIMA	CANTA	HUAMANTANGA	-76.75	-11.5	3392	SIERRA CENTRAL OCCIDENTAL
111085	12	4	HUAMANTANGA	LIMA	CANTA	HUAMANTANGA	-76.75	-11.5	3392	SIERRA CENTRAL OCCIDENTAL
111086	1	1	SANTA-EULALIA	LIMA	HUAROCHIRI	SANTA EULALIA	-76.66663889	-11.92	970	COSTA CENTRO
111086	2	1	SANTA-EULALIA	LIMA	HUAROCHIRI	SANTA EULALIA	-76.66663889	-11.92	970	COSTA CENTRO
111086	3	1	SANTA-EULALIA	LIMA	HUAROCHIRI	SANTA EULALIA	-76.66663889	-11.92	970	COSTA CENTRO
111086	4	0	SANTA-EULALIA	LIMA	HUAROCHIRI	SANTA EULALIA	-76.66663889	-11.92	970	COSTA CENTRO
111086	5	0	SANTA-EULALIA	LIMA	HUAROCHIRI	SANTA EULALIA	-76.66663889	-11.92	970	COSTA CENTRO
111086	6	0	SANTA-EULALIA	LIMA	HUAROCHIRI	SANTA EULALIA	-76.66663889	-11.92	970	COSTA CENTRO
111086	7	0	SANTA-EULALIA	LIMA	HUAROCHIRI	SANTA EULALIA	-76.66663889	-11.92	970	COSTA CENTRO
111086	8	0	SANTA-EULALIA	LIMA	HUAROCHIRI	SANTA EULALIA	-76.66663889	-11.92	970	COSTA CENTRO
111086	9	0	SANTA-EULALIA	LIMA	HUAROCHIRI	SANTA EULALIA	-76.66663889	-11.92	970	COSTA CENTRO
111086	10	0	SANTA-EULALIA	LIMA	HUAROCHIRI	SANTA EULALIA	-76.66663889	-11.92	970	COSTA CENTRO
111086	11	0	SANTA-EULALIA	LIMA	HUAROCHIRI	SANTA EULALIA	-76.66663889	-11.92	970	COSTA CENTRO
111086	12	0	SANTA-EULALIA	LIMA	HUAROCHIRI	SANTA EULALIA	-76.66663889	-11.92	970	COSTA CENTRO
111087	1	9	PIRCA	LIMA	HUARAL	ATAVILLOS ALTO	-76.65513333	-11.23280278	3342	SIERRA CENTRAL OCCIDENTAL
111087	2	9	PIRCA	LIMA	HUARAL	ATAVILLOS ALTO	-76.65513333	-11.23280278	3342	SIERRA CENTRAL OCCIDENTAL
111087	3	12	PIRCA	LIMA	HUARAL	ATAVILLOS ALTO	-76.65513333	-11.23280278	3342	SIERRA CENTRAL OCCIDENTAL
111087	4	5	PIRCA	LIMA	HUARAL	ATAVILLOS ALTO	-76.65513333	-11.23280278	3342	SIERRA CENTRAL OCCIDENTAL
111087	5	2	PIRCA	LIMA	HUARAL	ATAVILLOS ALTO	-76.65513333	-11.23280278	3342	SIERRA CENTRAL OCCIDENTAL
111087	6	0	PIRCA	LIMA	HUARAL	ATAVILLOS ALTO	-76.65513333	-11.23280278	3342	SIERRA CENTRAL OCCIDENTAL
111087	7	0	PIRCA	LIMA	HUARAL	ATAVILLOS ALTO	-76.65513333	-11.23280278	3342	SIERRA CENTRAL OCCIDENTAL
111087	8	0	PIRCA	LIMA	HUARAL	ATAVILLOS ALTO	-76.65513333	-11.23280278	3342	SIERRA CENTRAL OCCIDENTAL
111087	9	2	PIRCA	LIMA	HUARAL	ATAVILLOS ALTO	-76.65513333	-11.23280278	3342	SIERRA CENTRAL OCCIDENTAL
111087	10	3	PIRCA	LIMA	HUARAL	ATAVILLOS ALTO	-76.65513333	-11.23280278	3342	SIERRA CENTRAL OCCIDENTAL
111087	11	5	PIRCA	LIMA	HUARAL	ATAVILLOS ALTO	-76.65513333	-11.23280278	3342	SIERRA CENTRAL OCCIDENTAL
111087	12	8	PIRCA	LIMA	HUARAL	ATAVILLOS ALTO	-76.65513333	-11.23280278	3342	SIERRA CENTRAL OCCIDENTAL
111089	1	8	HUAROS	LIMA	CANTA	HUAROS	-76.57580278	-11.40743056	3569	SIERRA CENTRAL OCCIDENTAL
111089	2	9	HUAROS	LIMA	CANTA	HUAROS	-76.57580278	-11.40743056	3569	SIERRA CENTRAL OCCIDENTAL
111089	3	10	HUAROS	LIMA	CANTA	HUAROS	-76.57580278	-11.40743056	3569	SIERRA CENTRAL OCCIDENTAL
111089	4	4	HUAROS	LIMA	CANTA	HUAROS	-76.57580278	-11.40743056	3569	SIERRA CENTRAL OCCIDENTAL
111089	5	1	HUAROS	LIMA	CANTA	HUAROS	-76.57580278	-11.40743056	3569	SIERRA CENTRAL OCCIDENTAL
111089	6	0	HUAROS	LIMA	CANTA	HUAROS	-76.57580278	-11.40743056	3569	SIERRA CENTRAL OCCIDENTAL
111089	7	0	HUAROS	LIMA	CANTA	HUAROS	-76.57580278	-11.40743056	3569	SIERRA CENTRAL OCCIDENTAL
111089	8	0	HUAROS	LIMA	CANTA	HUAROS	-76.57580278	-11.40743056	3569	SIERRA CENTRAL OCCIDENTAL
111089	9	2	HUAROS	LIMA	CANTA	HUAROS	-76.57580278	-11.40743056	3569	SIERRA CENTRAL OCCIDENTAL
111089	10	3	HUAROS	LIMA	CANTA	HUAROS	-76.57580278	-11.40743056	3569	SIERRA CENTRAL OCCIDENTAL
111089	11	5	HUAROS	LIMA	CANTA	HUAROS	-76.57580278	-11.40743056	3569	SIERRA CENTRAL OCCIDENTAL
111089	12	7	HUAROS	LIMA	CANTA	HUAROS	-76.57580278	-11.40743056	3569	SIERRA CENTRAL OCCIDENTAL
111091	1	7	CARAMPOMA	LIMA	HUAROCHIRI	CARAMPOMA	-76.51513611	-11.65502778	3424	SIERRA CENTRAL OCCIDENTAL
111091	2	7	CARAMPOMA	LIMA	HUAROCHIRI	CARAMPOMA	-76.51513611	-11.65502778	3424	SIERRA CENTRAL OCCIDENTAL
111091	3	9	CARAMPOMA	LIMA	HUAROCHIRI	CARAMPOMA	-76.51513611	-11.65502778	3424	SIERRA CENTRAL OCCIDENTAL
111091	4	4	CARAMPOMA	LIMA	HUAROCHIRI	CARAMPOMA	-76.51513611	-11.65502778	3424	SIERRA CENTRAL OCCIDENTAL
111091	5	1	CARAMPOMA	LIMA	HUAROCHIRI	CARAMPOMA	-76.51513611	-11.65502778	3424	SIERRA CENTRAL OCCIDENTAL
111091	6	0	CARAMPOMA	LIMA	HUAROCHIRI	CARAMPOMA	-76.51513611	-11.65502778	3424	SIERRA CENTRAL OCCIDENTAL
111091	7	0	CARAMPOMA	LIMA	HUAROCHIRI	CARAMPOMA	-76.51513611	-11.65502778	3424	SIERRA CENTRAL OCCIDENTAL
111091	8	0	CARAMPOMA	LIMA	HUAROCHIRI	CARAMPOMA	-76.51513611	-11.65502778	3424	SIERRA CENTRAL OCCIDENTAL
111091	9	1	CARAMPOMA	LIMA	HUAROCHIRI	CARAMPOMA	-76.51513611	-11.65502778	3424	SIERRA CENTRAL OCCIDENTAL
111091	10	2	CARAMPOMA	LIMA	HUAROCHIRI	CARAMPOMA	-76.51513611	-11.65502778	3424	SIERRA CENTRAL OCCIDENTAL
111091	11	3	CARAMPOMA	LIMA	HUAROCHIRI	CARAMPOMA	-76.51513611	-11.65502778	3424	SIERRA CENTRAL OCCIDENTAL
111091	12	6	CARAMPOMA	LIMA	HUAROCHIRI	CARAMPOMA	-76.51513611	-11.65502778	3424	SIERRA CENTRAL OCCIDENTAL
111092	1	5	SANTIAGO_DE_TUNA	LIMA	HUAROCHIRI	SANTIAGO DE TUNA	-76.52414722	-11.98311111	2924	SIERRA CENTRAL OCCIDENTAL
111092	2	6	SANTIAGO_DE_TUNA	LIMA	HUAROCHIRI	SANTIAGO DE TUNA	-76.52414722	-11.98311111	2924	SIERRA CENTRAL OCCIDENTAL
111092	3	8	SANTIAGO_DE_TUNA	LIMA	HUAROCHIRI	SANTIAGO DE TUNA	-76.52414722	-11.98311111	2924	SIERRA CENTRAL OCCIDENTAL
111092	4	3	SANTIAGO_DE_TUNA	LIMA	HUAROCHIRI	SANTIAGO DE TUNA	-76.52414722	-11.98311111	2924	SIERRA CENTRAL OCCIDENTAL
111092	5	1	SANTIAGO_DE_TUNA	LIMA	HUAROCHIRI	SANTIAGO DE TUNA	-76.52414722	-11.98311111	2924	SIERRA CENTRAL OCCIDENTAL
111092	6	0	SANTIAGO_DE_TUNA	LIMA	HUAROCHIRI	SANTIAGO DE TUNA	-76.52414722	-11.98311111	2924	SIERRA CENTRAL OCCIDENTAL
111092	7	0	SANTIAGO_DE_TUNA	LIMA	HUAROCHIRI	SANTIAGO DE TUNA	-76.52414722	-11.98311111	2924	SIERRA CENTRAL OCCIDENTAL
111092	8	0	SANTIAGO_DE_TUNA	LIMA	HUAROCHIRI	SANTIAGO DE TUNA	-76.52414722	-11.98311111	2924	SIERRA CENTRAL OCCIDENTAL
111092	9	0	SANTIAGO_DE_TUNA	LIMA	HUAROCHIRI	SANTIAGO DE TUNA	-76.52414722	-11.98311111	2924	SIERRA CENTRAL OCCIDENTAL
111092	10	1	SANTIAGO_DE_TUNA	LIMA	HUAROCHIRI	SANTIAGO DE TUNA	-76.52414722	-11.98311111	2924	SIERRA CENTRAL OCCIDENTAL
111092	11	1	SANTIAGO_DE_TUNA	LIMA	HUAROCHIRI	SANTIAGO DE TUNA	-76.52414722	-11.98311111	2924	SIERRA CENTRAL OCCIDENTAL
111092	12	3	SANTIAGO_DE_TUNA	LIMA	HUAROCHIRI	SANTIAGO DE TUNA	-76.52414722	-11.98311111	2924	SIERRA CENTRAL OCCIDENTAL
111093	1	9	Jose-de-Parac	LIMA	HUAROCHIRI	SAN MATEO	-76.25811111	-11.800525	3829	SIERRA CENTRAL OCCIDENTAL
111093	2	10	Jose-de-Parac	LIMA	HUAROCHIRI	SAN MATEO	-76.25811111	-11.800525	3829	SIERRA CENTRAL OCCIDENTAL
111093	3	11	Jose-de-Parac	LIMA	HUAROCHIRI	SAN MATEO	-76.25811111	-11.800525	3829	SIERRA CENTRAL OCCIDENTAL
111093	4	5	Jose-de-Parac	LIMA	HUAROCHIRI	SAN MATEO	-76.25811111	-11.800525	3829	SIERRA CENTRAL OCCIDENTAL
111093	5	1	Jose-de-Parac	LIMA	HUAROCHIRI	SAN MATEO	-76.25811111	-11.800525	3829	SIERRA CENTRAL OCCIDENTAL
111093	6	1	Jose-de-Parac	LIMA	HUAROCHIRI	SAN MATEO	-76.25811111	-11.800525	3829	SIERRA CENTRAL OCCIDENTAL
111093	7	0	Jose-de-Parac	LIMA	HUAROCHIRI	SAN MATEO	-76.25811111	-11.800525	3829	SIERRA CENTRAL OCCIDENTAL
111093	8	1	Jose-de-Parac	LIMA	HUAROCHIRI	SAN MATEO	-76.25811111	-11.800525	3829	SIERRA CENTRAL OCCIDENTAL
111093	9	2	Jose-de-Parac	LIMA	HUAROCHIRI	SAN MATEO	-76.25811111	-11.800525	3829	SIERRA CENTRAL OCCIDENTAL
111093	10	4	Jose-de-Parac	LIMA	HUAROCHIRI	SAN MATEO	-76.25811111	-11.800525	3829	SIERRA CENTRAL OCCIDENTAL
