Código	Mes	CWD	Estación	Departamento	Provincia	Distrito	Longitud	Latitud	Altitud (msnm)	Sector
106019	11	5	LLAPA	CAJAMARCA	SAN MIGUEL	LLAPA	-78.8111111	-6.97833333	2951	SIERRA NORTE OCCIDENTAL
106019	12	6	LLAPA	CAJAMARCA	SAN MIGUEL	LLAPA	-78.8111111	-6.97833333	2951	SIERRA NORTE OCCIDENTAL
106022	1	3	CHANCAY-BAÑOS	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS	-78.86722222	-6.575	1638	SIERRA NORTE OCCIDENTAL
106022	2	4	CHANCAY-BAÑOS	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS	-78.86722222	-6.575	1638	SIERRA NORTE OCCIDENTAL
106022	3	6	CHANCAY-BAÑOS	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS	-78.86722222	-6.575	1638	SIERRA NORTE OCCIDENTAL
106022	4	4	CHANCAY-BAÑOS	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS	-78.86722222	-6.575	1638	SIERRA NORTE OCCIDENTAL
106022	5	3	CHANCAY-BAÑOS	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS	-78.86722222	-6.575	1638	SIERRA NORTE OCCIDENTAL
106022	6	1	CHANCAY-BAÑOS	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS	-78.86722222	-6.575	1638	SIERRA NORTE OCCIDENTAL
106022	7	1	CHANCAY-BAÑOS	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS	-78.86722222	-6.575	1638	SIERRA NORTE OCCIDENTAL
106022	8	2	CHANCAY-BAÑOS	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS	-78.86722222	-6.575	1638	SIERRA NORTE OCCIDENTAL
106022	9	2	CHANCAY-BAÑOS	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS	-78.86722222	-6.575	1638	SIERRA NORTE OCCIDENTAL
106022	10	4	CHANCAY-BAÑOS	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS	-78.86722222	-6.575	1638	SIERRA NORTE OCCIDENTAL
106022	11	3	CHANCAY-BAÑOS	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS	-78.86722222	-6.575	1638	SIERRA NORTE OCCIDENTAL
106022	12	3	CHANCAY-BAÑOS	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS	-78.86722222	-6.575	1638	SIERRA NORTE OCCIDENTAL
106032	1	4	SAPOSOA	SAN MARTIN	HUALLAGA	SAPOSOA	-76.76822778	-6.943130556	308	SELVA NORTE BAJA
106032	2	4	SAPOSOA	SAN MARTIN	HUALLAGA	SAPOSOA	-76.76822778	-6.943130556	308	SELVA NORTE BAJA
106032	3	4	SAPOSOA	SAN MARTIN	HUALLAGA	SAPOSOA	-76.76822778	-6.943130556	308	SELVA NORTE BAJA
106032	4	4	SAPOSOA	SAN MARTIN	HUALLAGA	SAPOSOA	-76.76822778	-6.943130556	308	SELVA NORTE BAJA
106032	5	3	SAPOSOA	SAN MARTIN	HUALLAGA	SAPOSOA	-76.76822778	-6.943130556	308	SELVA NORTE BAJA
106032	6	2	SAPOSOA	SAN MARTIN	HUALLAGA	SAPOSOA	-76.76822778	-6.943130556	308	SELVA NORTE BAJA
106032	7	2	SAPOSOA	SAN MARTIN	HUALLAGA	SAPOSOA	-76.76822778	-6.943130556	308	SELVA NORTE BAJA
106032	8	2	SAPOSOA	SAN MARTIN	HUALLAGA	SAPOSOA	-76.76822778	-6.943130556	308	SELVA NORTE BAJA
106032	9	2	SAPOSOA	SAN MARTIN	HUALLAGA	SAPOSOA	-76.76822778	-6.943130556	308	SELVA NORTE BAJA
106032	10	3	SAPOSOA	SAN MARTIN	HUALLAGA	SAPOSOA	-76.76822778	-6.943130556	308	SELVA NORTE BAJA
106032	11	3	SAPOSOA	SAN MARTIN	HUALLAGA	SAPOSOA	-76.76822778	-6.943130556	308	SELVA NORTE BAJA
106032	12	4	SAPOSOA	SAN MARTIN	HUALLAGA	SAPOSOA	-76.76822778	-6.943130556	308	SELVA NORTE BAJA
106034	1	4	CHOTA	CAJAMARCA	CHOTA	CHOTA	-78.64863056	-6.547127778	2468	SIERRA NORTE ORIENTAL
106034	2	5	CHOTA	CAJAMARCA	CHOTA	CHOTA	-78.64863056	-6.547127778	2468	SIERRA NORTE ORIENTAL
106034	3	7	CHOTA	CAJAMARCA	CHOTA	CHOTA	-78.64863056	-6.547127778	2468	SIERRA NORTE ORIENTAL
106034	4	5	CHOTA	CAJAMARCA	CHOTA	CHOTA	-78.64863056	-6.547127778	2468	SIERRA NORTE ORIENTAL
106034	5	4	CHOTA	CAJAMARCA	CHOTA	CHOTA	-78.64863056	-6.547127778	2468	SIERRA NORTE ORIENTAL
106034	6	2	CHOTA	CAJAMARCA	CHOTA	CHOTA	-78.64863056	-6.547127778	2468	SIERRA NORTE ORIENTAL
106034	7	2	CHOTA	CAJAMARCA	CHOTA	CHOTA	-78.64863056	-6.547127778	2468	SIERRA NORTE ORIENTAL
106034	8	1	CHOTA	CAJAMARCA	CHOTA	CHOTA	-78.64863056	-6.547127778	2468	SIERRA NORTE ORIENTAL
106034	9	3	CHOTA	CAJAMARCA	CHOTA	CHOTA	-78.64863056	-6.547127778	2468	SIERRA NORTE ORIENTAL
106034	10	6	CHOTA	CAJAMARCA	CHOTA	CHOTA	-78.64863056	-6.547127778	2468	SIERRA NORTE ORIENTAL
106034	11	5	CHOTA	CAJAMARCA	CHOTA	CHOTA	-78.64863056	-6.547127778	2468	SIERRA NORTE ORIENTAL
106034	12	5	CHOTA	CAJAMARCA	CHOTA	CHOTA	-78.64863056	-6.547127778	2468	SIERRA NORTE ORIENTAL
106036	1	1	SIPAN	LAMBAYEQUE	CHICLAYO	SAÑA	-79.60001944	-6.801411111	87	COSTA NORTE
106036	2	2	SIPAN	LAMBAYEQUE	CHICLAYO	SAÑA	-79.60001944	-6.801411111	87	COSTA NORTE
106036	3	2	SIPAN	LAMBAYEQUE	CHICLAYO	SAÑA	-79.60001944	-6.801411111	87	COSTA NORTE
106036	4	1	SIPAN	LAMBAYEQUE	CHICLAYO	SAÑA	-79.60001944	-6.801411111	87	COSTA NORTE
106036	5	0	SIPAN	LAMBAYEQUE	CHICLAYO	SAÑA	-79.60001944	-6.801411111	87	COSTA NORTE
106036	6	0	SIPAN	LAMBAYEQUE	CHICLAYO	SAÑA	-79.60001944	-6.801411111	87	COSTA NORTE
106036	7	0	SIPAN	LAMBAYEQUE	CHICLAYO	SAÑA	-79.60001944	-6.801411111	87	COSTA NORTE
106036	8	0	SIPAN	LAMBAYEQUE	CHICLAYO	SAÑA	-79.60001944	-6.801411111	87	COSTA NORTE
106036	9	0	SIPAN	LAMBAYEQUE	CHICLAYO	SAÑA	-79.60001944	-6.801411111	87	COSTA NORTE
106036	10	0	SIPAN	LAMBAYEQUE	CHICLAYO	SAÑA	-79.60001944	-6.801411111	87	COSTA NORTE
106036	11	0	SIPAN	LAMBAYEQUE	CHICLAYO	SAÑA	-79.60001944	-6.801411111	87	COSTA NORTE
106036	12	1	SIPAN	LAMBAYEQUE	CHICLAYO	SAÑA	-79.60001944	-6.801411111	87	COSTA NORTE
106037	1	4	INCAHUASI	LAMBAYEQUE	FERREÑAFE	INCAHUASI	-79.31805556	-6.233888889	3052	SIERRA NORTE OCCIDENTAL
106037	2	5	INCAHUASI	LAMBAYEQUE	FERREÑAFE	INCAHUASI	-79.31805556	-6.233888889	3052	SIERRA NORTE OCCIDENTAL
106037	3	5	INCAHUASI	LAMBAYEQUE	FERREÑAFE	INCAHUASI	-79.31805556	-6.233888889	3052	SIERRA NORTE OCCIDENTAL
106037	4	4	INCAHUASI	LAMBAYEQUE	FERREÑAFE	INCAHUASI	-79.31805556	-6.233888889	3052	SIERRA NORTE OCCIDENTAL
106037	5	3	INCAHUASI	LAMBAYEQUE	FERREÑAFE	INCAHUASI	-79.31805556	-6.233888889	3052	SIERRA NORTE OCCIDENTAL
106037	6	1	INCAHUASI	LAMBAYEQUE	FERREÑAFE	INCAHUASI	-79.31805556	-6.233888889	3052	SIERRA NORTE OCCIDENTAL
106037	7	1	INCAHUASI	LAMBAYEQUE	FERREÑAFE	INCAHUASI	-79.31805556	-6.233888889	3052	SIERRA NORTE OCCIDENTAL
106037	8	1	INCAHUASI	LAMBAYEQUE	FERREÑAFE	INCAHUASI	-79.31805556	-6.233888889	3052	SIERRA NORTE OCCIDENTAL
106037	9	2	INCAHUASI	LAMBAYEQUE	FERREÑAFE	INCAHUASI	-79.31805556	-6.233888889	3052	SIERRA NORTE OCCIDENTAL
106037	10	3	INCAHUASI	LAMBAYEQUE	FERREÑAFE	INCAHUASI	-79.31805556	-6.233888889	3052	SIERRA NORTE OCCIDENTAL
106037	11	3	INCAHUASI	LAMBAYEQUE	FERREÑAFE	INCAHUASI	-79.31805556	-6.233888889	3052	SIERRA NORTE OCCIDENTAL
106037	12	3	INCAHUASI	LAMBAYEQUE	FERREÑAFE	INCAHUASI	-79.31805556	-6.233888889	3052	SIERRA NORTE OCCIDENTAL
106038	1	7	SAN-MIGUEL-(CAJAMARCA)	CAJAMARCA	SAN MIGUEL	SAN MIGUEL	-78.85308	-6.99684	2666	SIERRA NORTE OCCIDENTAL
106038	2	9	SAN-MIGUEL-(CAJAMARCA)	CAJAMARCA	SAN MIGUEL	SAN MIGUEL	-78.85308	-6.99684	2666	SIERRA NORTE OCCIDENTAL
106038	3	11	SAN-MIGUEL-(CAJAMARCA)	CAJAMARCA	SAN MIGUEL	SAN MIGUEL	-78.85308	-6.99684	2666	SIERRA NORTE OCCIDENTAL
106038	4	6	SAN-MIGUEL-(CAJAMARCA)	CAJAMARCA	SAN MIGUEL	SAN MIGUEL	-78.85308	-6.99684	2666	SIERRA NORTE OCCIDENTAL
106038	5	3	SAN-MIGUEL-(CAJAMARCA)	CAJAMARCA	SAN MIGUEL	SAN MIGUEL	-78.85308	-6.99684	2666	SIERRA NORTE OCCIDENTAL
106038	6	1	SAN-MIGUEL-(CAJAMARCA)	CAJAMARCA	SAN MIGUEL	SAN MIGUEL	-78.85308	-6.99684	2666	SIERRA NORTE OCCIDENTAL
106038	7	0	SAN-MIGUEL-(CAJAMARCA)	CAJAMARCA	SAN MIGUEL	SAN MIGUEL	-78.85308	-6.99684	2666	SIERRA NORTE OCCIDENTAL
106038	8	1	SAN-MIGUEL-(CAJAMARCA)	CAJAMARCA	SAN MIGUEL	SAN MIGUEL	-78.85308	-6.99684	2666	SIERRA NORTE OCCIDENTAL
106038	9	2	SAN-MIGUEL-(CAJAMARCA)	CAJAMARCA	SAN MIGUEL	SAN MIGUEL	-78.85308	-6.99684	2666	SIERRA NORTE OCCIDENTAL
106038	10	5	SAN-MIGUEL-(CAJAMARCA)	CAJAMARCA	SAN MIGUEL	SAN MIGUEL	-78.85308	-6.99684	2666	SIERRA NORTE OCCIDENTAL
106038	11	4	SAN-MIGUEL-(CAJAMARCA)	CAJAMARCA	SAN MIGUEL	SAN MIGUEL	-78.85308	-6.99684	2666	SIERRA NORTE OCCIDENTAL
106038	12	6	SAN-MIGUEL-(CAJAMARCA)	CAJAMARCA	SAN MIGUEL	SAN MIGUEL	-78.85308	-6.99684	2666	SIERRA NORTE OCCIDENTAL
106039	1	6	QUILCATE	CAJAMARCA	SAN MIGUEL	CATILLUC	-78.744	-6.82275	3076	SIERRA NORTE OCCIDENTAL
106039	2	8	QUILCATE	CAJAMARCA	SAN MIGUEL	CATILLUC	-78.744	-6.82275	3076	SIERRA NORTE OCCIDENTAL
106039	3	10	QUILCATE	CAJAMARCA	SAN MIGUEL	CATILLUC	-78.744	-6.82275	3076	SIERRA NORTE OCCIDENTAL
106039	4	6	QUILCATE	CAJAMARCA	SAN MIGUEL	CATILLUC	-78.744	-6.82275	3076	SIERRA NORTE OCCIDENTAL
106039	5	5	QUILCATE	CAJAMARCA	SAN MIGUEL	CATILLUC	-78.744	-6.82275	3076	SIERRA NORTE OCCIDENTAL
106039	6	3	QUILCATE	CAJAMARCA	SAN MIGUEL	CATILLUC	-78.744	-6.82275	3076	SIERRA NORTE OCCIDENTAL
106039	7	2	QUILCATE	CAJAMARCA	SAN MIGUEL	CATILLUC	-78.744	-6.82275	3076	SIERRA NORTE OCCIDENTAL
106039	8	2	QUILCATE	CAJAMARCA	SAN MIGUEL	CATILLUC	-78.744	-6.82275	3076	SIERRA NORTE OCCIDENTAL
106039	9	5	QUILCATE	CAJAMARCA	SAN MIGUEL	CATILLUC	-78.744	-6.82275	3076	SIERRA NORTE OCCIDENTAL
106039	10	7	QUILCATE	CAJAMARCA	SAN MIGUEL	CATILLUC	-78.744	-6.82275	3076	SIERRA NORTE OCCIDENTAL
106039	11	6	QUILCATE	CAJAMARCA	SAN MIGUEL	CATILLUC	-78.744	-6.82275	3076	SIERRA NORTE OCCIDENTAL
106039	12	7	QUILCATE	CAJAMARCA	SAN MIGUEL	CATILLUC	-78.744	-6.82275	3076	SIERRA NORTE OCCIDENTAL
106040	1	3	EL-PORVENIR	SAN MARTIN	SAN MARTIN	JUAN GUERRA	-76.31825	-6.589027778	223	SELVA NORTE BAJA
106040	2	4	EL-PORVENIR	SAN MARTIN	SAN MARTIN	JUAN GUERRA	-76.31825	-6.589027778	223	SELVA NORTE BAJA
106040	3	4	EL-PORVENIR	SAN MARTIN	SAN MARTIN	JUAN GUERRA	-76.31825	-6.589027778	223	SELVA NORTE BAJA
106040	4	4	EL-PORVENIR	SAN MARTIN	SAN MARTIN	JUAN GUERRA	-76.31825	-6.589027778	223	SELVA NORTE BAJA
106040	5	3	EL-PORVENIR	SAN MARTIN	SAN MARTIN	JUAN GUERRA	-76.31825	-6.589027778	223	SELVA NORTE BAJA
106040	6	3	EL-PORVENIR	SAN MARTIN	SAN MARTIN	JUAN GUERRA	-76.31825	-6.589027778	223	SELVA NORTE BAJA
106040	7	2	EL-PORVENIR	SAN MARTIN	SAN MARTIN	JUAN GUERRA	-76.31825	-6.589027778	223	SELVA NORTE BAJA
106040	8	2	EL-PORVENIR	SAN MARTIN	SAN MARTIN	JUAN GUERRA	-76.31825	-6.589027778	223	SELVA NORTE BAJA
106040	9	2	EL-PORVENIR	SAN MARTIN	SAN MARTIN	JUAN GUERRA	-76.31825	-6.589027778	223	SELVA NORTE BAJA
106040	10	3	EL-PORVENIR	SAN MARTIN	SAN MARTIN	JUAN GUERRA	-76.31825	-6.589027778	223	SELVA NORTE BAJA
106040	11	3	EL-PORVENIR	SAN MARTIN	SAN MARTIN	JUAN GUERRA	-76.31825	-6.589027778	223	SELVA NORTE BAJA
106040	12	3	EL-PORVENIR	SAN MARTIN	SAN MARTIN	JUAN GUERRA	-76.31825	-6.589027778	223	SELVA NORTE BAJA
106042	1	1	CAYALTI	LAMBAYEQUE	CHICLAYO	CAYALTI	-79.54701389	-6.880794444	90	COSTA NORTE
106042	2	1	CAYALTI	LAMBAYEQUE	CHICLAYO	CAYALTI	-79.54701389	-6.880794444	90	COSTA NORTE
106042	3	2	CAYALTI	LAMBAYEQUE	CHICLAYO	CAYALTI	-79.54701389	-6.880794444	90	COSTA NORTE
106042	4	1	CAYALTI	LAMBAYEQUE	CHICLAYO	CAYALTI	-79.54701389	-6.880794444	90	COSTA NORTE
106042	5	0	CAYALTI	LAMBAYEQUE	CHICLAYO	CAYALTI	-79.54701389	-6.880794444	90	COSTA NORTE
106042	6	0	CAYALTI	LAMBAYEQUE	CHICLAYO	CAYALTI	-79.54701389	-6.880794444	90	COSTA NORTE
106042	7	1	CAYALTI	LAMBAYEQUE	CHICLAYO	CAYALTI	-79.54701389	-6.880794444	90	COSTA NORTE
106042	8	0	CAYALTI	LAMBAYEQUE	CHICLAYO	CAYALTI	-79.54701389	-6.880794444	90	COSTA NORTE
106042	9	0	CAYALTI	LAMBAYEQUE	CHICLAYO	CAYALTI	-79.54701389	-6.880794444	90	COSTA NORTE
106042	10	1	CAYALTI	LAMBAYEQUE	CHICLAYO	CAYALTI	-79.54701389	-6.880794444	90	COSTA NORTE
106042	11	0	CAYALTI	LAMBAYEQUE	CHICLAYO	CAYALTI	-79.54701389	-6.880794444	90	COSTA NORTE
106042	12	0	CAYALTI	LAMBAYEQUE	CHICLAYO	CAYALTI	-79.54701389	-6.880794444	90	COSTA NORTE
106043	1	3	TABALOSOS	SAN MARTIN	LAMAS	TABALOSOS	-76.62533333	-6.395333333	486	SELVA NORTE BAJA
106043	2	4	TABALOSOS	SAN MARTIN	LAMAS	TABALOSOS	-76.62533333	-6.395333333	486	SELVA NORTE BAJA
106043	3	4	TABALOSOS	SAN MARTIN	LAMAS	TABALOSOS	-76.62533333	-6.395333333	486	SELVA NORTE BAJA
106043	4	4	TABALOSOS	SAN MARTIN	LAMAS	TABALOSOS	-76.62533333	-6.395333333	486	SELVA NORTE BAJA
106043	5	3	TABALOSOS	SAN MARTIN	LAMAS	TABALOSOS	-76.62533333	-6.395333333	486	SELVA NORTE BAJA
106043	6	3	TABALOSOS	SAN MARTIN	LAMAS	TABALOSOS	-76.62533333	-6.395333333	486	SELVA NORTE BAJA
106043	7	3	TABALOSOS	SAN MARTIN	LAMAS	TABALOSOS	-76.62533333	-6.395333333	486	SELVA NORTE BAJA
106043	8	3	TABALOSOS	SAN MARTIN	LAMAS	TABALOSOS	-76.62533333	-6.395333333	486	SELVA NORTE BAJA
106043	9	3	TABALOSOS	SAN MARTIN	LAMAS	TABALOSOS	-76.62533333	-6.395333333	486	SELVA NORTE BAJA
106043	10	4	TABALOSOS	SAN MARTIN	LAMAS	TABALOSOS	-76.62533333	-6.395333333	486	SELVA NORTE BAJA
106043	11	3	TABALOSOS	SAN MARTIN	LAMAS	TABALOSOS	-76.62533333	-6.395333333	486	SELVA NORTE BAJA
106043	12	3	TABALOSOS	SAN MARTIN	LAMAS	TABALOSOS	-76.62533333	-6.395333333	486	SELVA NORTE BAJA
106046	1	1	REQUE	LAMBAYEQUE	CHICLAYO	REQUE	-79.8355	-6.886130556	13	COSTA NORTE
106046	2	1	REQUE	LAMBAYEQUE	CHICLAYO	REQUE	-79.8355	-6.886130556	13	COSTA NORTE
106046	3	1	REQUE	LAMBAYEQUE	CHICLAYO	REQUE	-79.8355	-6.886130556	13	COSTA NORTE
106046	4	0	REQUE	LAMBAYEQUE	CHICLAYO	REQUE	-79.8355	-6.886130556	13	COSTA NORTE
106046	5	0	REQUE	LAMBAYEQUE	CHICLAYO	REQUE	-79.8355	-6.886130556	13	COSTA NORTE
106046	6	0	REQUE	LAMBAYEQUE	CHICLAYO	REQUE	-79.8355	-6.886130556	13	COSTA NORTE
106046	7	0	REQUE	LAMBAYEQUE	CHICLAYO	REQUE	-79.8355	-6.886130556	13	COSTA NORTE
106046	8	0	REQUE	LAMBAYEQUE	CHICLAYO	REQUE	-79.8355	-6.886130556	13	COSTA NORTE
106046	9	0	REQUE	LAMBAYEQUE	CHICLAYO	REQUE	-79.8355	-6.886130556	13	COSTA NORTE
106046	10	0	REQUE	LAMBAYEQUE	CHICLAYO	REQUE	-79.8355	-6.886130556	13	COSTA NORTE
106046	11	0	REQUE	LAMBAYEQUE	CHICLAYO	REQUE	-79.8355	-6.886130556	13	COSTA NORTE
106046	12	0	REQUE	LAMBAYEQUE	CHICLAYO	REQUE	-79.8355	-6.886130556	13	COSTA NORTE
106047	1	1	JAYANCA-(LA-VIÑA)	LAMBAYEQUE	LAMBAYEQUE	JAYANCA	-79.76869167	-6.331591667	78	COSTA NORTE
106047	2	2	JAYANCA-(LA-VIÑA)	LAMBAYEQUE	LAMBAYEQUE	JAYANCA	-79.76869167	-6.331591667	78	COSTA NORTE
106047	3	3	JAYANCA-(LA-VIÑA)	LAMBAYEQUE	LAMBAYEQUE	JAYANCA	-79.76869167	-6.331591667	78	COSTA NORTE
106047	4	1	JAYANCA-(LA-VIÑA)	LAMBAYEQUE	LAMBAYEQUE	JAYANCA	-79.76869167	-6.331591667	78	COSTA NORTE
106047	5	1	JAYANCA-(LA-VIÑA)	LAMBAYEQUE	LAMBAYEQUE	JAYANCA	-79.76869167	-6.331591667	78	COSTA NORTE
106047	6	2	JAYANCA-(LA-VIÑA)	LAMBAYEQUE	LAMBAYEQUE	JAYANCA	-79.76869167	-6.331591667	78	COSTA NORTE
106047	7	0	JAYANCA-(LA-VIÑA)	LAMBAYEQUE	LAMBAYEQUE	JAYANCA	-79.76869167	-6.331591667	78	COSTA NORTE
106047	8	0	JAYANCA-(LA-VIÑA)	LAMBAYEQUE	LAMBAYEQUE	JAYANCA	-79.76869167	-6.331591667	78	COSTA NORTE
106047	9	0	JAYANCA-(LA-VIÑA)	LAMBAYEQUE	LAMBAYEQUE	JAYANCA	-79.76869167	-6.331591667	78	COSTA NORTE
106047	10	0	JAYANCA-(LA-VIÑA)	LAMBAYEQUE	LAMBAYEQUE	JAYANCA	-79.76869167	-6.331591667	78	COSTA NORTE
106047	11	2	JAYANCA-(LA-VIÑA)	LAMBAYEQUE	LAMBAYEQUE	JAYANCA	-79.76869167	-6.331591667	78	COSTA NORTE
106047	12	1	JAYANCA-(LA-VIÑA)	LAMBAYEQUE	LAMBAYEQUE	JAYANCA	-79.76869167	-6.331591667	78	COSTA NORTE
106049	1	2	TINAJONES	LAMBAYEQUE	CHICLAYO	CHONGOYAPE	-79.42789722	-6.654930556	182	COSTA NORTE
106049	2	3	TINAJONES	LAMBAYEQUE	CHICLAYO	CHONGOYAPE	-79.42789722	-6.654930556	182	COSTA NORTE
106049	3	4	TINAJONES	LAMBAYEQUE	CHICLAYO	CHONGOYAPE	-79.42789722	-6.654930556	182	COSTA NORTE
106049	4	1	TINAJONES	LAMBAYEQUE	CHICLAYO	CHONGOYAPE	-79.42789722	-6.654930556	182	COSTA NORTE
106049	5	1	TINAJONES	LAMBAYEQUE	CHICLAYO	CHONGOYAPE	-79.42789722	-6.654930556	182	COSTA NORTE
106049	6	0	TINAJONES	LAMBAYEQUE	CHICLAYO	CHONGOYAPE	-79.42789722	-6.654930556	182	COSTA NORTE
106049	7	0	TINAJONES	LAMBAYEQUE	CHICLAYO	CHONGOYAPE	-79.42789722	-6.654930556	182	COSTA NORTE
106049	8	0	TINAJONES	LAMBAYEQUE	CHICLAYO	CHONGOYAPE	-79.42789722	-6.654930556	182	COSTA NORTE
106049	9	0	TINAJONES	LAMBAYEQUE	CHICLAYO	CHONGOYAPE	-79.42789722	-6.654930556	182	COSTA NORTE
106049	10	0	TINAJONES	LAMBAYEQUE	CHICLAYO	CHONGOYAPE	-79.42789722	-6.654930556	182	COSTA NORTE
106049	11	1	TINAJONES	LAMBAYEQUE	CHICLAYO	CHONGOYAPE	-79.42789722	-6.654930556	182	COSTA NORTE
106049	12	1	TINAJONES	LAMBAYEQUE	CHICLAYO	CHONGOYAPE	-79.42789722	-6.654930556	182	COSTA NORTE
106053	1	5	LLAMA	CAJAMARCA	CHOTA	LLAMA	-79.12261944	-6.514430556	2096	SIERRA NORTE OCCIDENTAL
106053	2	7	LLAMA	CAJAMARCA	CHOTA	LLAMA	-79.12261944	-6.514430556	2096	SIERRA NORTE OCCIDENTAL
106053	3	7	LLAMA	CAJAMARCA	CHOTA	LLAMA	-79.12261944	-6.514430556	2096	SIERRA NORTE OCCIDENTAL
106053	4	5	LLAMA	CAJAMARCA	CHOTA	LLAMA	-79.12261944	-6.514430556	2096	SIERRA NORTE OCCIDENTAL
106053	5	3	LLAMA	CAJAMARCA	CHOTA	LLAMA	-79.12261944	-6.514430556	2096	SIERRA NORTE OCCIDENTAL
106053	6	1	LLAMA	CAJAMARCA	CHOTA	LLAMA	-79.12261944	-6.514430556	2096	SIERRA NORTE OCCIDENTAL
106053	7	0	LLAMA	CAJAMARCA	CHOTA	LLAMA	-79.12261944	-6.514430556	2096	SIERRA NORTE OCCIDENTAL
106053	8	0	LLAMA	CAJAMARCA	CHOTA	LLAMA	-79.12261944	-6.514430556	2096	SIERRA NORTE OCCIDENTAL
106053	9	1	LLAMA	CAJAMARCA	CHOTA	LLAMA	-79.12261944	-6.514430556	2096	SIERRA NORTE OCCIDENTAL
106053	10	3	LLAMA	CAJAMARCA	CHOTA	LLAMA	-79.12261944	-6.514430556	2096	SIERRA NORTE OCCIDENTAL
106053	11	3	LLAMA	CAJAMARCA	CHOTA	LLAMA	-79.12261944	-6.514430556	2096	SIERRA NORTE OCCIDENTAL
106053	12	3	LLAMA	CAJAMARCA	CHOTA	LLAMA	-79.12261944	-6.514430556	2096	SIERRA NORTE OCCIDENTAL
106054	1	3	HUAMBOS	CAJAMARCA	CHOTA	HUAMBOS	-78.96315	-6.453675	2263	SIERRA NORTE OCCIDENTAL
106054	2	4	HUAMBOS	CAJAMARCA	CHOTA	HUAMBOS	-78.96315	-6.453675	2263	SIERRA NORTE OCCIDENTAL
106054	3	5	HUAMBOS	CAJAMARCA	CHOTA	HUAMBOS	-78.96315	-6.453675	2263	SIERRA NORTE OCCIDENTAL
106054	4	3	HUAMBOS	CAJAMARCA	CHOTA	HUAMBOS	-78.96315	-6.453675	2263	SIERRA NORTE OCCIDENTAL
106054	5	3	HUAMBOS	CAJAMARCA	CHOTA	HUAMBOS	-78.96315	-6.453675	2263	SIERRA NORTE OCCIDENTAL
106054	6	1	HUAMBOS	CAJAMARCA	CHOTA	HUAMBOS	-78.96315	-6.453675	2263	SIERRA NORTE OCCIDENTAL
106054	7	2	HUAMBOS	CAJAMARCA	CHOTA	HUAMBOS	-78.96315	-6.453675	2263	SIERRA NORTE OCCIDENTAL
106054	8	2	HUAMBOS	CAJAMARCA	CHOTA	HUAMBOS	-78.96315	-6.453675	2263	SIERRA NORTE OCCIDENTAL
106054	9	2	HUAMBOS	CAJAMARCA	CHOTA	HUAMBOS	-78.96315	-6.453675	2263	SIERRA NORTE OCCIDENTAL
106054	10	3	HUAMBOS	CAJAMARCA	CHOTA	HUAMBOS	-78.96315	-6.453675	2263	SIERRA NORTE OCCIDENTAL
106054	11	3	HUAMBOS	CAJAMARCA	CHOTA	HUAMBOS	-78.96315	-6.453675	2263	SIERRA NORTE OCCIDENTAL
106054	12	3	HUAMBOS	CAJAMARCA	CHOTA	HUAMBOS	-78.96315	-6.453675	2263	SIERRA NORTE OCCIDENTAL
106056	1	3	SANTA-CRUZ	CAJAMARCA	SANTA CRUZ	SANTA CRUZ	-78.94761389	-6.616566667	2002	SIERRA NORTE OCCIDENTAL
106056	2	4	SANTA-CRUZ	CAJAMARCA	SANTA CRUZ	SANTA CRUZ	-78.94761389	-6.616566667	2002	SIERRA NORTE OCCIDENTAL
106056	3	5	SANTA-CRUZ	CAJAMARCA	SANTA CRUZ	SANTA CRUZ	-78.94761389	-6.616566667	2002	SIERRA NORTE OCCIDENTAL
106056	4	5	SANTA-CRUZ	CAJAMARCA	SANTA CRUZ	SANTA CRUZ	-78.94761389	-6.616566667	2002	SIERRA NORTE OCCIDENTAL
106056	5	3	SANTA-CRUZ	CAJAMARCA	SANTA CRUZ	SANTA CRUZ	-78.94761389	-6.616566667	2002	SIERRA NORTE OCCIDENTAL
106056	6	1	SANTA-CRUZ	CAJAMARCA	SANTA CRUZ	SANTA CRUZ	-78.94761389	-6.616566667	2002	SIERRA NORTE OCCIDENTAL
106056	7	2	SANTA-CRUZ	CAJAMARCA	SANTA CRUZ	SANTA CRUZ	-78.94761389	-6.616566667	2002	SIERRA NORTE OCCIDENTAL
106056	8	1	SANTA-CRUZ	CAJAMARCA	SANTA CRUZ	SANTA CRUZ	-78.94761389	-6.616566667	2002	SIERRA NORTE OCCIDENTAL
106056	9	3	SANTA-CRUZ	CAJAMARCA	SANTA CRUZ	SANTA CRUZ	-78.94761389	-6.616566667	2002	SIERRA NORTE OCCIDENTAL
