,V1,V2,V3,V4,V5,V6
1981-01-01,33.5778503417969,33.5323677062988,33.1396064758301,31.8157806396484,31.3360157012939,31.1415958404541
1981-01-02,32.7115821838379,32.7449951171875,32.7223854064941,32.6421546936035,32.3551368713379,33.189826965332
1981-01-03,31.2152271270752,31.402322769165,31.3792381286621,31.6771717071533,31.4682064056396,32.7442855834961
1981-01-04,31.768892288208,31.8083629608154,31.9357109069824,32.2723846435547,31.4636611938477,32.6519470214844
1981-01-05,29.7147064208984,30.1795501708984,30.3087940216064,31.1613368988037,31.0500907897949,32.6453971862793
1981-01-06,28.8896617889404,29.3154067993164,29.2926483154297,29.7514362335205,29.5829753875732,31.4386367797852
1981-01-07,31.5805721282959,31.4370307922363,31.0374984741211,30.7205677032471,30.7174682617188,31.4361438751221
1981-01-08,29.5565643310547,29.8078289031982,30.2087802886963,30.3092346191406,30.731912612915,31.0559616088867
1981-01-09,30.4128684997559,30.4424495697021,30.2479362487793,30.0400772094727,30.5465221405029,31.1013469696045
1981-01-10,30.8628940582275,31.166597366333,31.1548290252686,31.8526191711426,32.0583229064941,33.3642234802246
1981-01-11,33.6949768066406,33.8296051025391,33.9999122619629,33.5296745300293,33.6933708190918,34.4370994567871
1981-01-12,31.7963256835938,31.9778957366943,32.9450798034668,33.0126647949219,32.0911140441895,33.4227104187012
1981-01-13,28.0088939666748,28.3750400543213,28.3440227508545,28.659236907959,28.8783550262451,30.2072200775146
1981-01-14,31.409215927124,31.2446994781494,30.9642562866211,30.3900337219238,29.4544162750244,30.0081024169922
1981-01-15,31.2274684906006,31.4400100708008,31.3754062652588,31.4329929351807,31.7947120666504,32.6945686340332
1981-01-16,32.1934928894043,32.4012413024902,32.5596885681152,33.0935134887695,32.9256019592285,33.948600769043
1981-01-17,32.2073173522949,32.4513816833496,32.6684074401855,32.943717956543,32.6934700012207,33.7576637268066
1981-01-18,30.6779003143311,30.8945503234863,31.2024192810059,31.5902004241943,31.3639793395996,32.6304168701172
1981-01-19,31.6542015075684,31.7201995849609,32.0116004943848,31.9252033233643,30.9145832061768,32.1342582702637
1981-01-20,31.098949432373,31.0846138000488,31.7512760162354,31.737865447998,31.3604221343994,32.6015777587891
1981-01-21,29.4031238555908,29.8256530761719,30.6220893859863,30.6479797363281,30.940128326416,32.5461311340332
1981-01-22,30.8108425140381,31.2100486755371,32.6275253295898,32.5373725891113,32.2562828063965,33.3134155273438
1981-01-23,30.7008781433105,31.0653133392334,31.3852310180664,30.940502166748,31.7984104156494,32.9829063415527
1981-01-24,29.5583724975586,30.0491638183594,29.6720714569092,30.6860904693604,30.7467231750488,32.5055694580078
1981-01-25,30.8961925506592,31.0925350189209,30.9943256378174,31.3274765014648,30.9134654998779,32.2434577941895
1981-01-26,31.7339000701904,31.5963134765625,31.054967880249,30.9835548400879,30.1212406158447,31.424467086792
1981-01-27,31.401969909668,31.4104270935059,31.7062320709229,31.3578186035156,31.3903255462646,32.531852722168
1981-01-28,30.2778415679932,30.7573661804199,30.8955879211426,31.1401672363281,31.4367618560791,32.2485580444336
1981-01-29,29.5506172180176,29.696907043457,30.0477333068848,30.3878078460693,30.1775588989258,31.6109485626221
1981-01-30,31.2578220367432,31.2078456878662,31.2643432617188,30.9364852905273,31.0368328094482,31.2756366729736
1981-01-31,30.5126609802246,30.4782295227051,30.5225009918213,30.1895771026611,30.1289119720459,30.5347957611084
1981-02-01,32.3359832763672,31.8451023101807,31.2900543212891,30.3003673553467,29.5591869354248,29.9933109283447
1981-02-02,33.3056678771973,32.9782104492188,32.8082389831543,31.8557605743408,31.9405517578125,31.2144012451172
1981-02-03,30.5775451660156,30.800443649292,31.1437358856201,31.3342056274414,31.5718612670898,31.7933368682861
1981-02-04,32.1007499694824,31.9808502197266,32.298885345459,31.1161518096924,30.985954284668,31.4643135070801
1981-02-05,30.8158836364746,30.6201782226562,30.5793552398682,30.4269618988037,30.2459087371826,30.6174201965332
1981-02-06,30.3723621368408,30.2348213195801,29.9616775512695,29.0621013641357,29.2519035339355,28.8229103088379
1981-02-07,29.9802570343018,29.8449058532715,29.0613632202148,27.8613090515137,28.7760715484619,28.7499904632568
1981-02-08,29.5707893371582,29.3956203460693,29.1038970947266,28.396297454834,28.648811340332,28.8281478881836
1981-02-09,29.1633548736572,29.2680015563965,29.3314590454102,29.1382255554199,29.4481258392334,29.4104423522949
1981-02-10,30.081600189209,29.908842086792,29.4967842102051,28.9321823120117,29.0974559783936,28.9790229797363
1981-02-11,31.0314540863037,30.7249851226807,30.5779914855957,30.47096824646,30.1042919158936,31.068868637085
1981-02-12,32.6951217651367,32.4573364257812,32.3871879577637,31.9718837738037,31.6127452850342,31.8966369628906
1981-02-13,32.4953918457031,32.1425323486328,31.9375953674316,30.7925128936768,30.8301601409912,30.6854724884033
1981-02-14,30.7574234008789,30.7224903106689,30.4637203216553,30.360668182373,30.43727684021,30.9669322967529
1981-02-15,29.7208576202393,30.0055408477783,29.9775066375732,30.167501449585,30.8628597259521,31.4520301818848
1981-02-16,28.3281021118164,28.6234855651855,27.7011432647705,27.9125537872314,28.7563533782959,29.3840084075928
1981-02-17,29.9351272583008,29.7857799530029,29.4061965942383,29.4101943969727,29.2336673736572,29.7612705230713
1981-02-18,31.0390472412109,30.7086639404297,30.1244449615479,29.5814533233643,29.6313018798828,29.7551898956299
1981-02-19,33.0823593139648,32.8262977600098,32.1313209533691,30.7981815338135,31.2655849456787,30.128002166748
1981-02-20,30.1996231079102,30.3049354553223,30.0360336303711,29.840389251709,30.422924041748,30.5869770050049
1981-02-21,31.4124336242676,31.1858787536621,30.4148025512695,29.9551124572754,30.1299304962158,30.6398735046387
1981-02-22,31.3140621185303,31.0280227661133,30.8522529602051,30.4169139862061,30.4324054718018,30.9352073669434
1981-02-23,31.8959178924561,31.9355297088623,32.4032592773438,32.0295562744141,32.4180107116699,32.1892585754395
1981-02-24,30.7434978485107,30.7499923706055,31.0098857879639,31.1103534698486,31.3875846862793,31.858377456665
1981-02-25,31.6057319641113,31.6730308532715,31.4170017242432,31.1749019622803,31.7159824371338,32.1515655517578
1981-02-26,30.9174785614014,31.042552947998,30.8710021972656,30.6765842437744,31.3403759002686,31.4119071960449
1981-02-27,31.3229579925537,31.2735939025879,31.1616497039795,30.8375186920166,31.2384796142578,31.5384349822998
1981-02-28,32.7656517028809,32.7303848266602,32.803882598877,32.5055503845215,32.8869438171387,32.9680404663086
1981-03-01,33.2300605773926,33.1390342712402,32.6193695068359,31.8446388244629,31.6368083953857,31.4450416564941
1981-03-02,33.1606903076172,33.1958885192871,32.5872116088867,32.1932601928711,32.3634033203125,32.6271705627441
1981-03-03,33.5326614379883,33.5157508850098,33.0562973022461,32.7353553771973,32.8021812438965,33.2007369995117
1981-03-04,30.5352191925049,31.0902976989746,30.9045143127441,31.4963397979736,31.9345932006836,32.8071136474609
1981-03-05,32.3789329528809,32.4404678344727,32.2432250976562,32.2444725036621,31.9488067626953,32.703929901123
1981-03-06,31.7962894439697,31.7946109771729,31.2998523712158,31.1476345062256,30.817310333252,31.9027900695801
1981-03-07,30.773832321167,31.0308609008789,30.6196842193604,30.6862392425537,31.0357913970947,31.6891593933105
1981-03-08,30.6822776794434,30.8773708343506,30.4185218811035,30.5677738189697,30.9699115753174,31.6975708007812
1981-03-09,31.6218452453613,31.7452449798584,31.6118869781494,31.1210231781006,31.2203273773193,31.5347423553467
1981-03-10,30.671142578125,30.7594585418701,30.9461936950684,30.2988243103027,29.8985443115234,30.0579853057861
1981-03-11,31.2715930938721,31.1916809082031,31.2127819061279,30.5332450866699,30.1474628448486,30.3950214385986
1981-03-12,30.7652187347412,30.9439392089844,31.2240314483643,30.9274425506592,30.7741603851318,31.5169239044189
1981-03-13,32.9350624084473,33.0575408935547,33.3174514770508,32.4573059082031,32.0626831054688,32.0981254577637
1981-03-14,34.4512748718262,34.3720779418945,34.2943077087402,33.1772651672363,32.8105545043945,32.7587547302246
1981-03-15,34.5279273986816,34.3963661193848,34.1411628723145,33.0809173583984,32.7431678771973,32.638599395752
1981-03-16,34.7716903686523,34.5256690979004,33.9413795471191,32.4889183044434,32.3904762268066,32.0925407409668
1981-03-17,32.5145225524902,32.3400917053223,31.6069641113281,31.0148620605469,31.0813655853271,31.4847640991211
1981-03-18,30.8154754638672,30.7524929046631,30.2224578857422,29.2686424255371,29.2358455657959,29.2404518127441
1981-03-19,30.5681324005127,30.8604011535645,30.4482269287109,30.2736873626709,30.439172744751,31.2534503936768
1981-03-20,30.2234764099121,30.5953369140625,29.5874805450439,29.702220916748,30.4283409118652,31.5673198699951
1981-03-21,26.6748733520508,26.9988021850586,25.8606262207031,26.3437347412109,27.0046539306641,28.5344390869141
1981-03-22,30.2341136932373,30.0324153900146,28.7982387542725,27.3077030181885,28.4899082183838,27.9026393890381
1981-03-23,31.1257305145264,31.2841796875,30.5680999755859,30.4392986297607,30.8039569854736,31.3373203277588
1981-03-24,30.9105491638184,30.9794044494629,30.0545330047607,29.6384296417236,29.6913928985596,30.3577880859375
1981-03-25,30.6578960418701,30.290189743042,28.6437435150146,27.1107273101807,27.2447566986084,26.9477863311768
1981-03-26,31.5060195922852,31.4562797546387,30.6685638427734,30.5025978088379,30.3191146850586,31.0724906921387
1981-03-27,31.5260772705078,31.5597953796387,30.7365264892578,30.6927528381348,30.1766910552979,31.557014465332
1981-03-28,33.3919830322266,33.4007530212402,33.0698585510254,32.764030456543,32.0941543579102,32.9834632873535
1981-03-29,33.4239273071289,33.2348403930664,32.775505065918,32.448299407959,31.9313011169434,32.8835639953613
1981-03-30,31.8716468811035,31.8342514038086,31.2659740447998,31.073392868042,30.7944011688232,31.9377555847168
